precinct,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_NICOLL,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_dem_O'MALLEY,gen_dem_SANDERS,gen_rep_BUSH,gen_rep_CARSON,gen_rep_CHRISTIE,gen_rep_CRUZ,gen_rep_FIORINA,gen_rep_GILMORE,gen_rep_GRAHAM,gen_rep_HUCKABEE,gen_rep_KASICH,gen_rep_NICOLL,gen_rep_PATAKI,gen_rep_PAUL,gen_rep_RUBIO,gen_rep_SANTORUM,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
RUTHERFORD16-2,42,0,48,2,18,0,49,1,0,0,1,9,0,0,0,41,0,63,42,0,48,2,18,0,49,1,0,0,1,9,0,0,0,41,0,63,184,90,274
RUTHERFORD16-3,147,1,104,3,44,1,197,0,0,0,2,20,0,0,5,131,0,194,147,1,104,3,44,1,197,0,0,0,2,20,0,0,5,131,0,194,597,252,849
RUTHERFORD17-1,125,0,238,2,43,0,98,1,0,0,0,32,0,0,5,118,0,144,125,0,238,2,43,0,98,1,0,0,0,32,0,0,5,118,0,144,443,363,806
RUTHERFORD17-2,27,0,42,0,3,0,12,2,0,0,0,0,0,0,0,5,0,30,27,0,42,0,3,0,12,2,0,0,0,0,0,0,0,5,0,30,52,69,121
RUTHERFORD17-3,11,0,32,0,3,0,7,0,0,0,0,3,0,0,2,6,0,4,11,0,32,0,3,0,7,0,0,0,0,3,0,0,2,6,0,4,25,43,68
RUTHERFORD18-1,311,1,212,8,45,0,107,0,0,1,2,24,0,0,1,96,0,145,311,1,212,8,45,0,107,0,0,1,2,24,0,0,1,96,0,145,429,524,953
RUTHERFORD18-2,180,1,109,14,57,2,213,0,0,0,4,42,0,0,2,203,0,289,180,1,109,14,57,2,213,0,0,0,4,42,0,0,2,203,0,289,826,290,1116
RUTHERFORD19-1,142,1,98,2,68,2,252,0,0,0,0,29,0,0,3,102,0,382,142,1,98,2,68,2,252,0,0,0,0,29,0,0,3,102,0,382,840,241,1081
RUTHERFORD19-2,153,1,111,7,75,0,246,0,0,0,2,27,0,0,3,175,0,275,153,1,111,7,75,0,246,0,0,0,2,27,0,0,3,175,0,275,810,265,1075
RUTHERFORD2-Apr,85,0,64,2,29,0,101,0,0,0,0,29,0,0,0,109,0,102,85,0,64,2,29,0,101,0,0,0,0,29,0,0,0,109,0,102,372,149,521
RUTHERFORD2-Aug,73,4,28,1,31,0,97,1,0,0,1,7,0,0,0,43,0,146,73,4,28,1,31,0,97,1,0,0,1,7,0,0,0,43,0,146,327,105,432
RUTHERFORD2-Dec,129,2,88,6,41,3,133,0,1,1,0,12,0,0,0,69,2,209,129,2,88,6,41,3,133,0,1,1,0,12,0,0,0,69,2,209,477,219,696
RUTHERFORD2-Feb,162,1,117,6,79,0,368,2,0,0,2,29,0,0,3,180,0,383,162,1,117,6,79,0,368,2,0,0,2,29,0,0,3,180,0,383,1052,280,1332
RUTHERFORD2-Jul,239,2,177,14,128,2,327,0,0,0,1,56,0,0,3,287,0,412,239,2,177,14,128,2,327,0,0,0,1,56,0,0,3,287,0,412,1230,418,1648
RUTHERFORD2-Jun,186,2,148,8,109,0,335,1,0,1,5,30,0,0,4,196,1,379,186,2,148,8,109,0,335,1,0,1,5,30,0,0,4,196,1,379,1069,336,1405
RUTHERFORD2-Mar,141,1,94,7,71,1,228,0,0,0,2,13,0,0,2,160,0,322,141,1,94,7,71,1,228,0,0,0,2,13,0,0,2,160,0,322,806,236,1042
RUTHERFORD2-May,216,0,99,4,28,0,93,0,0,0,0,10,0,0,1,40,0,131,216,0,99,4,28,0,93,0,0,0,0,10,0,0,1,40,0,131,307,315,622
RUTHERFORD2-Nov,202,0,111,8,60,0,216,0,0,0,1,20,0,0,4,122,1,270,202,0,111,8,60,0,216,0,0,0,1,20,0,0,4,122,1,270,702,313,1015
RUTHERFORD2-Oct,196,1,129,6,77,0,267,0,0,0,0,32,0,0,1,152,0,328,196,1,129,6,77,0,267,0,0,0,0,32,0,0,1,152,0,328,863,326,1189
RUTHERFORD2-Sep,179,4,123,9,101,1,330,1,0,0,3,40,0,0,2,220,0,418,179,4,123,9,101,1,330,1,0,0,3,40,0,0,2,220,0,418,1125,306,1431
RUTHERFORD20-1,179,0,146,9,128,3,490,0,0,0,6,50,0,0,2,348,0,410,179,0,146,9,128,3,490,0,0,0,6,50,0,0,2,348,0,410,1446,325,1771
RUTHERFORD20-2,199,3,179,9,105,3,414,1,0,0,2,43,0,1,2,280,0,388,199,3,179,9,105,3,414,1,0,0,2,43,0,1,2,280,0,388,1248,381,1629
RUTHERFORD21-1,236,3,266,8,34,0,100,0,0,1,0,23,0,0,4,78,1,140,236,3,266,8,34,0,100,0,0,1,0,23,0,0,4,78,1,140,389,505,894
RUTHERFORD21-2,219,1,160,9,71,0,293,1,0,0,0,39,0,0,4,206,1,324,219,1,160,9,71,0,293,1,0,0,0,39,0,0,4,206,1,324,948,380,1328
RUTHERFORD3-Apr,191,2,132,10,77,2,294,0,0,0,2,43,0,0,2,246,1,338,191,2,132,10,77,2,294,0,0,0,2,43,0,0,2,246,1,338,1015,325,1340
RUTHERFORD3-Aug,81,0,78,4,78,0,223,1,1,1,0,21,0,0,5,78,0,281,81,0,78,4,78,0,223,1,1,1,0,21,0,0,5,78,0,281,693,159,852
RUTHERFORD3-Dec,69,0,47,2,12,0,45,0,0,0,0,6,0,0,1,28,0,64,69,0,47,2,12,0,45,0,0,0,0,6,0,0,1,28,0,64,158,116,274
RUTHERFORD3-Feb,52,0,35,5,40,0,131,0,0,0,2,22,0,0,0,77,0,198,52,0,35,5,40,0,131,0,0,0,2,22,0,0,0,77,0,198,475,87,562
RUTHERFORD4-Apr,60,1,84,2,16,0,71,2,0,0,3,4,0,0,2,36,0,86,60,1,84,2,16,0,71,2,0,0,3,4,0,0,2,36,0,86,222,145,367
RUTHERFORD4-Aug,98,0,55,3,50,0,184,0,0,0,1,16,0,0,5,120,0,200,98,0,55,3,50,0,184,0,0,0,1,16,0,0,5,120,0,200,579,153,732
SCOTT1-1 Fairview,51,0,27,2,14,0,62,0,0,0,1,3,0,0,0,39,0,133,51,0,27,2,14,0,62,0,0,0,1,3,0,0,0,39,0,133,254,78,332
SCOTT2-1 Elgin,28,2,12,3,7,0,30,0,0,0,2,3,0,0,0,19,0,66,28,2,12,3,7,0,30,0,0,0,2,3,0,0,0,19,0,66,130,42,172
SCOTT2-2 Robbins,25,0,6,1,14,0,55,1,0,0,0,9,0,0,0,31,1,71,25,0,6,1,14,0,55,1,0,0,0,9,0,0,0,31,1,71,183,31,214
SCOTT3-1 Huntsville,24,0,23,2,18,1,58,0,0,1,0,3,0,0,0,42,0,97,24,0,23,2,18,1,58,0,0,1,0,3,0,0,0,42,0,97,222,47,269
SCOTT3-2 Paint Rock,5,0,7,0,3,0,17,0,0,0,1,6,0,0,0,9,0,41,5,0,7,0,3,0,17,0,0,0,1,6,0,0,0,9,0,41,77,12,89
SCOTT4-1 Helenwood,33,2,14,4,18,0,82,0,1,0,3,14,0,0,3,87,0,165,33,2,14,4,18,0,82,0,1,0,3,14,0,0,3,87,0,165,377,49,426
SCOTT5-1 Pine Hill,16,1,13,1,11,0,27,0,0,0,1,1,0,0,1,20,0,58,16,1,13,1,11,0,27,0,0,0,1,1,0,0,1,20,0,58,120,30,150
SCOTT5-2 Winfield,25,2,8,0,5,0,35,0,0,0,2,4,0,0,0,21,0,108,25,2,8,0,5,0,35,0,0,0,2,4,0,0,0,21,0,108,175,35,210
SCOTT6-1 Oneida,35,1,34,1,21,0,52,1,0,0,0,13,0,0,0,64,0,146,35,1,34,1,21,0,52,1,0,0,0,13,0,0,0,64,0,146,298,70,368
SCOTT7-1 West Oneida,31,0,36,3,23,0,91,1,0,0,1,20,0,0,0,73,1,205,31,0,36,3,23,0,91,1,0,0,1,20,0,0,0,73,1,205,418,67,485
SEQUATCHIE1 Lewis Chapel,22,1,35,0,27,0,69,0,0,1,2,5,0,0,0,41,0,145,22,1,35,0,27,0,69,0,0,1,2,5,0,0,0,41,0,145,290,58,348
SEQUATCHIE2 Cagle,24,1,17,1,26,0,56,1,0,0,0,4,0,0,0,49,0,100,24,1,17,1,26,0,56,1,0,0,0,4,0,0,0,49,0,100,237,42,279
SEQUATCHIE3 Courthouse,32,0,16,1,18,0,39,0,0,0,1,7,0,0,0,35,0,83,32,0,16,1,18,0,39,0,0,0,1,7,0,0,0,35,0,83,184,48,232
SEQUATCHIE4 Electric Co-op,32,0,16,0,12,0,23,0,0,0,0,2,0,0,1,12,0,81,32,0,16,0,12,0,23,0,0,0,0,2,0,0,1,12,0,81,131,48,179
SEQUATCHIE5 Chapel Hill,38,1,21,3,45,2,61,0,0,0,5,11,0,0,1,39,0,138,38,1,21,3,45,2,61,0,0,0,5,11,0,0,1,39,0,138,305,60,365
SEQUATCHIE6 Daus,29,0,13,0,13,0,40,0,0,0,0,1,0,0,0,31,0,112,29,0,13,0,13,0,40,0,0,0,0,1,0,0,0,31,0,112,197,42,239
SEQUATCHIE7 Justice Center,37,1,12,1,22,0,29,0,0,0,0,7,0,0,0,40,1,111,37,1,12,1,22,0,29,0,0,0,0,7,0,0,0,40,1,111,211,50,261
SEQUATCHIE8 Lone Oak,23,0,35,4,14,3,58,0,0,0,0,11,0,0,0,65,0,138,23,0,35,4,14,3,58,0,0,0,0,11,0,0,0,65,0,138,293,58,351
SEQUATCHIE9 Fredonia,36,0,41,2,22,0,62,0,0,0,0,18,0,0,2,49,0,139,36,0,41,2,22,0,62,0,0,0,0,18,0,0,2,49,0,139,294,77,371
SEVIER1-1 Caton's Chapel,54,0,51,13,37,3,167,0,0,0,4,33,0,0,1,145,1,374,54,0,51,13,37,3,167,0,0,0,4,33,0,0,1,145,1,374,778,105,883
SEVIER1-2 Caton's Chapel,1,0,1,1,2,0,1,0,0,0,0,2,0,0,0,2,0,10,1,0,1,1,2,0,1,0,0,0,0,2,0,0,0,2,0,10,18,2,20
SEVIER1-3 Jones Cove,28,0,32,3,31,0,121,0,0,0,1,13,0,0,0,51,2,217,28,0,32,3,31,0,121,0,0,0,1,13,0,0,0,51,2,217,439,60,499
SEVIER1-4 Jones Cove,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,4,0,11,23,0,23
SEVIER10-1 Boyds Creek,51,0,55,5,72,0,218,0,0,0,1,33,0,0,0,159,0,340,51,0,55,5,72,0,218,0,0,0,1,33,0,0,0,159,0,340,828,106,934
SEVIER10-2 Whites,7,0,21,1,15,0,46,0,0,0,0,9,0,0,0,27,1,96,7,0,21,1,15,0,46,0,0,0,0,9,0,0,0,27,1,96,195,28,223
SEVIER10-3 DuPont,24,0,37,3,37,1,101,0,0,0,2,10,0,0,1,61,0,198,24,0,37,3,37,1,101,0,0,0,2,10,0,0,1,61,0,198,414,61,475
SEVIER11-1 Gatlinburg,134,1,126,8,61,1,170,0,0,0,4,57,0,0,4,228,1,447,134,1,126,8,61,1,170,0,0,0,4,57,0,0,4,228,1,447,981,261,1242
SEVIER11-2 Pittman Center,29,0,37,2,22,0,56,0,0,0,1,18,0,0,1,66,0,178,29,0,37,2,22,0,56,0,0,0,1,18,0,0,1,66,0,178,344,66,410
SEVIER2-1 Wearwood,74,1,58,7,71,5,190,1,0,0,1,58,0,0,1,172,1,382,74,1,58,7,71,5,190,1,0,0,1,58,0,0,1,172,1,382,889,133,1022
SEVIER2-2 Waldens Creek,50,0,54,6,28,0,144,0,0,0,1,14,0,0,0,124,0,334,50,0,54,6,28,0,144,0,0,0,1,14,0,0,0,124,0,334,651,104,755
SEVIER3-1 New Center,29,0,32,10,45,2,79,1,0,0,0,16,0,0,1,72,0,250,29,0,32,10,45,2,79,1,0,0,0,16,0,0,1,72,0,250,476,61,537
SEVIER3-2 Harrisburg,57,1,42,11,72,0,234,1,0,0,2,22,0,1,0,188,1,464,57,1,42,11,72,0,234,1,0,0,2,22,0,1,0,188,1,464,996,100,1096
SEVIER4-1 Pigeon Forge,112,2,120,19,104,2,348,1,0,1,5,47,0,2,2,349,2,830,112,2,120,19,104,2,348,1,0,1,5,47,0,2,2,349,2,830,1712,234,1946
SEVIER5-1 Sevierville,90,0,88,20,70,2,174,2,1,1,1,70,0,0,2,249,1,499,90,0,88,20,70,2,174,2,1,1,1,70,0,0,2,249,1,499,1092,178,1270
SEVIER5-2 Senior Center,63,1,47,13,50,1,113,0,0,1,6,23,0,1,2,140,0,303,63,1,47,13,50,1,113,0,0,1,6,23,0,1,2,140,0,303,653,111,764
SEVIER6-1 Seymour,113,2,120,9,130,0,417,1,0,0,3,60,0,0,4,370,1,703,113,2,120,9,130,0,417,1,0,0,3,60,0,0,4,370,1,703,1698,235,1933
SEVIER7-1 Catlettsburg,15,0,12,3,6,1,39,0,0,0,0,4,0,0,1,33,0,124,15,0,12,3,6,1,39,0,0,0,0,4,0,0,1,33,0,124,211,27,238
SEVIER7-2 Catlettsburg,59,0,64,12,36,1,125,0,0,0,1,20,0,0,0,137,0,306,59,0,64,12,36,1,125,0,0,0,1,20,0,0,0,137,0,306,638,123,761
SEVIER7-3 Walnut Grove,29,1,28,4,18,0,54,0,3,0,1,18,0,0,0,51,0,124,29,1,28,4,18,0,54,0,3,0,1,18,0,0,0,51,0,124,273,58,331
SEVIER8-1 Kodak,78,6,62,10,58,0,213,2,0,0,1,46,0,0,3,188,1,604,78,6,62,10,58,0,213,2,0,0,1,46,0,0,3,188,1,604,1126,146,1272
SEVIER8-2 Kodak,12,0,3,0,5,0,35,0,0,0,4,4,0,0,0,15,0,52,12,0,3,0,5,0,35,0,0,0,4,4,0,0,0,15,0,52,115,15,130
SEVIER8-3 Underwood,52,0,30,2,29,2,108,0,0,0,1,12,0,0,5,74,0,290,52,0,30,2,29,2,108,0,0,0,1,12,0,0,5,74,0,290,523,82,605
SEVIER9-1 Seymour Primary,100,3,121,12,97,2,315,1,0,0,6,45,0,0,2,265,1,552,100,3,121,12,97,2,315,1,0,0,6,45,0,0,2,265,1,552,1298,224,1522
SHELBYArlington 01,208,1,95,2,107,0,503,0,0,0,2,63,0,0,6,266,0,400,208,1,95,2,107,0,503,0,0,0,2,63,0,0,6,266,0,400,1349,304,1653
SHELBYArlington 02,151,1,57,1,56,1,239,0,0,0,1,19,0,0,2,136,0,206,151,1,57,1,56,1,239,0,0,0,1,19,0,0,2,136,0,206,661,209,870
SHELBYBartlett 03,109,1,70,8,65,2,325,1,0,0,2,52,0,0,0,228,0,308,109,1,70,8,65,2,325,1,0,0,2,52,0,0,0,228,0,308,991,180,1171
SHELBYBartlett 04,312,1,107,3,62,0,389,0,0,0,1,39,0,0,2,207,0,336,312,1,107,3,62,0,389,0,0,0,1,39,0,0,2,207,0,336,1039,420,1459
SHELBYBartlett 05,197,0,100,7,65,2,347,1,1,0,2,49,0,0,0,241,2,342,197,0,100,7,65,2,347,1,1,0,2,49,0,0,0,241,2,342,1059,297,1356
SHELBYBartlett 06,132,2,116,7,64,0,293,0,0,0,0,36,0,0,2,145,0,270,132,2,116,7,64,0,293,0,0,0,0,36,0,0,2,145,0,270,817,250,1067
SHELBYBartlett 08,187,0,154,13,81,2,428,0,0,0,4,84,0,0,5,294,0,446,187,0,154,13,81,2,428,0,0,0,4,84,0,0,5,294,0,446,1357,341,1698
SHELBYBartlett 09,164,2,118,16,87,2,408,0,2,0,5,56,0,0,3,245,0,389,164,2,118,16,87,2,408,0,2,0,5,56,0,0,3,245,0,389,1213,284,1497
SHELBYBartlett 11,86,0,83,6,63,0,301,2,0,0,0,32,0,0,2,197,0,311,86,0,83,6,63,0,301,2,0,0,0,32,0,0,2,197,0,311,914,169,1083
SHELBYBartlett 13,473,3,122,3,80,1,293,0,0,0,1,38,0,0,1,205,0,265,473,3,122,3,80,1,293,0,0,0,1,38,0,0,1,205,0,265,887,598,1485
SHELBYBrunswick 01,131,1,58,1,53,1,253,0,0,0,1,34,0,0,1,166,0,211,131,1,58,1,53,1,253,0,0,0,1,34,0,0,1,166,0,211,721,190,911
SHELBYBrunswick 02,403,2,98,4,62,0,325,0,0,0,1,35,0,0,1,250,0,273,403,2,98,4,62,0,325,0,0,0,1,35,0,0,1,250,0,273,951,503,1454
SHELBYCollierville 01,119,1,77,11,90,2,515,0,0,0,4,65,0,0,3,324,1,391,119,1,77,11,90,2,515,0,0,0,4,65,0,0,3,324,1,391,1406,197,1603
SHELBYCollierville 02,296,2,62,12,50,0,208,0,0,1,0,77,0,0,2,270,0,240,296,2,62,12,50,0,208,0,0,1,0,77,0,0,2,270,0,240,860,360,1220
SHELBYCollierville 03,129,2,63,8,94,0,426,3,0,0,0,58,0,0,1,241,0,361,129,2,63,8,94,0,426,3,0,0,0,58,0,0,1,241,0,361,1192,194,1386
SHELBYCollierville 04,127,0,72,5,75,1,399,0,0,0,2,109,0,0,3,368,1,381,127,0,72,5,75,1,399,0,0,0,2,109,0,0,3,368,1,381,1344,199,1543
SHELBYCollierville 05,65,1,50,2,54,0,218,0,0,0,1,36,0,0,1,169,0,214,65,1,50,2,54,0,218,0,0,0,1,36,0,0,1,169,0,214,695,116,811
SHELBYCollierville 06,103,1,40,5,32,0,279,1,0,0,1,91,0,0,0,356,0,257,103,1,40,5,32,0,279,1,0,0,1,91,0,0,0,356,0,257,1022,144,1166
SHELBYCollierville 07,485,1,106,3,37,0,172,0,0,0,0,37,0,0,0,149,0,141,485,1,106,3,37,0,172,0,0,0,0,37,0,0,0,149,0,141,539,592,1131
SHELBYCollierville 08,86,0,28,12,35,0,223,0,0,1,0,45,0,0,1,260,1,175,86,0,28,12,35,0,223,0,0,1,0,45,0,0,1,260,1,175,753,114,867
SHELBYCollierville 09,135,0,49,12,53,0,361,0,0,0,0,60,0,0,3,339,0,308,135,0,49,12,53,0,361,0,0,0,0,60,0,0,3,339,0,308,1136,184,1320
SHELBYCordova 03,500,0,143,6,41,0,270,0,1,0,0,56,0,1,1,240,0,221,500,0,143,6,41,0,270,0,1,0,0,56,0,1,1,240,0,221,837,643,1480
SHELBYCordova 04,170,2,46,4,22,0,134,0,1,0,2,23,0,0,1,70,0,99,170,2,46,4,22,0,134,0,1,0,2,23,0,0,1,70,0,99,356,218,574
SHELBYCordova 05,361,2,144,2,38,0,107,0,0,0,0,18,0,0,1,65,0,112,361,2,144,2,38,0,107,0,0,0,0,18,0,0,1,65,0,112,343,507,850
SHELBYEads,95,0,28,3,39,0,190,0,0,0,0,36,0,0,0,117,0,196,95,0,28,3,39,0,190,0,0,0,0,36,0,0,0,117,0,196,581,123,704
SHELBYForest Hills 01,239,2,76,1,38,0,135,0,0,0,0,54,0,0,1,112,0,199,239,2,76,1,38,0,135,0,0,0,0,54,0,0,1,112,0,199,540,317,857
SHELBYForest Hills 02,189,0,32,1,7,0,37,0,0,0,0,13,0,0,0,35,0,44,189,0,32,1,7,0,37,0,0,0,0,13,0,0,0,35,0,44,137,221,358
SHELBYForest Hills 03,726,4,112,1,11,0,51,0,1,0,0,10,0,0,1,20,0,41,726,4,112,1,11,0,51,0,1,0,0,10,0,0,1,20,0,41,136,842,978
SHELBYGermantown 02,185,0,111,21,56,2,351,1,0,0,0,119,0,1,2,391,0,338,185,0,111,21,56,2,351,1,0,0,0,119,0,1,2,391,0,338,1282,296,1578
SHELBYGermantown 03,125,1,99,12,53,2,256,0,1,0,2,106,0,0,1,273,0,279,125,1,99,12,53,2,256,0,1,0,2,106,0,0,1,273,0,279,985,225,1210
SHELBYGermantown 04,167,0,114,13,67,0,375,2,0,0,0,155,0,1,4,448,1,351,167,0,114,13,67,0,375,2,0,0,0,155,0,1,4,448,1,351,1417,281,1698
SHELBYGermantown 05,224,2,157,11,62,2,394,1,0,0,3,132,0,0,3,437,0,362,224,2,157,11,62,2,394,1,0,0,3,132,0,0,3,437,0,362,1407,383,1790
SHELBYGermantown 06,147,0,67,8,36,1,213,1,0,0,0,69,0,0,0,225,0,208,147,0,67,8,36,1,213,1,0,0,0,69,0,0,0,225,0,208,761,214,975
SHELBYGermantown 08,127,0,75,7,37,0,201,0,0,0,1,65,0,0,0,268,1,218,127,0,75,7,37,0,201,0,0,0,1,65,0,0,0,268,1,218,798,202,1000
SHELBYGermantown 10,138,1,67,11,45,4,258,0,0,0,2,101,0,0,0,313,0,281,138,1,67,11,45,4,258,0,0,0,2,101,0,0,0,313,0,281,1015,206,1221
SHELBYGermantown 11,127,1,62,8,45,2,284,0,0,0,1,111,0,0,0,496,0,369,127,1,62,8,45,2,284,0,0,0,1,111,0,0,0,496,0,369,1316,190,1506
SHELBYGermantown 12,45,0,25,3,20,1,92,0,0,0,1,39,0,0,2,171,0,119,45,0,25,3,20,1,92,0,0,0,1,39,0,0,2,171,0,119,448,70,518
SHELBYLakeland 01,190,0,70,5,101,0,585,1,0,0,1,79,0,0,0,395,2,588,190,0,70,5,101,0,585,1,0,0,1,79,0,0,0,395,2,588,1757,260,2017
SHELBYLakeland 02,84,0,66,2,51,0,234,0,1,0,2,33,0,0,1,144,1,217,84,0,66,2,51,0,234,0,1,0,2,33,0,0,1,144,1,217,686,150,836
SHELBYLucy 01,120,0,39,2,30,3,108,1,0,0,0,11,0,0,1,50,1,123,120,0,39,2,30,3,108,1,0,0,0,11,0,0,1,50,1,123,330,159,489
SHELBYLucy 03,155,2,29,3,19,0,54,1,0,0,2,4,0,0,1,31,0,91,155,2,29,3,19,0,54,1,0,0,2,4,0,0,1,31,0,91,206,186,392
SHELBYMcConnell's,232,0,33,3,16,1,60,0,0,0,1,10,0,0,0,31,1,120,232,0,33,3,16,1,60,0,0,0,1,10,0,0,0,31,1,120,243,265,508
SHELBYMemphis 01,578,0,204,6,22,0,66,0,0,1,0,73,0,0,2,167,0,114,578,0,204,6,22,0,66,0,0,1,0,73,0,0,2,167,0,114,451,782,1233
SHELBYMemphis 02,440,1,216,10,17,0,54,0,0,0,0,55,0,0,0,154,0,103,440,1,216,10,17,0,54,0,0,0,0,55,0,0,0,154,0,103,393,657,1050
SHELBYMemphis 11,367,0,29,0,1,0,7,0,0,0,1,2,0,0,0,3,0,7,367,0,29,0,1,0,7,0,0,0,1,2,0,0,0,3,0,7,21,396,417
SHELBYMemphis 12,212,0,28,0,1,0,0,0,0,0,0,2,0,0,0,1,0,3,212,0,28,0,1,0,0,0,0,0,0,2,0,0,0,1,0,3,7,240,247
SHELBYMemphis 13,353,1,29,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,353,1,29,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,383,386
SHELBYMemphis 16-1,589,0,458,8,15,1,94,1,0,0,0,103,0,0,1,202,0,99,589,0,458,8,15,1,94,1,0,0,0,103,0,0,1,202,0,99,524,1047,1571
SHELBYMemphis 16-3,359,1,245,1,21,1,55,1,1,0,0,34,0,0,0,97,0,73,359,1,245,1,21,1,55,1,1,0,0,34,0,0,0,97,0,73,284,605,889
SHELBYMemphis 17,200,3,200,1,4,0,24,2,0,0,0,11,0,0,0,38,0,46,200,3,200,1,4,0,24,2,0,0,0,11,0,0,0,38,0,46,126,403,529
SHELBYMemphis 20-1,511,2,409,3,14,1,85,0,0,1,0,53,0,0,1,148,1,86,511,2,409,3,14,1,85,0,0,1,0,53,0,0,1,148,1,86,393,922,1315
SHELBYMemphis 20-3,619,1,92,1,8,0,13,0,0,0,1,7,0,0,0,12,0,20,619,1,92,1,8,0,13,0,0,0,1,7,0,0,0,12,0,20,62,712,774
SHELBYMemphis 21,588,6,62,1,7,1,3,0,0,0,0,2,0,0,0,6,0,5,588,6,62,1,7,1,3,0,0,0,0,2,0,0,0,6,0,5,25,656,681
SHELBYMemphis 26,583,2,54,3,1,0,0,0,0,0,0,0,0,0,0,2,0,4,583,2,54,3,1,0,0,0,0,0,0,0,0,0,0,2,0,4,10,639,649
SHELBYMemphis 28,240,3,207,6,5,0,56,1,0,0,1,28,0,1,2,74,0,68,240,3,207,6,5,0,56,1,0,0,1,28,0,1,2,74,0,68,242,450,692
SHELBYMemphis 31-2,401,0,259,0,5,0,24,0,0,0,2,16,0,0,0,22,0,24,401,0,259,0,5,0,24,0,0,0,2,16,0,0,0,22,0,24,93,660,753
SHELBYMemphis 31-4,567,2,196,0,5,0,15,0,0,0,0,5,0,0,0,19,0,19,567,2,196,0,5,0,15,0,0,0,0,5,0,0,0,19,0,19,63,765,828
SHELBYMemphis 33,117,1,114,1,6,0,19,0,0,0,1,10,0,0,1,48,0,24,117,1,114,1,6,0,19,0,0,0,1,10,0,0,1,48,0,24,110,232,342
SHELBYMemphis 34-2,351,1,34,0,1,0,1,0,0,0,0,2,0,0,0,0,0,2,351,1,34,0,1,0,1,0,0,0,0,2,0,0,0,0,0,2,6,386,392
SHELBYMemphis 36-1,474,5,285,10,12,0,58,0,0,0,1,29,0,0,4,102,1,70,474,5,285,10,12,0,58,0,0,0,1,29,0,0,4,102,1,70,287,764,1051
SHELBYMemphis 36-2,570,1,133,1,10,0,18,1,0,0,0,7,0,0,3,22,0,18,570,1,133,1,10,0,18,1,0,0,0,7,0,0,3,22,0,18,80,704,784
SHELBYMemphis 37,375,3,62,0,4,0,10,0,0,0,1,4,0,0,0,9,0,14,375,3,62,0,4,0,10,0,0,0,1,4,0,0,0,9,0,14,42,440,482
SHELBYMemphis 41-3,641,2,86,0,2,0,8,0,0,0,0,2,0,0,0,5,0,2,641,2,86,0,2,0,8,0,0,0,0,2,0,0,0,5,0,2,19,729,748
SHELBYMemphis 42-1,622,4,48,0,1,1,2,0,0,0,0,0,0,0,0,0,0,4,622,4,48,0,1,1,2,0,0,0,0,0,0,0,0,0,0,4,8,674,682
SHELBYMemphis 44-1,222,0,209,5,28,0,176,0,0,0,1,87,0,0,2,311,1,189,222,0,209,5,28,0,176,0,0,0,1,87,0,0,2,311,1,189,800,431,1231
SHELBYMemphis 44-5,397,0,132,17,15,1,54,1,0,0,2,52,0,1,0,104,0,78,397,0,132,17,15,1,54,1,0,0,2,52,0,1,0,104,0,78,325,529,854
SHELBYMemphis 45-2,809,0,111,1,1,0,10,0,0,0,0,4,0,0,2,3,0,9,809,0,111,1,1,0,10,0,0,0,0,4,0,0,2,3,0,9,30,920,950
SHELBYMemphis 45-4,475,3,325,6,26,1,102,0,0,0,1,138,0,0,2,318,2,146,475,3,325,6,26,1,102,0,0,0,1,138,0,0,2,318,2,146,742,803,1545
SHELBYMemphis 46-2,264,1,246,9,43,1,172,0,1,0,2,70,0,0,5,234,0,155,264,1,246,9,43,1,172,0,1,0,2,70,0,0,5,234,0,155,692,511,1203
SHELBYMemphis 47,684,2,64,0,4,0,1,0,0,0,0,1,0,0,0,0,0,6,684,2,64,0,4,0,1,0,0,0,0,1,0,0,0,0,0,6,12,750,762
SHELBYMemphis 49,797,0,60,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,797,0,60,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,7,857,864
SHELBYMemphis 50-1,308,0,29,0,1,0,1,0,0,0,1,0,0,0,0,1,0,2,308,0,29,0,1,0,1,0,0,0,1,0,0,0,0,1,0,2,6,337,343
SHELBYMemphis 50-2,532,1,44,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,532,1,44,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,5,577,582
