precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_FUQUE,pri_dem_O'MAILEY,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_WILSON,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CHRISTLE,pri_rep_CRUZ,pri_rep_FLORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KAISCH,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PATAKL,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_RUBLO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_amd_FUENTE,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_pro_HEDGES,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
L T ELLIS CENTER,517,1,0,0,0,56,3,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,1,4,1268,4,1,0,30,20,577,1308
LANDRUM,3,0,0,0,0,1,0,0,3,1,0,71,1,1,2,0,9,0,0,1,1,0,0,103,0,1,14,1,2,0,302,193,4,320
LORMAN,92,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,2,0,0,0,2,0,0,12,0,1,175,2,1,0,41,23,98,220
Ladner,34,0,0,0,0,18,0,0,5,1,0,141,0,0,1,23,0,0,0,3,15,0,1,234,0,6,133,3,12,2,710,424,52,866
Lake Caroline Clubhouse,75,0,0,0,0,20,0,3,7,3,0,279,0,0,4,0,216,0,0,0,67,0,0,483,1,6,280,1,21,0,1714,1062,95,2023
Lake City,16,0,0,0,0,5,1,0,0,1,0,29,0,0,0,0,12,0,0,0,11,0,0,29,0,1,32,0,1,0,129,82,22,163
Lake Cormorant,38,0,0,0,0,12,0,0,2,0,0,61,0,0,2,0,11,0,0,0,11,0,0,60,0,2,135,2,6,0,269,147,50,414
Lake Serene,66,0,0,0,0,42,1,3,18,1,0,466,0,0,5,0,149,0,0,3,67,0,1,504,1,8,291,2,52,2,1865,1217,109,2221
Lake Vista Masonic Lodge,257,0,0,3,0,31,0,1,0,0,0,30,0,0,0,0,18,0,0,0,2,0,0,93,0,2,814,3,9,0,254,144,291,1082
Lakeland,52,0,0,0,0,25,0,2,14,0,0,140,0,0,0,0,62,0,0,1,22,0,0,151,0,2,162,4,28,0,603,392,77,799
Lakeshore,15,1,0,0,0,14,0,1,3,0,0,86,1,0,0,0,10,0,0,0,5,0,0,305,1,4,120,4,16,0,1011,411,30,1156
Lamar Park,137,0,0,0,0,65,1,2,10,0,0,174,0,0,0,0,52,0,0,2,32,0,0,167,0,9,510,6,34,1,592,439,203,1152
Lambert,103,0,0,3,0,14,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,8,1,1,301,0,1,1,53,12,121,358
Langsdale,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,7,0,0,36,0,0,0,15,10,15,51
Larue,4,0,0,0,0,3,0,1,1,0,0,40,0,0,2,0,4,0,0,0,3,0,0,71,0,1,16,0,3,1,205,122,7,226
Latimer,73,1,0,0,0,53,1,9,12,2,0,310,0,0,2,0,41,0,0,3,46,0,0,590,2,12,276,15,47,0,1824,1015,128,2176
Lawrence,132,0,0,0,0,16,1,3,4,0,0,105,0,0,0,0,12,0,0,0,17,0,0,221,0,6,319,1,5,2,615,362,149,948
Leaf,20,0,0,0,0,10,0,0,0,0,0,48,0,0,0,0,4,0,0,4,12,0,2,38,1,2,50,0,0,0,89,108,30,142
Leakesville,56,0,0,0,0,24,2,4,16,2,0,292,0,0,4,0,56,0,0,2,50,0,0,574,0,4,74,0,4,1,981,1000,82,1064
Learned,68,0,0,0,0,7,0,0,1,0,0,62,0,0,1,15,0,0,0,0,8,0,0,97,0,1,152,2,1,0,276,184,75,432
Lee Town,14,0,0,0,0,15,0,2,3,1,0,129,0,0,1,0,6,0,0,3,15,0,0,163,0,3,53,5,10,1,597,323,29,669
Leesburg,11,0,0,0,0,3,0,0,2,0,0,95,0,0,0,0,11,0,0,1,9,0,0,168,1,3,27,2,0,0,496,286,14,529
Leeville,37,0,0,1,0,16,0,2,7,0,0,229,0,0,0,0,36,0,0,0,28,0,0,239,0,4,100,4,13,0,914,541,54,1035
Leland Health Department,235,0,0,0,0,58,1,0,4,0,0,59,0,0,1,0,30,0,0,0,10,0,0,114,1,2,832,2,5,2,464,218,294,1308
Leland Rotary Club,158,0,0,0,0,27,0,1,2,0,0,51,1,0,4,0,34,0,0,2,8,0,0,123,3,1,540,1,8,1,398,226,185,952
Lena,118,1,0,0,0,11,1,1,0,0,0,37,0,0,0,0,12,1,0,0,5,0,0,57,1,0,224,0,2,0,162,113,131,389
Lewisburg,147,0,0,1,0,58,0,5,10,1,0,588,0,0,0,0,84,0,0,0,87,0,0,378,1,16,577,7,47,0,1971,1153,206,2619
Lewisburg East,14,0,0,0,0,7,0,0,2,0,0,126,0,0,0,0,9,0,0,0,5,0,0,92,0,1,43,1,9,0,369,234,21,423
Lexie,4,0,0,0,0,4,0,0,1,0,0,55,0,0,0,0,13,0,0,0,5,0,0,148,0,6,82,0,2,2,472,222,8,564
Liberty,150,0,0,0,0,56,2,3,16,0,0,344,0,0,1,0,347,0,0,2,66,0,0,374,1,6,491,10,40,1,1612,1153,208,2161
Liberty Chapel,28,0,0,0,0,1,0,1,3,0,0,38,0,0,0,0,2,0,0,0,4,0,0,48,0,0,52,2,4,0,188,96,29,246
Lillie Burney,215,1,0,0,0,47,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,621,2,4,0,12,5,263,640
Lipsey,100,0,0,0,0,18,1,2,5,1,0,77,0,0,1,0,29,0,0,0,17,0,2,84,0,0,222,0,3,0,354,218,119,579
Little Bahala,34,0,0,0,0,6,0,0,0,0,0,39,0,0,0,0,2,0,0,0,2,0,0,44,0,1,83,1,1,0,133,87,40,219
Little Rock,118,0,0,1,0,6,0,1,13,1,0,213,0,1,0,0,13,0,0,4,14,0,0,266,1,2,257,4,12,0,889,526,125,1165
Lodi,75,0,0,0,0,10,0,1,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,15,0,0,139,0,2,1,41,32,85,183
Lone Star/Black Jack,29,0,0,1,0,5,0,0,0,0,0,36,0,0,0,0,3,0,0,0,2,0,0,58,0,1,65,0,0,0,172,99,35,238
Long Beach # 1,48,0,0,0,0,55,0,1,4,1,0,104,1,1,0,46,0,0,0,0,22,0,0,170,0,1,224,3,13,0,538,350,103,779
Long Beach # 2,38,0,0,1,0,38,0,0,5,0,0,150,0,0,0,42,0,0,0,0,18,0,0,229,1,2,153,3,19,0,696,444,77,874
Long Beach # 3,32,0,0,0,0,29,0,1,7,0,0,104,0,0,0,38,0,0,0,1,27,0,0,167,1,3,181,2,15,1,604,345,61,807
Long Beach # 4,55,0,0,0,0,41,1,2,11,0,0,185,0,0,1,54,0,0,0,1,27,0,0,227,0,3,256,9,30,0,822,508,97,1120
Long Beach # 5,65,0,0,0,0,67,1,1,7,2,0,351,0,0,0,108,0,0,0,1,68,0,0,372,0,12,285,10,35,0,1325,910,133,1667
Long Beach # 6,31,1,0,0,0,33,0,2,6,0,0,159,0,1,0,48,0,0,0,2,13,0,0,216,0,5,153,5,19,0,749,447,65,931
Longmire 5020,87,0,0,0,0,5,0,2,2,0,1,37,0,0,0,0,0,0,0,1,2,0,0,70,1,3,149,0,5,0,229,115,92,387
Longshot,8,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,6,0,0,0,1,0,0,25,0,0,22,0,0,0,63,36,9,85
Longtown,50,1,0,1,0,8,1,0,0,0,0,20,0,0,0,0,2,0,0,0,1,0,0,33,0,1,120,0,4,0,91,56,61,216
Longview Lo,39,1,0,0,0,17,0,0,2,0,0,54,0,0,2,0,3,0,0,0,2,0,0,23,0,0,118,0,4,1,149,86,57,272
Looxahoma,141,0,0,2,0,19,0,0,2,0,0,110,0,0,0,0,2,0,0,0,16,0,0,119,1,6,325,0,4,1,435,249,162,772
Louin,121,0,0,1,0,19,1,3,3,1,0,61,0,0,1,0,5,0,0,0,2,0,0,95,1,3,316,1,3,2,236,171,142,562
Love,60,0,0,2,0,26,0,0,9,1,0,236,0,0,0,0,41,0,0,4,24,0,1,247,1,3,188,3,18,0,906,563,88,1119
Lovorn Tractor,79,0,0,0,0,9,1,0,2,0,0,51,0,0,1,0,13,0,0,0,0,8,0,46,0,1,144,0,0,0,237,121,89,382
Loyd Star,62,0,0,0,0,9,0,0,10,0,0,132,0,0,1,0,32,0,0,2,16,0,1,189,2,1,135,2,5,0,722,383,71,867
Lula,65,0,0,2,0,21,1,0,0,0,0,17,0,0,0,0,6,0,0,0,3,0,0,43,0,2,131,0,1,0,119,69,89,253
Lumberton,234,0,0,0,0,36,0,0,5,1,0,106,0,0,0,0,12,0,0,0,7,0,0,178,2,3,564,4,5,1,578,309,270,1157
Lyon,107,2,0,2,0,37,1,0,5,0,0,70,0,0,0,0,63,0,0,0,22,0,0,140,0,1,313,0,11,1,588,300,149,914
MAGNOLIA CENTER,410,1,0,0,0,57,2,0,2,0,0,59,0,0,0,0,13,0,0,0,9,0,1,97,1,2,1166,0,9,0,311,181,470,1489
MATTHEWS,19,0,0,0,0,4,0,0,2,0,0,104,0,0,2,0,8,0,0,0,3,0,0,136,0,1,37,0,8,0,394,255,23,440
MOSELLE,41,0,0,0,0,9,0,1,3,0,0,166,0,0,0,0,15,0,0,0,7,0,0,188,0,0,151,3,8,0,666,380,50,828
MULTIPURPOSE CENTER,119,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,4,0,145,287
MYRICK,6,0,0,0,0,8,0,3,6,0,0,204,0,0,1,0,9,0,0,0,9,0,1,293,1,1,41,1,7,1,941,526,14,993
Maben,99,0,0,3,0,10,2,3,1,0,0,88,0,0,3,0,14,0,0,0,11,0,0,117,0,2,263,2,6,1,386,237,114,660
Macedonia,4,0,0,0,0,4,0,0,2,0,0,62,0,0,0,0,8,0,0,0,12,0,0,58,0,1,23,0,0,0,255,142,8,279
Macedonia-Concord,124,0,0,0,0,14,1,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,14,0,1,224,0,1,0,44,21,139,270
Mad.Co.Baptist Family Life Ct,342,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,697,0,3,0,9,0,369,710
Madden,47,0,0,1,0,2,1,0,3,0,0,57,0,0,0,0,7,0,0,0,12,0,0,111,0,8,93,0,1,0,341,190,51,443
Magee 1,223,0,0,0,0,24,0,0,0,0,0,10,0,0,0,0,5,0,0,0,3,0,0,21,0,0,451,2,0,1,76,39,247,530
Magee 2,72,1,0,0,0,19,0,2,6,0,0,164,0,0,3,0,23,0,0,0,16,0,0,272,0,3,184,0,7,2,793,486,92,989
Magee 4 North,28,0,0,0,0,4,0,0,1,0,1,75,0,0,0,0,28,0,0,0,10,0,0,104,0,0,75,0,3,0,362,219,32,440
Magee 4 South,64,0,0,1,0,17,1,3,2,0,1,139,0,0,1,0,25,0,0,1,17,0,0,195,0,2,173,0,12,1,633,384,83,821
Magnolia,3,0,0,0,0,6,0,2,3,0,0,83,0,0,1,0,4,0,0,0,3,0,0,97,0,2,18,2,7,0,335,193,9,364
Magnolia Heights,307,0,0,1,0,47,1,2,0,0,0,38,0,0,0,0,7,0,0,0,1,0,0,92,0,0,705,4,3,1,217,140,356,930
Mantachie,16,0,0,1,0,7,1,0,4,1,0,132,1,0,0,0,19,0,0,0,5,0,1,119,1,5,46,0,5,0,537,282,25,594
Mantee,13,0,0,0,0,3,0,1,1,0,0,54,0,0,2,0,5,0,0,0,10,0,0,109,0,1,28,0,1,0,293,182,16,323
Maples,22,0,0,0,0,4,0,0,6,0,0,200,0,0,8,0,2,0,0,0,18,0,0,200,1,3,65,0,3,1,543,434,26,616
Margaret Sherry,149,1,0,0,0,59,1,5,4,0,0,234,2,0,1,105,0,0,0,1,59,0,0,450,0,5,496,7,48,0,1333,861,210,1889
Marietta,22,0,0,1,0,9,2,0,3,0,0,64,0,0,0,0,9,0,0,0,5,0,0,90,0,1,64,1,2,3,497,171,34,568
Mars Hill,80,0,0,0,0,13,0,1,2,0,0,85,0,0,0,0,13,0,0,0,0,9,0,71,0,2,234,1,3,1,339,181,93,580
Martinsville,122,0,0,1,0,19,1,0,1,0,0,37,0,0,1,0,6,0,0,0,7,0,0,69,0,1,249,0,0,0,223,121,143,473
Mashulaville,58,0,0,0,0,7,1,0,0,0,0,48,0,0,0,0,1,0,0,0,2,0,0,36,0,0,157,1,2,1,169,87,66,330
Matherville/Coyt,10,1,0,0,0,3,0,0,2,0,0,22,0,0,0,0,2,0,0,0,3,0,0,53,0,0,27,0,0,0,113,82,14,140
Mathiston,23,0,0,0,0,5,0,1,9,2,0,92,0,0,1,0,9,0,0,0,15,0,0,118,0,3,80,1,2,0,395,247,28,481
Maxie,16,0,0,0,0,2,1,0,1,0,0,31,0,0,0,0,9,0,0,0,1,0,0,49,0,0,32,1,3,0,145,91,19,181
Mayton,15,0,0,0,0,1,0,0,4,0,0,44,0,0,0,0,5,0,0,0,2,0,0,40,0,1,40,0,0,0,132,95,16,173
McCarley,67,1,0,0,0,7,0,0,1,0,0,56,0,0,1,0,6,0,0,0,7,0,0,69,1,0,135,1,1,0,232,140,75,370
Mcadams,66,0,0,0,0,6,0,0,0,0,0,26,0,0,0,0,1,0,0,0,3,0,0,34,0,1,141,1,0,0,125,64,72,268
Mccall,22,0,0,0,0,10,1,3,2,0,0,54,0,0,0,0,9,0,0,0,5,0,0,87,0,2,60,3,1,0,259,160,33,325
Mcdonald,8,0,0,0,0,8,0,3,4,0,0,102,0,0,1,0,14,0,0,0,13,0,0,136,0,1,29,0,2,2,503,273,16,537
Mclain,132,0,0,0,0,18,4,4,0,0,0,42,0,0,2,0,4,0,0,0,6,0,0,88,0,1,156,0,2,0,159,146,154,318
Mclaurin,14,0,0,1,0,4,0,0,1,0,0,59,0,0,0,0,6,0,0,1,1,0,0,85,0,2,41,0,2,0,276,153,19,321
Meadville,28,0,0,0,0,5,0,0,5,0,0,76,0,0,0,0,14,0,0,1,12,0,0,97,1,4,74,0,4,1,322,205,33,406
Mechanicsburg,18,0,0,0,0,3,0,1,1,1,0,80,0,0,0,0,13,0,0,0,10,0,0,160,2,5,42,0,3,0,399,266,21,451
Mendenhall 1,86,0,0,0,0,20,0,1,0,0,0,10,0,0,0,0,2,0,0,0,2,0,0,25,0,1,181,0,3,0,87,40,106,272
Mendenhall 3,34,1,0,1,0,14,0,2,6,0,0,158,0,0,1,0,55,0,0,0,22,0,0,209,0,8,141,3,12,0,703,453,50,867
Merigold,81,0,0,0,0,8,1,0,2,0,0,20,0,0,2,0,8,0,0,0,5,0,0,56,0,0,157,1,1,0,141,93,90,300
Merit,16,6,0,9,0,15,15,4,10,0,11,134,15,18,22,0,56,27,0,30,52,0,36,185,1,4,49,2,7,0,531,600,61,594
Mesa,3,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,20,0,0,9,0,0,0,51,32,5,60
Metcalfe Municipal Building,153,1,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,395,2,0,0,7,3,174,405
Mhoon Landing,1,0,0,0,0,4,1,0,0,0,0,7,0,0,1,0,2,0,0,0,0,0,0,32,0,1,12,1,1,0,82,42,6,97
Middle School,86,0,0,1,0,22,1,2,5,0,0,51,0,0,1,0,14,0,0,0,8,0,0,75,0,3,192,1,8,1,300,156,110,505
Midway,153,0,0,1,0,20,0,3,13,1,0,280,0,0,2,0,50,0,0,0,44,0,0,406,0,12,345,2,21,0,1377,799,174,1757
Mill Creek,196,0,0,0,1,32,5,1,3,0,0,253,0,0,4,0,56,0,0,1,14,15,0,275,1,9,430,8,10,2,1092,622,234,1552
Mill Creek Beat 2,12,0,0,0,0,8,1,0,5,0,1,98,0,0,0,0,9,0,0,0,8,0,0,125,1,3,51,0,7,1,509,246,21,572
Miller,259,0,0,1,0,75,0,2,8,1,0,560,1,0,1,0,72,0,0,1,60,0,0,411,0,17,929,7,69,1,1764,1117,335,2787
Mineral Wells,201,0,0,0,0,69,0,1,9,1,0,458,1,0,2,0,36,0,0,3,53,0,0,350,4,9,705,10,52,0,1422,914,270,2202
Minter City,31,1,0,0,0,1,0,0,1,0,0,21,0,0,0,0,7,0,0,0,3,0,0,46,1,0,96,1,1,0,125,78,33,224
Miracle Temple COGIC 1040,46,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,1,94,1,0,0,23,13,51,119
Mitchell,8,0,0,0,0,1,0,0,2,0,0,70,0,0,0,0,12,0,0,0,7,0,0,126,0,1,22,1,0,0,343,217,9,367
Mize,13,0,0,0,0,2,0,0,5,0,0,116,1,0,0,0,5,0,0,0,6,0,0,144,0,3,33,0,2,0,472,277,15,510
Money,13,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,4,0,0,0,3,0,0,35,0,0,33,0,1,0,87,52,14,121
Montgomery,40,0,0,0,0,9,2,0,1,0,0,50,0,0,0,0,6,0,0,0,9,0,0,52,0,0,113,0,2,0,191,118,51,306
Monticello-Beat 5,46,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,112,0,0,0,4,1,51,116
Montrose,86,0,0,1,0,7,0,1,1,0,0,32,0,0,0,0,4,0,0,0,1,0,0,59,0,1,150,0,1,1,155,98,94,308
Mooreville,19,0,0,0,0,22,0,2,8,0,0,271,0,0,2,0,20,0,0,0,24,0,0,210,0,2,95,3,9,0,994,537,41,1103
Moose Lodge,91,0,0,0,0,29,0,6,3,2,0,167,0,0,0,0,55,0,0,0,26,0,0,220,1,2,274,4,14,2,719,479,120,1016
Morgan City,51,0,0,0,0,1,0,0,1,0,0,12,0,0,0,0,7,0,0,0,0,0,0,15,0,0,112,0,0,0,64,35,52,176
Morgantown,3,0,0,0,0,3,0,1,3,0,0,64,1,0,0,0,6,0,0,0,5,0,0,121,2,0,19,0,5,0,393,201,6,419
Morris,198,0,0,1,0,30,1,1,2,2,0,215,0,1,2,0,11,0,0,4,16,0,1,205,0,8,439,3,6,3,793,460,230,1252
Moss,72,0,0,0,0,14,0,1,3,0,0,109,0,0,0,0,8,0,0,0,8,0,0,155,0,0,167,0,3,0,553,284,86,723
Mound Bayou,373,1,0,0,1,49,3,0,2,0,0,12,0,0,0,0,5,0,0,0,0,0,0,18,0,3,1004,2,4,0,74,37,427,1087
Mount Bethel Baptist Church,172,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,563,0,2,0,8,1,189,576
Mountain Creek,34,0,0,0,0,11,0,0,2,0,0,70,0,0,0,0,7,0,0,0,7,0,0,120,0,2,75,4,1,0,319,206,45,401
Movella,1,0,0,1,0,7,0,0,5,0,0,91,0,0,0,0,4,0,0,0,7,0,0,78,0,2,22,0,1,0,315,185,9,340
Mozingo,27,0,0,0,0,3,0,1,2,0,0,85,1,0,0,0,9,0,0,0,6,0,0,55,0,1,58,0,1,1,247,159,30,308
Mt Carmel 42,89,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,4,188,1,0,0,13,8,94,206
Mt Olive,249,1,0,0,0,25,0,0,1,0,1,104,0,0,1,0,14,0,0,0,6,0,0,126,1,0,565,1,6,0,483,253,275,1056
Multi Mart,7,0,0,0,0,5,0,0,3,0,0,35,0,0,1,0,6,0,0,1,9,0,1,75,1,0,14,2,3,0,246,131,12,266
Multi-Purpose,1,0,0,0,0,4,0,1,2,0,1,34,0,0,0,0,1,0,0,0,4,0,1,34,0,0,22,1,1,0,141,78,5,165
Mutual Rights,4,0,0,0,0,8,0,2,8,0,0,76,0,0,0,0,10,0,0,0,0,0,0,102,0,0,8,0,2,0,190,198,12,200
Myrtle,47,0,0,0,1,17,1,3,8,0,0,158,0,0,5,0,16,0,0,1,11,0,0,175,1,6,134,3,6,3,830,377,66,983
NE Community College,85,0,0,0,0,38,1,1,3,0,1,177,1,0,0,0,50,0,0,2,30,0,1,167,0,9,282,5,22,2,789,433,124,1109
NORTH LAUREL,212,0,0,1,0,47,2,6,8,0,0,307,0,0,2,0,92,1,0,1,33,0,0,363,0,8,732,6,33,1,1202,813,262,1982
Nanih Waiya,53,1,0,0,1,17,1,2,8,0,0,140,0,0,0,0,35,0,0,0,0,18,0,175,2,0,178,2,4,0,848,378,73,1034
National Guard,32,1,0,1,0,10,0,4,6,3,0,237,0,0,2,0,62,0,0,2,43,0,1,357,0,1,104,7,10,0,1123,717,44,1245
National Guard Armory,613,0,0,1,0,128,1,0,5,0,0,83,1,0,1,0,7,0,0,0,8,0,0,90,2,9,1820,11,13,0,379,195,743,2234
Nations,15,0,0,0,0,2,0,0,0,0,0,44,0,0,0,0,2,0,0,0,4,0,0,61,2,1,32,0,2,0,210,111,17,247
Ne Gwd,168,0,0,0,0,23,0,1,0,0,0,9,0,0,0,0,2,0,0,0,2,0,0,29,0,1,589,2,3,0,104,43,191,699
Needmore Community Center,163,0,0,3,0,35,0,0,1,0,0,50,0,0,0,0,36,0,0,0,13,0,0,30,0,4,612,7,26,1,251,130,201,901
Nesbit East,124,1,0,1,0,33,0,0,4,0,0,280,0,0,0,0,27,0,0,0,44,0,0,242,0,4,423,4,30,0,1010,597,159,1471
Nesbit West,119,0,0,0,0,20,0,3,6,0,0,229,0,0,3,0,28,0,0,2,16,0,0,247,2,6,306,4,16,0,784,534,139,1118
Neshoba,10,0,0,1,0,1,0,1,5,0,0,44,0,0,1,0,18,0,0,0,5,0,1,86,0,0,46,0,1,0,284,161,12,331
Nettleton,44,0,0,0,0,7,0,0,1,2,0,105,0,0,1,0,12,0,0,0,6,0,0,152,0,0,113,0,6,0,500,279,51,619
New Augusta Community Center,35,0,0,1,0,12,0,0,0,0,1,16,0,0,0,0,1,0,0,0,1,0,0,30,0,0,111,0,4,0,101,49,48,216
New Hebron,45,0,0,0,0,15,0,1,2,0,0,54,0,1,0,0,3,0,0,0,4,0,0,113,0,0,95,0,5,0,318,178,60,418
New Hope,574,3,0,0,0,127,3,3,35,6,0,1065,1,1,10,27,141,0,0,2,99,0,2,1034,2,18,1601,19,54,3,4174,2426,707,5871
New Life,44,0,0,0,0,30,0,2,10,1,0,254,2,0,1,0,135,0,0,0,66,0,3,361,0,6,213,0,24,2,1172,835,74,1417
New National Guard,21,0,0,0,0,6,0,1,1,0,0,43,0,0,1,0,21,0,0,0,0,17,0,56,1,0,83,0,5,0,233,140,27,322
New Popps Ferry,61,0,0,0,0,22,0,1,0,2,0,88,0,0,0,34,0,0,0,0,16,0,0,132,1,2,250,7,13,1,507,273,83,781
New Sight,101,0,0,0,0,24,0,5,8,3,0,128,0,0,0,0,30,0,0,0,21,0,2,171,0,4,251,0,7,0,583,368,125,845
New Site,6,0,0,0,0,13,0,0,3,0,0,66,0,0,1,0,10,0,0,0,10,0,0,86,2,2,47,0,1,1,414,176,19,467
New Sub Park,111,0,0,0,2,22,1,0,0,0,0,13,0,0,0,0,3,0,0,0,0,2,0,21,0,0,295,1,1,0,127,39,136,424
New Zion,26,0,0,0,0,4,0,2,2,1,0,76,0,0,1,0,9,0,0,0,6,0,0,70,0,0,45,0,2,0,281,167,30,328
Newport,50,0,0,0,0,8,0,0,1,0,0,22,0,0,0,0,9,0,0,0,2,0,0,38,1,1,123,0,1,0,146,72,58,272
Newton #1,258,0,0,0,0,30,0,1,2,0,0,8,1,0,0,0,1,0,0,0,2,0,0,28,0,4,665,4,4,2,67,43,288,746
Newton #4,165,3,0,0,0,25,1,2,3,0,0,127,0,0,1,0,33,0,0,0,16,0,0,158,1,5,407,3,8,0,559,340,194,983
Newton #5,75,0,0,0,0,14,0,0,4,0,0,65,0,1,0,0,28,0,0,0,18,0,0,100,0,2,186,5,3,1,287,216,89,484
Nicholson Beat 4,24,1,0,0,0,8,0,2,7,0,0,123,0,0,3,0,14,0,0,2,10,0,2,167,0,2,102,7,18,2,732,330,33,863
Nola,1,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,0,4,0,0,0,54,24,1,58
Nola 91,29,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,2,0,36,54
Norfield,19,0,0,0,0,7,0,1,1,0,0,40,0,0,0,0,3,0,0,0,2,0,0,44,2,3,38,0,0,0,165,91,26,208
North Bay,262,0,0,0,0,113,1,5,19,1,0,394,0,0,0,77,0,1,0,3,73,0,1,818,1,7,866,18,58,0,2048,1392,376,2998
North Bay East,77,1,0,2,0,43,1,2,2,0,0,44,1,0,1,0,24,0,0,2,12,0,0,96,0,2,226,5,15,0,309,184,124,557
North Bay West,40,0,0,0,0,27,0,1,9,2,0,89,1,0,0,0,60,0,0,0,29,0,0,164,2,5,146,2,18,1,567,355,67,741
North Bel-Aire,445,1,0,0,0,124,1,1,8,0,0,210,1,0,1,45,0,0,0,1,28,0,1,290,0,5,1270,13,40,0,931,586,571,2259
North Belmont,8,0,0,0,0,3,0,0,2,0,1,45,0,0,1,0,9,0,0,0,9,0,0,69,0,1,16,2,1,0,246,136,11,266
North Booneville/Sunflower,133,1,0,1,0,19,0,0,0,0,1,29,0,0,0,0,2,0,0,0,2,0,0,35,2,1,388,1,6,3,208,69,154,609
North Brandon,237,0,0,0,0,52,1,1,9,0,2,303,0,0,1,0,91,0,0,3,41,0,2,336,0,8,543,7,14,0,1329,789,290,1901
North Burnsville,16,0,0,0,0,16,1,0,7,0,1,68,0,0,0,0,11,0,0,0,9,0,0,105,0,1,58,0,7,1,418,201,33,485
North Carthage,106,0,0,1,0,23,1,1,2,0,0,1,0,0,1,0,18,0,0,0,10,0,0,117,0,1,267,1,4,0,379,150,131,652
North Central,12,0,0,0,0,5,0,0,5,0,0,47,0,0,0,0,9,0,0,0,8,0,0,72,0,1,27,0,3,0,240,141,17,271
North Cleveland,131,1,0,0,0,27,0,0,1,0,0,10,0,0,0,0,6,0,0,0,3,0,0,25,0,1,364,1,6,0,85,45,159,457
North Corinth,29,0,0,1,0,23,4,1,2,0,0,155,0,0,0,0,46,0,0,0,42,0,1,161,0,2,133,2,22,0,773,408,57,932
North East,362,0,0,2,0,41,1,2,3,0,0,55,0,0,0,0,4,0,0,0,5,0,0,64,0,3,767,1,5,3,271,133,406,1050
North Falkner,8,1,0,0,0,6,0,0,0,0,0,31,0,0,0,0,5,0,0,0,5,0,0,36,1,1,39,3,2,0,144,77,15,190
North Gwd,112,0,0,0,0,43,1,1,7,1,0,280,1,0,3,0,278,0,0,1,61,0,2,496,3,11,599,8,56,1,2010,1131,156,2688
North Heights,236,0,0,3,0,69,1,0,1,0,0,19,0,0,0,0,6,0,0,0,4,0,0,29,0,6,657,8,12,1,89,59,309,773
North Houlka 005,53,0,0,0,0,10,0,0,2,0,0,24,0,0,0,0,0,0,0,0,1,0,0,25,1,2,177,1,0,1,117,52,63,299
North Itta Bena,273,0,0,1,0,17,0,0,1,0,0,11,0,0,0,0,5,0,0,0,0,0,0,22,0,1,855,1,0,1,101,39,291,959
North Knoxo,275,0,0,0,0,18,0,0,0,0,0,8,0,0,0,0,1,0,0,0,2,0,0,23,1,2,576,3,4,0,52,34,293,638
North Leakesville,146,6,0,0,0,12,0,0,2,2,0,36,0,0,0,0,12,0,0,0,14,0,0,78,0,1,163,1,1,0,134,144,164,300
North Longview,38,0,0,1,0,28,0,1,3,0,0,107,0,0,0,0,30,0,0,0,22,0,0,79,0,2,175,4,19,2,429,242,67,631
