Precinct,gen_con_CASTLE,gen_rep_TRUMP,gen_lib_JOHNSON,gen_dem_CLINTON,gen_gre_STEIN,gen_ind_FUENTE,pri_dem_SANDERS,pri_dem_CLINTON,pri_dem_OMALLEY,pri_rep_CARSON,pri_rep_FIORINA,pri_rep_CHRISTIE,pri_rep_TRUMP,pri_rep_BUSH,pri_rep_GILMORE,pri_rep_KASICH,pri_rep_GRAHAM,pri_rep_RUBIO,pri_rep_HUCKABEE,pri_rep_PAUL,pri_rep_SANTORUM,pri_rep_CRUZ,gen_total,rep_pri_total,dem_pri_total
12086701.0 PCT 701 0430,0,0,0,0,0,0,61,143,4,3,0,0,102,8,0,6,1,389,0,0,1,58,0,568,208
12086702 PCT 702 0431,0,784,33,895,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1760,0,0
12086702.0 PCT 702 0431,0,0,0,0,0,0,53,125,3,0,1,0,97,5,0,5,0,309,0,0,0,46,0,463,181
12086703 PCT 703 0432,3,781,39,1399,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2288,0,0
12086703.0 PCT 703 0432,0,0,0,0,0,0,88,206,5,0,1,0,80,10,0,7,1,266,1,0,0,33,0,399,299
12086704 PCT 704 0433,1,921,21,763,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1762,0,0
12086704.0 PCT 704 0433,0,0,0,0,0,0,47,115,6,1,0,1,96,11,0,4,0,375,0,0,0,35,0,523,168
12086705 PCT 705 0434,4,928,30,965,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,0,0
12086705.0 PCT 705 0434,0,0,0,0,0,0,55,172,6,0,0,0,96,17,0,19,0,353,0,1,0,53,0,539,233
12086706 PCT 706 0435,3,1084,33,858,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2044,0,0
12086706.0 PCT 706 0435,0,0,0,0,0,0,47,143,2,0,0,0,120,11,0,6,0,465,0,4,0,52,0,658,192
12086707 PCT 707 0436,2,386,8,172,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,0,0
12086707.0 PCT 707 0436,0,0,0,0,0,0,11,28,3,0,0,0,34,2,0,2,0,168,0,0,0,13,0,219,42
12086708 PCT 708 0437,3,1017,37,830,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1941,0,0
12086708.0 PCT 708 0437,0,0,0,0,0,0,59,109,6,0,3,0,107,9,0,6,0,421,0,1,0,40,0,587,174
12086710 PCT 710 0438,4,773,32,550,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1398,0,0
12086710.0 PCT 710 0438,0,0,0,0,0,0,53,94,5,2,0,0,101,10,0,8,0,317,0,1,0,36,0,475,152
12086711 PCT 711 0439,3,1112,49,1385,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2624,0,0
12086711.0 PCT 711 0439,0,0,0,0,0,0,103,249,6,1,0,0,155,16,0,14,0,406,0,2,1,61,0,656,358
12086712 PCT 712 0440,4,901,16,642,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620,0,0
12086712.0 PCT 712 0440,0,0,0,0,0,0,52,88,10,1,0,0,93,10,0,9,0,390,0,0,0,52,0,555,150
12086713 PCT 713 0441,6,982,33,855,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928,0,0
12086713.0 PCT 713 0441,0,0,0,0,0,0,71,119,4,1,0,0,118,14,0,6,0,422,0,1,0,51,0,613,194
12086714 PCT 714 0442,2,950,23,624,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1651,0,0
12086714.0 PCT 714 0442,0,0,0,0,0,0,64,103,5,1,0,0,94,15,0,12,0,387,0,1,0,56,0,566,172
12086715 PCT 715 0443,8,899,20,701,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1662,0,0
12086715.0 PCT 715 0443,0,0,0,0,0,0,61,125,6,1,0,1,107,9,0,17,0,441,0,1,0,49,0,626,192
12086716 PCT 716 0444,0,838,17,517,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1414,0,0
12086716.0 PCT 716 0444,0,0,0,0,0,0,29,110,8,2,0,0,90,15,0,7,0,417,0,0,0,37,0,568,147
12086717 PCT 717 0445,1,766,42,1205,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2087,0,0
12086717.0 PCT 717 0445,0,0,0,0,0,0,143,235,6,0,0,0,111,16,0,19,1,252,0,0,0,48,0,447,384
12086718 PCT 718/777 0446,3,903,33,707,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1691,0,0
12086718.0 PCT 718/777 0446,0,0,0,0,0,0,58,134,2,0,0,0,120,13,0,13,0,441,0,1,0,58,0,646,194
12086719 PCT 719 0447,0,737,29,667,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1478,0,0
12086719.0 PCT 719 0447,0,0,0,0,0,0,92,144,3,2,0,0,105,7,0,18,0,304,0,2,0,39,0,477,239
12086720 PCT 720 0448,3,861,19,524,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456,0,0
12086720.0 PCT 720 0448,0,0,0,0,0,0,42,128,2,0,1,0,121,6,0,16,0,404,0,1,0,44,0,593,172
12086721 PCT 721 0449,0,1126,49,1449,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2678,0,0
12086721.0 PCT 721 0449,0,0,0,0,0,0,152,348,8,1,0,0,156,17,0,26,0,439,0,0,0,68,0,707,508
12086723 PCT 723 0450,2,827,23,631,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1522,0,0
12086723.0 PCT 723 0450,0,0,0,0,0,0,72,166,4,1,0,0,121,2,0,18,0,394,0,0,0,57,0,593,242
12086725 PCT 725 0451,5,798,32,655,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529,0,0
12086725.0 PCT 725 0451,0,0,0,0,0,0,60,138,1,0,1,0,99,5,0,15,0,359,0,0,0,46,0,525,199
12086726 PCT 726/778/779 0452,3,448,7,344,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,0,0
12086726.0 PCT 726/778/779 0452,0,0,0,0,0,0,21,63,2,0,0,0,41,7,0,2,0,196,0,0,0,25,0,271,86
12086727 PCT 727 0453,2,436,13,580,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,0,0
12086727.0 PCT 727 0453,0,0,0,0,0,0,87,137,4,2,0,0,61,6,0,21,0,158,1,0,0,30,0,279,228
12086728 PCT 728 0454,5,754,32,1315,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2176,0,0
12086728.0 PCT 728 0454,0,0,0,0,0,0,133,273,3,0,0,0,112,9,0,11,0,265,0,0,0,30,0,427,409
12086729 PCT 729 0455,5,667,41,960,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1721,0,0
12086729.0 PCT 729 0455,0,0,0,0,0,0,80,168,4,2,1,0,61,8,1,15,0,229,1,0,0,39,0,357,252
12086730 PCT 730 0456,4,678,40,1324,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2112,0,0
12086730.0 PCT 730 0456,0,0,0,0,0,0,161,208,3,0,0,1,75,6,0,13,0,183,0,1,0,35,0,314,372
12086731 PCT 731 0457,5,669,32,632,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382,0,0
12086731.0 PCT 731 0457,0,0,0,0,0,0,45,120,3,1,0,0,74,5,0,5,0,261,0,0,0,37,0,383,168
12086732 PCT 732 0458,6,548,32,796,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428,0,0
12086732.0 PCT 732 0458,0,0,0,0,0,0,44,103,1,1,0,0,58,6,0,3,0,235,0,0,1,20,0,324,148
12086733 PCT 733 0459,2,1313,47,1143,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2574,0,0
12086733.0 PCT 733 0459,0,0,0,0,0,0,86,205,2,2,1,0,184,9,0,27,0,548,0,2,1,86,0,860,293
12086734 PCT 734/785 0460,1,417,12,399,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843,0,0
12086734.0 PCT 734/785 0460,0,0,0,0,0,0,47,88,1,1,0,0,44,2,0,7,0,152,0,0,0,27,0,233,136
12086735 PCT 735 0461,2,777,32,1033,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1895,0,0
12086735.0 PCT 735 0461,0,0,0,0,0,0,71,195,3,2,0,0,103,6,0,16,0,259,0,0,0,51,0,437,269
12086736 PCT 736 0462,2,446,24,1016,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531,0,0
12086736.0 PCT 736 0462,0,0,0,0,0,0,50,152,1,1,0,0,25,7,0,3,0,125,0,1,0,14,0,176,203
12086737 PCT 737 0463,5,440,19,966,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1473,0,0
12086737.0 PCT 737 0463,0,0,0,0,0,0,48,128,4,0,0,0,33,4,0,3,0,108,1,0,0,18,0,167,180
12086738 PCT 738 0464,5,866,45,1801,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2786,0,0
12086738.0 PCT 738 0464,0,0,0,0,0,0,136,249,3,4,0,0,75,3,0,9,0,235,0,0,1,29,0,356,388
12086739 PCT 739 0465,4,509,21,768,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338,0,0
12086739.0 PCT 739 0465,0,0,0,0,0,0,47,120,0,3,0,0,75,5,0,4,0,185,0,0,0,33,0,305,167
12086740 PCT 740 0466,2,575,27,989,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637,0,0
12086740.0 PCT 740 0466,0,0,0,0,0,0,69,195,2,1,0,0,45,4,0,5,0,196,0,0,0,28,0,279,266
12086741 PCT 741 0467,4,903,44,1397,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2391,0,0
12086741.0 PCT 741 0467,0,0,0,0,0,0,143,332,2,3,1,2,137,7,0,15,0,270,0,0,0,63,0,498,477
12086742 PCT 742/788 0468,2,601,37,1233,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921,0,0
12086742.0 PCT 742/788 0468,0,0,0,0,0,0,79,184,3,2,0,0,72,2,0,4,0,172,0,0,0,27,0,279,266
12086743 PCT 743 0469,1,513,20,650,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1225,0,0
12086743.0 PCT 743 0469,0,0,0,0,0,0,67,140,1,1,1,0,60,2,0,18,0,155,0,1,1,31,0,270,208
12086744 PCT 744 0470,5,1200,50,1634,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2973,0,0
12086744.0 PCT 744 0470,0,0,0,0,0,0,145,321,10,1,0,1,162,4,0,27,1,397,0,0,0,65,0,658,476
12086745 PCT 745 0471,4,959,43,1528,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,0,0
12086745.0 PCT 745 0471,0,0,0,0,0,0,142,288,4,4,0,1,116,17,0,18,0,315,0,4,0,64,0,539,434
12086746 PCT 746 0472,2,307,21,579,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941,0,0
12086746.0 PCT 746 0472,0,0,0,0,0,0,65,155,2,1,0,0,56,6,0,16,0,78,0,1,0,17,0,175,222
12086747 PCT 747/781 0473,2,454,20,935,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1467,0,0
12086747.0 PCT 747/781 0473,0,0,0,0,0,0,66,186,2,1,1,0,56,15,0,7,0,182,0,0,0,28,0,290,254
12086748 PCT 748 0474,6,744,38,823,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1674,0,0
12086748.0 PCT 748 0474,0,0,0,0,0,0,96,176,5,1,0,0,82,13,0,25,0,311,0,1,0,51,0,484,277
12086749 PCT 749 0475,3,737,24,797,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1611,0,0
12086749.0 PCT 749 0475,0,0,0,0,0,0,88,210,5,0,0,0,128,7,0,26,0,294,0,1,0,49,0,505,303
12086750 PCT 750 0476,2,1120,45,1033,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2269,0,0
12086750.0 PCT 750 0476,0,0,0,0,0,0,86,256,6,1,0,0,176,6,0,18,0,445,0,1,1,68,0,716,348
12086751 PCT 751 0477,0,667,33,560,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293,0,0
12086751.0 PCT 751 0477,0,0,0,0,0,0,86,137,6,1,0,0,97,6,0,22,0,283,0,0,0,37,0,446,229
12086752 PCT 752 0478,6,811,38,1391,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2301,0,0
12086752.0 PCT 752 0478,0,0,0,0,0,0,123,336,7,0,0,0,104,12,1,23,0,250,0,0,0,46,0,436,466
12086753 PCT 753/783 0479,0,282,8,284,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,0,0
12086753.0 PCT 753/783 0479,0,0,0,0,0,0,39,74,2,0,0,0,38,2,0,5,0,98,0,0,0,23,0,166,115
12086754 PCT 754 0480,1,747,22,964,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785,0,0
12086754.0 PCT 754 0480,0,0,0,0,0,0,99,318,4,2,0,0,125,6,0,28,0,243,0,0,0,42,0,446,421
12086755 PCT 755/771 0481,0,493,10,392,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922,0,0
12086755.0 PCT 755/771 0481,0,0,0,0,0,0,53,104,4,0,0,0,73,3,0,23,0,145,0,0,0,41,0,285,161
12086756 PCT 756/791 0482,4,825,18,910,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798,0,0
12086756.0 PCT 756/791 0482,0,0,0,0,0,0,120,257,5,2,0,1,114,7,0,29,0,267,0,0,0,47,0,467,382
12086757 PCT 757 0483,10,769,34,1439,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2330,0,0
12086757.0 PCT 757 0483,0,0,0,0,0,0,135,266,5,2,1,1,100,2,0,20,0,238,0,1,1,45,0,411,406
12086758 PCT 758 0484,3,525,25,795,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382,0,0
12086758.0 PCT 758 0484,0,0,0,0,0,0,56,116,4,1,0,0,60,5,0,3,0,157,0,1,0,29,0,256,176
12086759 PCT 759/790 0485,1,591,15,728,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1367,0,0
12086759.0 PCT 759/790 0485,0,0,0,0,0,0,48,144,0,0,0,0,83,3,0,5,0,185,0,0,0,45,0,321,192
12086760 PCT 760 0486,1,645,22,561,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259,0,0
12086760.0 PCT 760 0486,0,0,0,0,0,0,77,129,7,3,0,1,105,5,0,25,0,205,0,0,0,40,0,384,213
12086761 PCT 761 0487,1,728,37,1421,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2256,0,0
12086761.0 PCT 761 0487,0,0,0,0,0,0,100,181,4,1,0,1,85,10,0,13,0,216,0,0,0,33,0,359,285
12086762 PCT 762 0488,3,557,33,1238,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1883,0,0
12086762.0 PCT 762 0488,0,0,0,0,0,0,114,197,0,3,1,1,52,2,0,6,0,139,1,0,0,29,0,234,311
12086763 PCT 763 0489,2,725,20,829,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1623,0,0
12086763.0 PCT 763 0489,0,0,0,0,0,0,57,137,5,3,0,0,66,7,0,9,1,251,0,0,0,48,0,385,199
12086764 PCT 764 0490,3,1413,56,1897,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3450,0,0
12086764.0 PCT 764 0490,0,0,0,0,0,0,121,272,6,1,0,0,135,11,0,6,0,545,0,0,0,60,0,758,399
12086765 PCT 765 0491,2,685,31,1209,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0,0
12086765.0 PCT 765 0491,0,0,0,0,0,0,100,225,2,1,0,0,90,7,0,12,0,219,0,1,0,38,0,368,327
12086766 PCT 766 0492,1,529,33,1364,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,0,0
12086766.0 PCT 766 0492,0,0,0,0,0,0,107,221,4,2,0,0,58,3,0,5,0,116,0,1,0,25,0,210,332
12086767 PCT 767 0493,3,523,20,1111,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713,0,0
12086767.0 PCT 767 0493,0,0,0,0,0,0,61,198,2,1,0,0,58,0,0,5,0,162,0,0,0,26,0,252,261
12086768 PCT 768 0494,0,193,11,273,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0
12086768.0 PCT 768 0494,0,0,0,0,0,0,15,42,0,1,0,0,30,0,0,3,0,60,0,1,0,9,0,104,57
12086769 PCT 769 0495,3,514,28,768,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,0,0
12086769.0 PCT 769 0495,0,0,0,0,0,0,87,174,2,1,0,0,62,3,0,20,0,190,0,1,0,36,0,313,263
12086770 PCT 770 0496,2,817,33,1047,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950,0,0
12086770.0 PCT 770 0496,0,0,0,0,0,0,65,152,2,1,1,1,98,8,0,8,0,293,0,0,0,45,0,455,219
12086771 PCT 755/771 0481,1,681,40,1014,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1773,0,0
12086771.0 PCT 755/771 0481,0,0,0,0,0,0,129,200,3,1,0,0,86,0,0,9,0,204,0,0,0,42,0,342,332
12086772 PCT 772 0497,2,765,36,1096,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956,0,0
12086772.0 PCT 772 0497,0,0,0,0,0,0,69,170,3,1,0,0,64,11,0,3,0,260,0,1,0,34,0,374,242
12086773 PCT 773 0498,4,1180,43,1003,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2293,0,0
12086773.0 PCT 773 0498,0,0,0,0,0,0,51,124,5,1,0,0,111,11,0,6,0,541,0,0,0,51,0,721,180
12086774 PCT 774 0499,2,393,32,914,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1396,0,0
12086774.0 PCT 774 0499,0,0,0,0,0,0,50,110,2,0,0,0,31,5,0,1,0,104,0,0,0,8,0,149,162
12086775 PCT 775 0500,8,831,32,1369,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2298,0,0
12086775.0 PCT 775 0500,0,0,0,0,0,0,79,234,3,1,1,0,85,11,0,8,0,299,0,1,0,42,0,448,316
12086776 PCT 776 0501,2,772,37,1478,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2341,0,0
12086776.0 PCT 776 0501,0,0,0,0,0,0,76,170,2,2,0,0,78,5,0,1,0,198,0,0,0,38,0,322,248
12086777 PCT 718/777 0446,1,332,16,282,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,0,0
12086777.0 PCT 718/777 0446,0,0,0,0,0,0,25,54,3,0,0,0,42,5,0,3,0,137,0,0,0,28,0,215,82
12086778 PCT 726/778/779 0452,1,441,11,191,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,0,0
12086778.0 PCT 726/778/779 0452,0,0,0,0,0,0,19,38,0,0,0,0,43,0,0,7,0,205,0,0,0,23,0,278,57
12086779 PCT 726/778/779 0452,2,414,15,342,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0
12086779.0 PCT 726/778/779 0452,0,0,0,0,0,0,24,53,1,3,0,1,58,7,0,2,0,193,0,0,0,13,0,277,78
12086781 PCT 747/781 0473,1,353,5,279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,0,0
12086781.0 PCT 747/781 0473,0,0,0,0,0,0,25,57,1,1,0,0,46,2,0,5,0,149,0,0,0,18,0,221,83
12086782 PCT 782 0502,1,484,13,606,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137,0,0
12086782.0 PCT 782 0502,0,0,0,0,0,0,55,109,3,2,0,0,56,6,0,6,0,145,0,0,0,21,0,236,167
12086783 PCT 753/783 0479,1,679,32,950,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,0,0
12086783.0 PCT 753/783 0479,0,0,0,0,0,0,91,251,4,2,0,1,92,6,0,23,0,206,0,0,0,37,0,367,346
12086784 PCT 784 0503,2,681,29,1019,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1786,0,0
12086784.0 PCT 784 0503,0,0,0,0,0,0,69,145,2,0,0,0,79,6,0,9,0,218,0,1,0,31,0,344,216
12086785 PCT 734/785 0460,2,269,19,531,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,0,0
12086785.0 PCT 734/785 0460,0,0,0,0,0,0,29,88,0,0,0,0,33,1,0,3,0,84,0,0,0,19,0,140,117
12086786 PCT 786/787/789 0504,2,739,29,984,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1791,0,0
12086786.0 PCT 786/787/789 0504,0,0,0,0,0,0,60,177,1,0,0,0,116,5,0,2,0,224,0,0,0,28,0,375,238
12086787 PCT 786/787/789 0504,0,100,4,73,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0
12086787.0 PCT 786/787/789 0504,0,0,0,0,0,0,9,17,1,0,0,0,9,0,0,2,0,27,0,0,0,8,0,46,27
12086788 PCT 742/788 0468,2,471,28,847,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382,0,0
12086788.0 PCT 742/788 0468,0,0,0,0,0,0,90,152,1,2,1,2,56,5,0,9,0,126,0,0,0,33,0,234,243
12086789 PCT 786/787/789 0504,0,33,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
12086789.0 PCT 786/787/789 0504,0,0,0,0,0,0,1,1,0,0,0,0,8,0,0,0,0,6,0,0,0,2,0,16,2
12086790 PCT 759/790 0485,0,53,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0
12086790.0 PCT 759/790 0485,0,0,0,0,0,0,0,3,0,0,0,0,5,2,0,0,0,30,0,0,0,5,0,42,3
12086791 PCT 756/791 0482,1,138,7,355,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,0,0
12086791.0 PCT 756/791 0482,0,0,0,0,0,0,29,69,0,0,0,0,11,3,0,0,0,38,0,0,0,8,0,60,98
12086792 PCT 792 0505,0,544,19,828,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1434,0,0
12086792.0 PCT 792 0505,0,0,0,0,0,0,69,142,1,2,1,0,72,2,0,12,0,159,0,0,0,37,0,285,212
12086793 PCT 793/796 0506,2,551,20,780,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1387,0,0
12086793.0 PCT 793/796 0506,0,0,0,0,0,0,50,126,2,2,0,0,68,5,0,5,0,211,0,0,0,26,0,317,178
12086794 PCT 794 0507,1,779,27,948,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1799,0,0
12086794.0 PCT 794 0507,0,0,0,0,0,0,85,241,4,1,1,0,104,5,0,10,1,210,0,0,0,51,0,383,330
12086796 PCT 793/796 0506,0,54,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0
12086796.0 PCT 793/796 0506,0,0,0,0,0,0,3,1,0,0,0,0,7,0,0,0,0,19,0,0,0,4,0,30,4
12086797 PCT 797 0508,0,858,23,1074,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,0,0
12086797.0 PCT 797 0508,0,0,0,0,0,0,46,165,1,1,0,0,74,9,0,8,1,266,0,0,0,28,0,387,212
12086798 PCT 798 0509,6,1634,50,1608,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3383,0,0
12086798.0 PCT 798 0509,0,0,0,0,0,0,76,189,0,2,0,0,150,9,0,15,0,571,0,1,0,75,0,823,265
12086800 PCT 800 0510,1,453,26,792,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301,0,0
12086800.0 PCT 800 0510,0,0,0,0,0,0,35,124,1,0,0,0,30,8,0,1,0,140,0,0,0,34,0,213,160
12086801 PCT 801 0511,1,108,7,1212,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,0,0
12086801.0 PCT 801 0511,0,0,0,0,0,0,74,511,1,0,0,0,7,1,0,0,0,12,1,1,0,4,0,26,586
12086802 PCT 802 0512,2,83,10,1215,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1333,0,0
12086802.0 PCT 802 0512,0,0,0,0,0,0,61,486,2,1,0,0,3,0,0,0,0,8,0,0,0,0,0,12,549
12086803 PCT 803 0513,0,54,5,1194,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1271,0,0
12086803.0 PCT 803 0513,0,0,0,0,0,0,68,506,2,0,0,1,6,1,0,2,1,3,0,0,0,1,0,15,576
12086804 PCT 804 0514,1,644,22,866,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565,0,0
12086804.0 PCT 804 0514,0,0,0,0,0,0,103,236,1,4,0,1,96,2,0,30,0,211,0,1,0,45,0,390,340
12086805 PCT 805 0515,6,552,31,1242,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1878,0,0
12086805.0 PCT 805 0515,0,0,0,0,0,0,86,186,1,1,0,0,64,1,0,3,0,153,0,0,0,14,0,236,273
12086806 PCT 806 0516,1,441,21,748,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,0,0
12086806.0 PCT 806 0516,0,0,0,0,0,0,89,214,7,0,1,0,91,4,0,27,0,136,0,0,0,24,0,283,310
12086807 PCT 807 0517,0,443,20,693,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183,0,0
12086807.0 PCT 807 0517,0,0,0,0,0,0,82,196,1,1,0,0,87,4,0,16,0,124,0,0,0,36,0,268,279
12086808 PCT 808 0518,0,394,16,365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,0,0
12086808.0 PCT 808 0518,0,0,0,0,0,0,36,91,3,0,0,0,88,3,0,12,0,127,0,0,0,29,0,259,130
12086809 PCT 809/850 0519,0,176,3,127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0
12086809.0 PCT 809/850 0519,0,0,0,0,0,0,15,27,2,0,0,0,39,3,0,10,0,43,1,0,0,8,0,104,44
12086810 PCT 810 0520,2,1067,61,1422,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2619,0,0
12086810.0 PCT 810 0520,0,0,0,0,0,0,161,435,5,2,0,0,196,5,1,64,0,316,0,2,0,61,0,647,601
12086811 PCT 811 0521,3,501,18,931,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497,0,0
12086811.0 PCT 811 0521,0,0,0,0,0,0,101,195,2,2,0,0,95,2,0,20,0,123,0,0,0,23,0,265,298
12086812 PCT 812/842 0522,6,411,13,1234,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713,0,0
