precinct,pri_dem_CLINTON,pri_dem_SANDERS,pri_rep_CARSON,pri_rep_CRUZ,pri_rep_KASICH,pri_rep_TRUMP,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP,gen_sol_RIVA,gen_sow_KENNEDY,dem_primary_total,general_total
CLARK415,121,107,3,25,7,134,3,385,24,31,309,1,0,228,753
CLARK420,142,118,5,14,15,159,0,482,17,33,381,0,0,260,913
CLARK423,113,108,10,27,13,103,2,428,7,54,310,0,1,221,802
CLARK424,164,138,4,29,29,165,7,478,16,42,435,0,2,302,980
CLARK425,87,99,4,24,13,113,8,354,8,57,311,0,2,186,740
CLARK426,141,138,6,13,26,185,2,528,14,55,472,1,0,279,1072
CLARK430,87,105,6,13,6,100,6,381,26,28,257,0,3,192,701
CLARK432,108,90,4,12,17,114,1,381,8,46,294,0,0,198,730
CLARK434,129,74,5,10,27,136,2,378,10,37,350,0,0,203,777
CLARK435,90,68,7,10,23,118,0,271,10,28,287,0,0,158,596
CLARK436,76,78,2,10,15,111,3,308,11,38,263,1,1,154,625
CLARK440,131,127,8,16,19,154,3,480,7,35,393,1,1,258,920
CLARK441,107,124,8,29,26,148,8,492,19,53,451,5,1,231,1029
CLARK444,187,177,13,24,35,175,6,625,15,40,466,0,0,364,1152
CLARK445,142,128,8,27,27,183,5,545,18,68,514,1,0,270,1151
CLARK446,139,98,7,27,33,179,4,459,9,52,474,0,0,237,998
CLARK447,179,146,7,34,35,177,4,627,5,58,526,0,1,325,1221
CLARK448,147,132,8,24,33,178,1,567,15,47,445,0,1,279,1076
CLARK449,185,144,13,21,37,177,9,610,13,62,451,0,1,329,1146
CLARK450,188,138,4,37,42,194,3,683,17,53,507,1,0,326,1264
CLARK451,120,120,4,12,26,136,1,452,10,53,377,2,1,240,896
CLARK452,132,113,6,13,22,117,5,440,15,35,313,2,0,245,810
CLARK453,102,119,5,11,29,142,4,405,10,43,376,0,0,221,838
CLARK455,78,91,5,17,11,115,7,318,15,36,330,0,1,169,707
CLARK456,171,167,11,26,33,235,7,623,16,62,557,0,0,338,1265
CLARK460,174,140,5,21,25,211,4,551,8,59,485,0,0,314,1107
CLARK470,195,139,6,15,37,180,4,606,15,78,386,0,1,334,1090
CLARK480,146,158,12,30,36,247,5,483,10,55,585,0,3,304,1141
CLARK483,212,134,6,21,59,248,3,614,12,59,555,0,0,346,1243
CLARK485,61,59,3,20,9,159,2,222,4,23,460,0,0,120,711
CLARK487,43,41,4,15,11,91,1,198,11,29,277,0,0,84,516
CLARK490,68,73,11,23,10,156,9,288,12,36,392,0,0,141,737
CLARK491,6,5,0,0,3,14,0,26,0,3,35,0,1,11,65
CLARK500,126,166,9,36,19,219,10,545,18,89,556,1,1,292,1220
CLARK502,102,126,4,19,33,174,2,453,8,75,515,0,0,228,1053
CLARK503,92,96,11,23,17,177,7,426,17,52,602,0,2,188,1106
CLARK505,105,114,12,35,25,237,3,401,16,41,592,0,1,219,1054
CLARK510,59,65,6,25,15,171,6,212,4,43,438,0,1,124,704
CLARK511,9,2,0,1,2,21,0,13,0,7,29,0,0,11,49
CLARK515,114,130,17,29,32,236,9,418,19,60,633,1,0,244,1140
CLARK520,64,70,0,0,0,0,3,196,0,24,333,1,0,134,557
CLARK521,2,2,0,0,0,0,0,9,2,0,11,0,0,4,22
CLARK522,35,41,8,13,11,69,4,139,8,17,199,0,0,76,367
CLARK523,0,0,0,3,0,12,0,6,0,1,24,0,0,0,31
CLARK524,22,9,0,3,7,17,0,57,1,5,60,0,0,31,123
CLARK525,69,60,7,17,11,138,13,215,12,30,374,1,0,129,645
CLARK527,73,86,6,25,21,209,8,263,10,44,484,0,0,159,809
CLARK528,72,91,16,40,13,234,8,268,8,44,629,0,1,163,958
CLARK530,31,46,7,12,9,113,4,118,10,26,286,1,2,77,447
CLARK535,118,116,16,57,26,279,6,351,8,57,803,2,0,234,1227
CLARK536,38,56,5,25,7,137,4,146,5,27,417,1,2,94,602
CLARK537,32,42,6,21,8,91,3,87,5,8,265,0,1,74,369
CLARK538,23,40,3,14,11,135,6,104,1,10,355,1,0,63,477
CLARK540,95,91,17,46,21,233,14,344,10,47,656,1,0,186,1072
CLARK543,79,83,6,33,27,197,9,317,9,42,551,1,1,162,930
CLARK545,67,68,5,22,14,140,7,217,5,29,421,2,0,135,681
CLARK550,123,121,12,39,24,224,3,470,14,45,585,0,1,244,1118
CLARK553,134,84,10,22,37,118,3,333,13,39,322,0,0,218,710
CLARK555,138,125,5,23,22,209,3,442,16,45,553,2,3,263,1064
CLARK560,107,86,6,25,34,183,3,416,13,56,467,0,1,193,956
CLARK563,95,145,9,18,32,176,5,446,14,71,513,1,2,240,1052
CLARK565,79,127,2,15,22,131,7,383,17,42,377,0,0,206,826
CLARK566,78,78,4,13,16,150,4,275,12,29,354,0,3,156,677
CLARK568,34,41,6,14,9,69,6,160,6,29,215,1,0,75,417
CLARK569,74,84,7,18,13,103,4,318,9,54,398,0,2,158,785
CLARK570,88,111,8,23,11,186,7,303,15,47,513,1,2,199,888
CLARK571,92,90,9,21,14,186,14,387,12,73,538,0,1,182,1025
CLARK572,75,52,7,25,12,139,2,228,7,30,354,0,1,127,622
CLARK573,143,110,17,16,29,204,14,513,12,45,617,1,1,253,1203
CLARK574,7,5,0,0,4,12,0,19,0,3,21,0,0,12,43
CLARK575,21,25,3,4,7,74,1,78,1,19,178,0,1,46,278
CLARK576,0,0,0,0,2,2,0,2,0,0,4,0,0,0,6
CLARK577,106,107,19,51,23,270,10,377,22,53,752,0,1,213,1215
CLARK578,11,8,2,5,4,17,2,40,2,4,41,0,0,19,89
CLARK579,7,8,1,0,2,5,0,22,1,2,18,0,0,15,43
CLARK580,76,68,3,7,10,153,3,219,7,27,339,0,0,144,595
CLARK581,35,55,4,16,13,77,5,186,7,20,292,1,1,90,512
CLARK582,62,80,8,29,17,192,8,290,10,57,551,0,1,142,917
CLARK583,59,92,10,27,7,131,12,308,16,53,488,0,2,151,879
CLARK584,87,90,8,38,13,192,4,280,6,38,530,0,0,177,858
CLARK585,100,66,3,27,21,234,4,342,11,49,553,1,2,166,962
CLARK586,89,110,5,31,6,163,9,362,14,61,551,1,2,199,1000
CLARK587,81,90,23,31,9,155,7,261,10,44,559,0,3,171,884
CLARK588,39,61,7,22,7,110,6,192,4,28,363,0,2,100,595
CLARK589,24,46,4,8,6,70,2,132,7,24,204,1,0,70,370
CLARK590,97,155,11,19,32,261,5,379,17,62,708,1,0,252,1172
CLARK591,117,131,11,33,22,288,6,426,14,63,779,0,0,248,1288
CLARK592,91,181,10,44,21,252,3,405,13,64,651,2,0,272,1138
CLARK593,116,83,6,36,19,215,3,318,4,43,572,0,1,199,941
CLARK594,2,12,0,2,0,17,1,16,0,0,32,0,0,14,49
CLARK595,42,50,7,30,11,127,6,139,6,30,367,0,1,92,549
CLARK597,4,9,0,7,4,39,2,22,0,12,76,0,0,13,112
CLARK598,0,0,0,0,2,5,0,5,0,2,17,0,0,0,24
CLARK600,24,36,9,16,7,132,4,120,7,18,400,0,1,60,550
CLARK603,37,32,1,35,6,163,1,109,8,19,469,0,1,69,607
CLARK605,51,72,9,26,16,259,5,173,13,28,657,0,0,123,876
CLARK606,13,13,5,3,1,43,1,38,2,7,124,0,0,26,172
CLARK610,95,150,22,44,32,228,11,424,16,54,699,0,1,245,1205
CLARK613,30,35,7,28,6,102,8,139,4,21,240,0,0,65,412
CLARK615,37,33,2,11,5,78,2,135,2,17,245,0,0,70,401
CLARK617,93,111,11,27,29,218,9,366,15,61,554,3,1,204,1009
CLARK618,90,109,12,21,28,198,4,347,10,35,547,0,0,199,943
CLARK620,96,96,6,39,23,225,2,331,10,45,641,2,1,192,1032
CLARK624,16,38,1,15,1,42,4,114,3,16,159,0,0,54,296
CLARK625,97,95,13,40,13,228,11,351,12,54,581,0,1,192,1010
CLARK626,95,120,4,23,15,152,8,422,18,54,467,0,2,215,971
CLARK627,90,118,14,24,19,173,5,377,13,47,505,2,1,208,950
CLARK628,90,137,5,19,20,159,4,407,14,50,509,0,1,227,985
CLARK629,71,110,8,33,15,165,7,431,15,48,508,1,3,181,1013
CLARK630,84,115,6,10,17,154,4,356,21,60,391,1,0,199,833
CLARK631,193,163,4,15,25,146,4,688,19,53,373,0,4,356,1141
CLARK632,58,57,5,12,5,64,4,243,7,19,274,0,0,115,547
CLARK633,102,124,9,10,10,147,13,395,18,48,424,1,2,226,901
CLARK634,83,129,7,24,10,126,5,409,20,41,441,2,3,212,921
CLARK635,70,116,1,20,9,108,3,295,13,37,317,0,1,186,666
CLARK636,86,110,0,30,18,147,2,362,11,60,456,0,1,196,892
CLARK638,105,92,2,19,16,146,5,345,3,37,389,0,2,197,781
CLARK639,110,123,13,15,10,140,6,401,14,53,387,3,0,233,864
CLARK640,121,125,1,24,10,169,3,452,23,63,442,3,5,246,991
CLARK641,64,79,1,11,15,60,4,305,14,20,214,0,0,143,557
CLARK642,57,21,5,11,9,91,0,144,0,17,190,0,1,78,352
CLARK643,104,120,6,12,13,176,7,415,19,44,482,4,1,224,972
CLARK644,153,149,11,16,18,137,1,642,9,50,399,0,0,302,1101
CLARK645,155,120,12,26,28,167,8,611,10,65,456,0,1,275,1151
CLARK646,56,55,2,24,6,76,4,227,8,14,219,1,1,111,474
CLARK647,87,44,4,8,15,116,5,343,2,41,317,0,1,131,709
CLARK648,146,111,11,17,34,142,4,544,15,51,369,0,0,257,983
CLARK649,82,104,9,21,11,151,6,364,18,45,417,1,1,186,852
CLARK650,128,131,9,17,17,132,4,455,10,36,343,0,0,259,848
CLARK651,89,88,8,27,14,127,6,343,5,30,326,1,2,177,713
CLARK652,76,106,5,12,7,87,7,360,14,54,279,1,1,182,716
CLARK653,100,151,4,18,11,133,15,462,23,41,360,4,2,251,907
CLARK654,69,84,10,12,6,108,4,296,11,40,338,1,2,153,692
CLARK655,116,101,3,15,13,143,7,368,14,30,306,0,0,217,725
CLARK656,57,63,6,12,13,72,1,238,6,24,236,0,2,120,507
CLARK657,51,46,4,3,9,55,1,207,9,35,170,0,0,97,422
CLARK658,131,124,6,18,26,161,4,421,17,50,425,2,0,255,919
CLARK659,87,173,8,22,8,162,9,461,25,58,439,1,1,260,994
CLARK660,158,139,7,18,12,146,3,501,33,51,373,0,0,297,961
CLARK662,102,147,9,23,18,173,3,450,14,55,418,0,2,249,942
CLARK663,104,97,6,19,13,124,4,383,9,38,299,2,0,201,735
CLARK664,140,131,3,24,25,153,6,549,17,61,433,0,0,271,1066
CLARK667,145,48,5,17,43,153,2,270,1,20,251,0,1,193,545
CLARK668,190,75,6,15,46,162,3,363,5,24,276,0,1,265,672
CLARK669,106,55,2,15,33,189,0,323,6,42,377,0,0,161,748
CLARK670,161,179,3,24,22,160,10,610,15,62,425,0,3,340,1125
CLARK672,101,140,3,19,13,129,4,432,19,45,325,0,0,241,825
CLARK673,154,175,5,25,25,172,8,623,27,49,442,2,0,329,1151
CLARK674,104,106,5,24,15,119,2,424,14,45,300,0,1,210,786
CLARK675,98,68,5,10,33,103,3,318,10,32,263,0,0,166,626
CLARK677,135,102,8,16,30,156,2,481,12,33,370,0,1,237,899
CLARK678,114,116,7,27,27,104,2,416,13,38,288,0,0,230,757
CLARK679,96,100,4,9,12,74,4,414,14,36,240,1,0,196,709
CLARK680,126,102,4,18,25,120,4,440,10,36,310,1,0,228,801
CLARK681,97,139,2,24,11,146,2,469,31,38,355,0,2,236,897
CLARK682,118,134,2,19,14,122,4,493,26,29,307,0,1,252,860
CLARK683,114,139,6,20,14,133,9,442,17,43,363,2,0,253,876
CLARK685,34,35,0,3,5,37,5,140,2,28,130,1,0,69,306
CLARK686,80,142,4,28,15,123,1,440,18,45,385,1,1,222,891
CLARK687,109,116,11,16,18,150,4,398,21,54,389,1,2,225,869
CLARK688,101,122,9,20,17,121,3,437,10,28,398,1,2,223,879
CLARK689,100,135,5,33,10,157,4,425,22,51,495,2,2,235,1001
CLARK690,169,133,12,21,35,138,5,639,16,63,397,1,2,302,1123
CLARK691,114,122,12,22,12,136,2,478,13,54,473,3,0,236,1023
CLARK692,150,149,11,31,33,199,10,523,24,49,552,1,1,299,1160
CLARK693,52,78,8,17,13,94,6,235,16,27,279,1,1,130,565
CLARK694,76,61,1,5,7,56,7,199,6,16,117,1,1,137,347
CLARK695,135,114,6,19,23,151,10,445,8,55,389,0,0,249,907
CLARK696,178,119,5,23,38,195,4,603,19,45,487,0,1,297,1159
CLARK697,153,163,8,18,16,198,5,551,14,46,492,0,0,316,1108
CLARK698,95,105,13,26,33,144,5,383,8,50,448,0,1,200,895
CLARK699,95,102,5,16,23,128,3,495,18,47,446,1,1,197,1011
CLARK700,18,13,2,5,7,28,3,54,1,6,61,0,0,31,125
CLARK710,68,96,8,8,8,70,0,347,15,30,264,0,1,164,657
CLARK720,86,81,4,20,17,112,3,320,13,44,346,0,2,167,728
CLARK900,75,101,4,26,16,173,5,382,21,53,488,1,1,176,951
CLARK903,109,135,6,26,16,174,4,373,18,66,494,2,2,244,959
CLARK905,148,98,9,17,27,189,2,603,15,75,568,0,1,246,1264
CLARK910,110,144,7,23,10,183,13,388,19,51,473,1,1,254,946
CLARK912,112,99,2,19,19,144,8,334,14,40,395,0,1,211,792
CLARK913,135,119,10,26,19,227,2,470,16,64,570,2,1,254,1125
CLARK914,76,105,11,25,18,169,2,366,15,58,539,0,3,181,983
CLARK917,59,75,8,9,13,132,5,225,10,23,350,0,1,134,614
CLARK920,77,88,4,14,12,175,5,277,12,42,408,0,1,165,745
CLARK925,58,88,8,24,27,155,3,267,9,49,430,0,0,146,758
CLARK930,85,129,8,29,26,173,4,377,17,35,465,0,0,214,898
CLARK935,99,96,7,26,16,226,7,352,25,38,535,0,1,195,958
CLARK940,94,100,8,28,24,178,10,332,14,43,492,0,0,194,891
CLARK947,82,87,4,16,20,144,4,290,11,39,344,0,0,169,688
CLARK950,110,141,3,23,10,138,7,468,28,66,430,0,3,251,1002
CLARK951,109,118,8,11,15,118,2,469,19,39,319,1,0,227,849
CLARK953,69,57,2,6,6,51,1,302,9,28,204,0,3,126,547
CLARK956,59,43,4,11,11,46,3,222,7,22,172,0,0,102,426
CLARK957,31,11,4,5,11,26,1,117,2,10,111,0,0,42,241
CLARK958,15,19,1,8,0,27,2,110,2,14,88,1,0,34,217
CLARK959,2,5,0,2,1,13,0,12,0,1,28,0,0,7,41
CLARK960,104,79,4,18,27,125,4,409,9,48,345,0,0,183,815
CLARK961,32,13,2,6,4,43,1,125,4,14,107,0,0,45,251
CLARK962,95,53,2,16,24,142,0,329,2,47,394,0,0,148,772
CLARK963,91,101,9,15,12,94,4,367,11,27,270,1,1,192,681
CLARK964,124,113,5,18,29,160,4,502,13,58,462,0,0,237,1039
CLARK965,86,75,5,15,31,139,3,400,5,55,406,0,1,161,870
CLARK966,61,38,4,14,17,119,7,262,5,36,326,0,0,99,636
CLARK967,61,47,3,19,19,100,3,300,5,24,277,2,0,108,611
CLARK968,97,99,6,9,25,94,3,454,3,35,265,0,0,196,760
CLARK969,57,74,7,13,18,94,2,295,9,40,256,0,2,131,604
CLARK985,104,124,5,16,27,122,2,385,27,48,389,1,0,228,852
COLUMBIAALTO,0,0,2,2,2,39,0,13,0,0,65,0,0,0,78
COLUMBIABROOKLYN,26,20,9,3,10,90,2,49,5,19,151,0,2,46,228
COLUMBIACOLUMBIA,0,0,5,15,9,98,2,46,1,10,248,1,2,0,310
COLUMBIADAYTON,25,34,6,8,2,68,2,86,0,17,128,0,3,59,236
COLUMBIAMUSTARD,13,20,3,2,7,68,1,62,0,12,125,0,0,33,200
COLUMBIAPATIT,26,26,5,8,4,34,1,80,7,13,110,0,0,52,211
COLUMBIAPING,15,5,1,6,4,82,4,33,0,5,162,0,0,20,204
COLUMBIARAINWATER,20,16,1,2,6,48,0,43,4,13,118,1,0,36,179
COLUMBIASTAR,7,8,2,8,5,54,2,28,0,5,105,0,0,15,140
COLUMBIASTARBUCK CITY,6,6,1,4,2,33,0,12,1,0,66,0,0,12,79
COLUMBIASTARBUCK COUNTRY,0,0,0,1,3,15,0,3,0,1,22,0,0,0,26
COLUMBIATOUCHET,33,21,1,7,7,47,1,60,8,13,124,0,0,54,206
COLUMBIATUCANNON,3,7,3,5,1,31,0,11,0,1,73,0,0,10,85
COWLITZALABAMA,89,107,2,3,2,95,5,243,30,50,263,8,3,196,602
COWLITZAMMONS,63,61,3,12,12,97,1,214,4,27,256,0,2,124,504
COWLITZARKANSAS,35,34,6,7,7,78,0,104,4,19,192,0,0,69,319
COWLITZBAKERS,7,10,0,0,0,0,2,10,1,4,7,0,0,17,24
COWLITZBALTIMORE,112,121,6,14,11,167,5,368,21,44,352,2,3,233,795
COWLITZBEACON,113,125,8,30,6,168,3,356,15,52,511,0,1,238,938
COWLITZBOONDOX,6,3,0,0,0,0,2,18,1,2,19,0,0,9,42
COWLITZBRYNION,69,64,4,14,9,96,3,202,6,29,267,0,1,133,508
COWLITZBURCHAM,191,138,15,18,29,222,4,515,26,54,484,1,2,329,1086
COWLITZCAPLES,13,26,4,8,15,103,2,79,7,11,239,0,0,39,338
COWLITZCARROLLS,90,88,3,19,13,167,4,276,8,38,411,2,0,178,739
COWLITZCASTLE ROCK,122,109,14,17,15,187,8,347,28,51,497,3,0,231,934
COWLITZCHINOOK,98,92,9,24,17,223,3,287,10,41,488,0,1,190,830
COWLITZCLOVERDALE,90,63,7,15,12,149,1,237,10,18,320,0,1,153,587
COWLITZCOAL CREEK,120,89,11,48,16,212,2,316,11,39,610,0,0,209,978
COWLITZCOLUMBIA HEIGHTS,56,40,5,11,11,80,2,156,8,27,204,1,0,96,398
COWLITZCOLUMBIA VALLEY GDNS,63,65,1,13,9,94,5,215,8,24,268,1,2,128,523
COWLITZCRAWFORD,93,108,8,18,10,123,5,279,10,44,320,0,3,201,661
COWLITZDELAMETER,58,49,6,14,18,136,8,175,6,25,337,1,0,107,552
COWLITZDOUGLAS,0,0,3,8,3,102,0,0,0,0,0,0,0,0,0
COWLITZELK RIDGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COWLITZHARRIS,70,94,8,18,8,153,9,234,19,31,365,1,1,164,660
COWLITZHAUSSLER,67,63,1,11,5,103,6,211,3,22,241,0,3,130,486
COWLITZHILLCREST,141,128,13,30,22,238,4,480,15,47,526,0,0,269,1072
COWLITZHUDSON,166,107,10,14,27,124,6,366,16,38,326,1,5,273,758
COWLITZINDUSTRIAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COWLITZKALAMA NORTH,86,85,2,15,6,102,6,216,8,24,244,1,0,171,499
COWLITZKALAMA SOUTH,99,105,9,30,7,171,3,285,17,41,412,2,0,204,760
COWLITZKESSLER,180,169,13,12,19,135,11,474,25,44,394,0,1,349,949
COWLITZLAKE,100,115,8,7,6,87,3,283,16,41,271,0,0,215,614
COWLITZLAUREL,131,88,11,25,21,151,3,377,7,48,373,1,2,219,811
COWLITZLEWIS RIVER,96,109,13,29,20,336,14,317,12,53,734,0,1,205,1131
COWLITZLEXINGTON,69,85,13,15,14,145,1,239,18,38,353,1,2,154,652
COWLITZLONE OAK,67,40,4,8,13,90,2,165,4,14,211,0,0,107,396
COWLITZMAGNOLIA,186,138,9,26,30,176,4,483,9,51,437,1,0,324,985
COWLITZMARIGOLD,140,132,13,24,29,142,8,397,19,35,416,4,1,272,880
COWLITZMCGOWAN,19,34,0,4,1,34,3,80,3,11,89,0,0,53,186
COWLITZMEMORIAL,74,70,3,5,4,72,3,188,16,17,201,0,2,144,427
COWLITZMILL,128,165,4,25,12,153,13,399,38,58,406,3,5,293,922
COWLITZMINT VALLEY,169,126,7,18,20,175,7,502,14,45,448,0,1,295,1017
COWLITZMODROW,69,75,6,21,7,137,1,192,12,36,365,1,2,144,609
COWLITZMT. SOLO,28,32,1,3,1,51,2,85,11,18,140,0,0,60,256
COWLITZNEVADA,66,61,5,13,12,109,7,239,7,22,291,0,1,127,567
COWLITZOCEAN BEACH,99,78,10,15,9,142,3,282,9,26,358,0,0,177,678
COWLITZOLSON,59,77,2,19,10,101,3,211,11,32,263,0,1,136,521
COWLITZOSTRANDER,88,81,1,14,20,167,4,265,8,33,431,4,1,169,746
COWLITZOWL CREEK,121,101,4,35,21,225,6,334,11,48,540,1,1,222,941
COWLITZPACIFIC,98,72,1,12,12,133,7,289,17,38,343,0,2,170,696
COWLITZPONDEROSA,76,76,4,25,14,140,6,224,4,36,319,0,2,152,591
COWLITZPOWELL,83,69,5,14,13,164,1,216,4,19,380,1,1,152,622
COWLITZREDPATH,82,109,3,13,3,96,6,277,15,53,291,2,3,191,647
COWLITZRIDGECREST,4,9,4,0,0,16,1,30,0,6,31,0,2,13,70
COWLITZROBBINS,158,128,7,14,18,174,4,416,9,40,421,1,2,286,893
COWLITZROSE VALLEY,55,55,7,16,10,136,8,175,9,36,315,1,1,110,545
COWLITZRYDERWOOD,45,38,14,5,8,106,6,99,0,7,175,0,0,83,287
COWLITZSACAJAWEA,238,152,13,31,27,171,3,663,20,59,427,1,2,390,1175
COWLITZSANDY BEND,78,87,12,19,8,139,2,228,9,36,380,1,2,165,658
COWLITZSILVER LAKE,113,134,14,28,17,287,2,331,10,46,654,0,0,247,1043
COWLITZSPARKS,45,43,2,16,9,79,4,139,6,31,267,0,0,88,447
COWLITZST. HELENS,51,58,2,9,4,48,0,155,10,22,131,0,1,109,319
COWLITZSTELLA,74,96,9,21,15,164,3,243,9,41,386,1,3,170,686
COWLITZTOUTLE,70,101,9,14,15,230,7,235,9,39,527,0,0,171,817
COWLITZTOWER,117,99,10,22,19,267,12,299,19,30,618,1,3,216,982
COWLITZTUNSTALL,37,32,4,11,8,76,6,85,2,22,180,1,0,69,296
COWLITZVIEW,70,73,3,18,11,101,5,190,9,33,252,0,0,143,489
COWLITZWEST KELSO,26,45,3,4,0,47,5,95,4,15,104,4,1,71,228
COWLITZWILLOW GROVE,31,30,1,3,8,41,1,75,7,7,105,0,0,61,195
COWLITZWINDEMERE,138,119,10,15,26,177,1,417,8,43,499,3,3,257,974
COWLITZWOODAGE,64,65,14,28,21,165,6,178,6,32,408,0,0,129,630
COWLITZWOODLAND NORTH,110,114,16,44,23,328,11,319,14,54,697,1,2,224,1098
COWLITZWOODLAND SOUTH,129,133,15,21,23,229,9,338,16,55,655,0,2,262,1075
COWLITZYALE,63,71,6,21,6,190,5,182,6,26,418,0,1,134,638
DOUGLASPRECINCT 101,40,40,3,8,9,77,1,114,9,26,174,1,0,80,325
DOUGLASPRECINCT 102,63,45,9,15,17,169,3,187,2,29,421,0,0,108,642
DOUGLASPRECINCT 103,12,10,0,5,0,37,1,69,2,4,95,0,0,22,171
DOUGLASPRECINCT 104,83,46,8,15,28,215,2,235,8,24,393,0,0,129,662
DOUGLASPRECINCT 105,16,16,3,5,3,63,1,91,3,9,134,0,0,32,238
DOUGLASPRECINCT 106,24,41,0,12,5,66,2,105,10,17,181,2,2,65,319
DOUGLASPRECINCT 107,18,24,4,4,11,71,2,107,2,17,179,0,0,42,307
DOUGLASPRECINCT 108,44,30,2,9,1,69,1,98,9,14,189,0,2,74,313
DOUGLASPRECINCT 109,16,19,4,12,0,63,1,86,5,11,146,1,2,35,252
