precinct,pri_dem_CLINTON,pri_dem_O'MAILEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_ind_CASTLE,gen_ind_FOX,gen_ind_FUENTE,gen_ind_HOEFLING,gen_ind_JOHNSON,gen_ind_KENNEDY,gen_ind_KOTLIKOFF,gen_ind_MCMULLIN,gen_ind_SCHOENKE,gen_ind_SMITH,gen_ind_STEIN,gen_rep_TRUMP,gen_unk_LIMBAUGH,dem_primary_total,general_total
DAVIDSON22-2,355,0,261,3,39,0,151,1,1,0,1,50,0,1,206,1,219,1519,1,0,1,0,144,2,0,20,0,7,37,1140,0,616,2871
DAVIDSON22-3,423,3,276,21,66,0,200,0,0,0,1,88,0,5,252,0,297,1296,0,0,3,0,109,1,0,8,0,3,20,1395,1,702,2836
DAVIDSON22-4,144,2,115,5,14,0,81,1,0,0,1,25,0,2,95,0,93,567,1,0,5,0,58,0,0,1,0,2,15,479,0,261,1128
DAVIDSON23-1,408,1,209,14,48,1,190,0,0,0,1,140,0,2,409,0,261,1255,0,0,1,0,116,5,0,14,0,3,18,1316,0,618,2728
DAVIDSON23-2,423,0,266,7,29,2,131,0,0,0,0,76,0,3,211,0,182,1430,0,0,2,0,115,2,0,2,0,8,25,943,0,689,2527
DAVIDSON23-3,338,0,222,17,37,0,112,1,0,0,0,88,0,3,271,0,201,1122,0,0,4,0,114,0,0,10,0,4,17,975,0,560,2246
DAVIDSON23-4,139,1,51,31,23,0,92,1,0,0,0,180,0,0,430,0,167,627,0,0,2,0,107,0,0,0,0,0,4,1024,0,191,1764
DAVIDSON23-5,4,0,1,0,0,0,4,0,0,0,0,4,0,0,16,0,6,18,0,0,0,0,3,0,0,0,0,0,0,22,0,5,43
DAVIDSON24-1,384,1,335,3,26,1,67,0,0,0,0,80,1,1,242,0,104,1488,1,0,3,0,128,2,0,20,0,7,28,570,0,720,2247
DAVIDSON24-2,241,1,172,7,19,0,60,0,0,0,0,44,0,2,155,0,98,845,0,0,5,0,71,1,0,10,0,7,22,516,0,414,1477
DAVIDSON24-3,229,0,104,12,9,0,40,0,0,0,0,63,0,0,141,0,84,683,0,0,0,0,57,0,0,8,0,1,10,398,0,333,1157
DAVIDSON24-4,140,0,111,1,3,1,17,0,0,0,1,18,0,1,67,0,19,561,0,0,0,0,57,0,0,15,0,2,14,145,0,251,794
DAVIDSON24-5,323,2,154,8,9,0,50,1,0,0,0,72,0,2,181,0,89,943,0,0,0,0,78,0,0,11,0,1,13,416,0,479,1462
DAVIDSON24-6,451,4,196,21,30,1,86,1,0,0,1,173,0,1,313,0,179,1334,0,0,2,0,125,4,0,11,0,6,17,956,0,651,2455
DAVIDSON25-1,477,6,194,27,30,0,102,0,0,0,0,179,0,2,371,0,170,1381,0,0,3,0,149,0,1,15,0,2,11,969,0,677,2531
DAVIDSON25-2,303,1,196,15,33,1,143,0,0,0,0,116,0,0,329,0,151,1093,0,0,0,0,95,1,0,17,0,2,13,957,0,500,2178
DAVIDSON25-3,454,2,203,28,38,1,122,0,0,0,2,137,0,3,324,1,210,1406,0,0,6,0,123,1,0,15,0,3,15,1111,0,659,2680
DAVIDSON25-4,346,0,244,6,17,1,87,0,0,0,0,69,0,2,210,0,74,1153,0,0,0,0,132,0,0,17,0,7,21,532,0,590,1862
DAVIDSON26-1,248,2,91,3,12,0,34,0,0,0,0,5,0,0,30,0,79,982,0,0,2,0,25,0,0,0,0,7,10,301,0,341,1327
DAVIDSON26-2,214,0,141,8,55,1,180,2,0,1,1,51,0,2,282,0,163,868,3,0,0,0,100,0,0,17,0,5,11,878,0,355,1882
DAVIDSON26-3,275,1,240,7,58,0,162,0,0,0,1,52,0,3,182,2,167,1217,0,0,8,0,140,7,0,8,0,12,19,950,0,516,2361
DAVIDSON26-4,103,0,93,4,29,0,70,3,0,0,1,31,0,3,130,0,82,339,0,0,0,0,61,1,0,11,0,3,6,423,0,196,844
DAVIDSON27-1,233,3,152,5,22,0,99,0,0,0,0,15,0,1,96,0,136,945,0,0,7,1,66,1,0,8,0,6,20,604,0,388,1658
DAVIDSON27-2,213,0,159,9,57,0,120,1,0,0,1,26,0,0,182,0,117,895,0,0,1,0,125,1,0,19,0,7,20,728,0,372,1796
DAVIDSON27-3,212,2,195,6,49,0,136,1,0,1,0,34,0,1,165,1,151,913,0,0,4,0,118,3,0,18,0,4,24,835,0,409,1919
DAVIDSON28-1,426,3,139,5,17,1,69,0,0,0,0,6,0,1,48,1,84,1343,0,0,8,0,43,4,0,5,0,7,13,503,0,568,1926
DAVIDSON28-2,323,1,107,5,14,0,42,0,0,0,0,6,0,0,18,0,81,1119,0,0,3,0,25,4,0,0,0,5,9,299,0,431,1464
DAVIDSON28-3,190,1,71,1,17,0,58,0,0,0,1,8,0,0,22,0,96,754,0,0,2,0,26,4,0,1,0,1,7,326,0,262,1121
DAVIDSON29-1,144,0,58,0,7,0,32,0,0,0,0,11,0,3,24,0,60,556,0,0,0,0,26,0,0,0,0,3,6,268,0,202,859
DAVIDSON29-2,387,4,135,3,28,1,82,0,0,0,1,18,0,1,50,0,123,1312,1,0,5,0,57,3,0,1,0,10,18,553,0,526,1960
DAVIDSON29-3,241,2,53,1,12,0,27,0,0,0,0,3,0,0,19,0,50,717,0,0,1,0,16,0,0,0,0,1,6,192,0,296,933
DAVIDSON29-4,680,1,222,4,49,1,148,0,0,0,2,47,0,3,105,1,235,1810,2,0,2,0,79,2,0,6,0,9,18,899,0,903,2827
DAVIDSON30-1,129,3,84,2,18,0,53,0,0,0,1,13,0,0,22,0,54,516,1,0,2,0,29,1,0,3,0,5,21,271,0,216,849
DAVIDSON30-2,134,0,84,1,13,0,51,0,0,0,1,9,0,0,31,1,93,610,0,0,3,0,29,3,0,6,0,4,7,314,0,218,976
DAVIDSON30-3,86,0,49,0,5,0,19,0,0,0,0,7,0,0,14,0,49,253,0,0,1,0,14,0,0,2,0,1,9,183,0,135,463
DAVIDSON30-4,210,1,110,0,8,0,84,0,0,0,1,10,0,0,37,0,93,770,0,0,2,0,34,1,0,4,0,8,14,408,0,321,1241
DAVIDSON31-1,148,0,88,6,4,0,30,0,0,0,0,7,0,1,22,1,27,597,0,0,2,0,28,2,0,2,0,3,13,185,0,236,832
DAVIDSON31-2,338,0,128,1,15,0,86,1,0,0,0,24,0,0,76,1,93,1007,0,0,2,0,71,4,0,5,0,3,13,486,0,466,1591
DAVIDSON31-3,327,2,207,9,65,2,167,0,1,0,0,48,0,3,242,0,175,1394,1,0,3,2,166,7,0,20,0,10,24,1137,0,536,2764
DAVIDSON31-4,378,2,159,6,62,1,240,0,0,0,0,42,0,2,242,0,254,1543,3,0,4,0,130,4,0,19,0,7,24,1578,0,539,3312
DAVIDSON32-1,450,1,175,2,15,0,46,1,0,0,1,8,0,0,32,0,83,1794,0,0,4,0,34,3,0,2,0,5,18,353,0,626,2213
DAVIDSON32-2,117,1,32,1,5,0,8,0,0,0,0,1,0,0,10,0,18,487,0,0,0,0,13,1,0,0,0,2,5,68,0,150,576
DAVIDSON32-3,226,0,130,2,22,0,48,0,0,0,1,10,0,0,46,0,70,1078,0,0,2,0,48,4,0,5,0,1,17,363,0,356,1518
DAVIDSON32-4,307,1,102,2,12,0,47,0,0,0,0,4,0,3,32,0,38,1137,0,0,4,0,37,3,0,2,0,3,18,256,0,410,1460
DAVIDSON33-1,28,0,13,0,6,0,22,0,0,0,1,6,0,0,18,0,56,67,0,0,1,0,10,1,0,0,0,1,1,188,0,41,269
DAVIDSON33-2,583,6,209,10,40,1,129,0,0,0,1,19,0,0,102,1,178,1715,1,0,6,0,49,5,0,1,0,5,22,792,0,798,2596
DAVIDSON33-3,726,2,206,2,36,0,107,1,0,1,2,25,0,0,73,0,162,2491,0,0,3,0,68,8,0,5,0,7,32,887,0,934,3501
DAVIDSON33-4,211,0,59,3,20,0,53,0,0,0,0,16,0,2,45,0,76,578,2,0,2,0,20,0,0,1,0,2,8,344,0,270,957
DAVIDSON34-1,430,0,174,24,32,0,114,1,0,0,0,158,0,1,395,0,214,1276,0,0,0,0,134,1,0,11,0,1,16,1149,0,604,2588
DAVIDSON34-2,53,0,31,4,7,0,30,0,0,0,0,39,0,0,90,0,42,212,0,0,2,0,45,1,0,4,0,0,2,298,0,84,564
DAVIDSON34-3,358,2,147,26,53,1,198,0,0,0,0,196,1,0,502,1,252,1268,0,0,1,0,134,2,0,7,0,9,20,1506,0,507,2947
DAVIDSON34-4,181,3,109,7,23,0,107,1,0,0,0,66,0,2,172,1,146,793,0,0,2,0,63,4,0,3,0,1,8,850,0,293,1724
DAVIDSON34-5,295,2,167,17,60,0,180,0,0,0,2,110,0,1,394,1,188,972,0,0,2,0,106,0,0,10,0,4,19,1134,0,464,2247
DAVIDSON35-1,251,3,147,4,45,0,196,0,0,0,1,55,0,4,198,0,209,912,0,0,4,0,117,3,0,5,0,4,15,1231,0,401,2291
DAVIDSON35-2,47,1,53,3,15,0,59,0,0,0,0,13,0,0,39,0,89,176,0,0,0,0,11,0,0,1,0,1,7,327,0,101,523
DAVIDSON35-3,521,3,368,10,85,0,305,0,0,0,2,129,0,2,442,0,394,1981,0,0,2,0,185,2,0,11,0,11,40,1976,0,892,4208
DAVIDSON35-4,297,0,191,6,50,1,160,1,0,0,3,69,0,3,256,1,210,979,1,0,2,0,94,3,0,11,0,5,17,1097,0,488,2209
DECATUR1-1 DUNBAR,42,1,20,3,16,2,59,1,0,0,0,3,0,0,29,1,105,133,0,0,0,0,11,1,0,3,0,2,3,456,0,63,609
DECATUR2-1 LIBERTY,17,0,10,1,3,0,28,0,0,0,0,1,0,0,2,0,32,26,0,0,0,0,3,0,0,0,0,1,0,134,0,27,164
DECATUR2-2 SCOTTS HILL,14,2,8,0,11,0,18,0,0,0,0,0,0,0,9,0,52,49,0,0,1,0,3,1,0,0,0,1,1,249,0,24,305
DECATUR3-1 BEACON,3,0,2,1,3,0,10,0,0,0,0,3,0,0,3,0,26,7,0,0,0,0,2,0,0,0,0,0,0,88,0,5,97
DECATUR3-2 DECATURVILLE,39,1,17,0,11,0,32,0,0,0,0,7,0,0,19,0,76,98,0,0,1,0,6,0,0,0,0,2,2,307,0,57,416
DECATUR4-1 DECATURVILLE,76,1,17,3,6,0,41,0,0,0,0,9,0,0,14,0,93,154,0,0,0,0,10,1,0,1,0,0,1,443,0,94,610
DECATUR5-1 PARSONS,36,1,15,1,4,0,23,0,0,0,2,3,0,0,17,0,82,106,2,0,1,0,7,0,0,0,0,0,2,311,0,52,429
DECATUR6-1 PARSONS,21,0,5,1,13,1,17,0,0,0,2,3,0,0,12,0,73,70,0,0,1,0,6,0,0,1,0,0,4,329,0,26,411
DECATUR7-1 JEANETTE,23,0,14,1,5,0,33,0,0,0,0,7,0,1,24,1,53,67,0,0,0,0,14,0,0,0,0,0,1,236,0,37,318
DECATUR7-2 PERRYVILLE,13,2,2,0,6,0,15,0,0,0,0,1,0,0,5,0,44,38,0,0,0,0,0,0,0,0,0,0,0,162,0,17,200
DECATUR8-1 PARSONS,26,2,13,1,19,0,43,0,0,0,1,8,0,1,35,0,103,89,0,0,0,0,4,0,0,0,0,0,2,441,0,41,536
DECATUR9-1 BEACON,6,0,4,1,5,0,14,0,0,0,0,1,0,0,9,0,27,15,0,0,0,0,1,0,0,0,0,1,0,131,0,10,148
DECATUR9-2 HYDRO,14,0,4,0,8,1,34,0,0,0,0,0,0,0,21,0,76,42,0,0,1,0,3,1,0,0,0,1,0,301,0,18,349
DEKALB1-1 ALEXANDRIA,59,0,27,0,14,0,96,0,2,0,3,4,0,1,42,0,123,160,0,0,0,0,16,1,0,0,0,3,7,583,0,86,770
DEKALB1-2 TEMPERENCE HALL,22,1,7,0,10,0,23,0,0,0,0,2,0,0,11,0,46,48,0,0,0,0,4,0,0,1,0,2,2,196,0,30,253
DEKALB1-3 EDGAR EVINS PARK,2,0,0,0,0,0,6,0,0,0,0,4,0,0,2,0,17,5,0,0,0,0,0,0,0,0,0,1,1,52,0,2,59
DEKALB2-1 LIBERTY,19,1,13,2,14,0,46,0,0,0,0,5,0,0,28,1,69,53,0,0,1,0,4,0,0,0,0,4,1,285,0,33,348
DEKALB2-2 DOWELLTOWN,20,0,19,1,8,0,25,0,0,0,0,0,0,0,4,1,68,72,0,0,0,0,4,1,0,0,0,1,2,195,0,39,275
DEKALB2-3 SNOWS HILL,27,0,23,1,3,0,30,0,0,0,2,10,0,0,21,0,70,92,0,0,1,0,2,0,0,0,0,2,5,295,0,50,397
DEKALB3-1 CHURCH OF GOD,105,1,29,2,24,0,71,2,0,1,2,6,1,3,52,0,180,230,0,0,2,0,14,1,0,0,0,4,6,713,0,135,970
DEKALB4-2 ROCK CASTLE,16,0,2,0,3,0,19,0,0,0,0,2,0,0,16,0,33,36,0,0,0,0,1,0,0,0,0,2,0,101,0,18,140
DEKALB4-3 COURTHOUSE,114,2,46,1,22,0,82,1,0,0,1,14,0,3,56,0,174,265,0,0,0,0,25,1,0,0,0,3,10,719,0,162,1023
DEKALB5-1 JOHNSON CHAPEL,15,1,6,0,8,2,24,0,0,1,0,12,0,0,21,0,79,43,0,0,0,0,6,0,0,1,0,0,0,262,0,22,312
DEKALB5-2 COUNTY COMPLEX,83,4,42,1,26,1,57,0,0,0,0,12,0,3,35,0,121,176,0,0,3,0,14,0,0,0,0,2,3,584,0,129,782
DEKALB6-1 BELK,19,1,13,2,2,0,17,0,0,0,1,2,0,0,7,0,51,42,0,0,1,0,6,0,0,0,0,2,1,166,0,33,218
DEKALB6-2 KELTONBURG,30,1,22,0,12,0,22,0,0,0,0,3,0,0,12,1,54,83,0,0,1,0,7,0,0,0,0,1,1,235,0,53,328
DEKALB6-3 BLUE SPRINGS,26,0,12,0,12,0,33,0,0,0,0,3,0,0,10,0,52,61,0,0,0,0,3,0,0,0,0,0,3,270,0,38,337
DEKALB7-1 CHURCH OF CHRIST,84,0,25,0,17,0,49,0,0,1,0,9,0,0,27,0,106,203,0,0,1,0,11,2,0,0,0,2,7,515,0,109,741
DYERA1- BONICORD,39,0,28,2,26,0,70,1,0,0,0,5,0,0,38,0,154,128,1,0,1,0,11,2,0,1,0,1,3,672,0,67,820
DYERA2- FOWLKES,24,0,18,3,19,0,47,0,0,0,1,8,0,0,34,0,140,99,0,0,0,0,7,1,0,0,0,1,2,532,0,42,642
DYERC1- TATUMVILLE,8,2,9,0,15,0,46,0,0,0,1,3,0,1,28,0,77,47,0,0,0,0,6,0,0,1,0,0,1,375,0,19,430
DYERC2- TRIMBLE,21,1,19,1,34,0,94,0,0,0,3,7,0,0,17,0,142,88,0,0,3,0,11,0,0,0,0,1,4,583,0,41,690
DYERC3- ROELLEN,16,0,6,1,10,0,30,0,0,0,0,0,0,0,16,0,71,47,0,0,0,0,3,0,0,0,0,0,0,260,0,22,310
DYERD1- MILLSFIELD,46,0,10,4,24,1,131,0,0,0,4,3,0,0,47,1,207,105,0,0,0,0,11,0,0,0,0,0,1,891,0,56,1008
DYERD2- BOGOTA,24,1,21,3,18,0,88,0,0,0,2,9,0,0,47,0,160,106,0,0,1,0,8,0,0,1,0,1,3,650,0,46,770
DYERE1- FINLEY,35,0,1,2,12,0,43,0,1,0,0,5,0,2,39,0,115,108,0,0,0,0,8,0,0,0,0,0,3,552,0,36,671
DYERE2- LENOX,10,0,16,0,31,0,97,0,0,0,1,4,0,0,45,0,145,59,0,0,0,0,9,0,0,0,0,3,1,687,0,26,759
DYERI1- COMMUNITY CENTER,54,1,18,3,17,1,46,1,0,0,2,7,0,0,40,0,130,185,0,0,0,0,14,0,0,0,0,1,1,461,0,73,662
DYERI2- HURRICANE HILL,21,0,16,3,11,0,66,1,0,0,1,8,0,1,25,0,140,77,0,0,1,0,8,0,0,1,0,1,0,520,0,37,608
FAYETTEBRADEN,156,0,22,1,15,0,76,0,0,0,2,2,0,0,20,0,111,477,1,0,2,0,7,3,0,0,0,1,1,381,0,178,873
FAYETTEELBA,107,0,18,2,28,0,201,0,0,0,2,17,1,3,55,0,225,324,0,0,0,0,18,1,0,3,0,3,3,924,0,125,1276
FAYETTEFAYETTE CORNER,95,0,8,1,13,0,100,0,0,0,1,6,0,1,32,0,127,248,0,0,0,0,8,0,0,0,0,1,2,528,0,103,787
FAYETTEGALLAWAY,92,1,18,3,31,0,133,0,0,1,0,7,0,0,51,0,126,316,0,0,2,0,11,2,0,1,0,2,4,674,0,111,1012
FAYETTEGARNETT,67,0,12,0,15,0,76,0,0,0,0,12,0,0,30,0,98,197,0,0,1,0,7,0,0,1,0,1,3,420,0,79,630
FAYETTEHICKORY WITHE,142,1,52,5,70,1,443,0,1,0,0,34,0,1,184,0,460,481,1,0,3,0,53,1,0,6,0,3,11,1898,0,195,2457
FAYETTELAGRANGE,65,0,13,0,3,1,50,0,0,1,0,12,0,0,27,0,49,158,0,0,0,0,3,0,0,0,0,0,2,221,0,78,384
FAYETTEMACON,170,0,43,5,58,0,301,1,0,0,3,20,0,1,129,1,303,445,0,0,4,0,29,0,0,4,0,4,4,1491,0,213,1981
FAYETTEMOSCOW,183,1,13,1,7,1,77,0,0,0,2,4,0,0,21,0,91,502,0,0,0,0,7,1,0,0,0,2,4,378,0,197,894
FAYETTEOAKLAND,244,0,71,6,87,0,469,0,0,2,7,23,0,4,184,0,506,861,2,0,4,0,60,3,0,3,0,11,11,2624,0,315,3579
FAYETTEPARKS,92,1,18,8,12,0,96,0,1,0,2,6,0,1,33,0,135,242,0,0,1,0,4,0,0,0,0,0,2,599,0,111,848
FAYETTEPIPERTON,79,2,20,0,28,0,148,0,0,0,0,18,0,2,153,0,164,244,1,0,1,0,11,1,0,0,0,6,5,844,0,101,1113
FAYETTEROSSVILLE,192,1,15,2,33,1,126,0,0,0,0,21,0,0,69,0,191,486,2,0,0,0,19,1,0,0,0,0,6,835,0,208,1349
FAYETTESOMERVILLE CITY,266,1,31,7,19,0,157,1,1,1,5,21,1,1,105,0,204,757,1,0,1,0,16,3,0,2,0,3,4,898,0,298,1685
FAYETTEWILLISTON,53,0,9,1,11,0,67,0,0,0,2,7,0,1,28,0,91,136,1,0,0,0,8,0,0,6,0,0,0,340,0,62,491
FENTRESSALLARDT,35,0,16,3,21,0,102,0,1,0,1,9,0,0,41,0,141,127,0,0,3,0,9,1,0,0,0,1,1,591,0,51,733
FENTRESSARMATHWAITE,11,0,21,2,15,0,89,0,0,0,3,3,0,0,10,0,39,47,0,0,0,0,3,1,0,0,0,0,0,344,0,32,395
FENTRESSBANNER SPRINGS,21,0,23,0,22,3,54,0,0,0,1,7,0,0,22,0,161,91,1,0,0,0,12,3,0,1,0,3,9,550,0,44,670
FENTRESSCLARKRANGE,46,2,20,2,15,0,108,0,0,0,4,12,0,0,29,0,149,121,0,0,1,0,8,0,0,1,0,2,3,671,0,68,807
FENTRESSCOMMUNITY CENTER,26,1,18,2,11,0,89,1,0,0,2,6,0,0,25,0,131,97,0,0,0,0,11,2,0,1,0,1,3,547,0,45,662
FENTRESSCOURTHOUSE,24,0,9,2,4,1,54,0,0,0,0,1,0,0,16,0,108,101,0,0,0,0,9,0,0,0,0,0,1,395,0,33,506
FENTRESSCROSSROADS,42,2,22,1,13,0,96,1,0,0,1,11,0,1,41,0,159,114,0,0,0,0,8,2,0,0,0,2,3,679,0,66,808
FENTRESSEAST JAMESTOWN,4,0,8,1,2,0,12,0,0,0,0,2,0,0,6,0,17,30,0,0,0,0,5,0,0,0,0,0,2,108,0,12,145
FENTRESSGRIMSLEY,40,1,16,4,15,0,102,0,0,0,0,8,0,0,28,0,160,108,0,0,1,0,9,1,0,1,0,1,4,692,1,57,818
FENTRESSPALL MALL,17,0,8,1,3,0,34,0,0,0,0,0,0,0,21,1,65,42,0,0,0,0,4,0,0,0,0,0,1,232,0,25,279
FENTRESSPINE HAVEN,33,1,15,2,11,0,52,1,0,0,3,5,0,0,36,0,119,97,0,0,4,0,9,2,0,0,0,1,4,467,0,49,584
FENTRESSTINCHTOWN,35,0,12,2,8,0,81,0,0,0,1,8,0,0,31,0,115,86,0,0,0,0,17,1,0,0,0,0,5,531,0,47,640
FENTRESSWEST FENTRESS,18,0,3,0,7,0,28,0,0,0,2,1,0,0,18,0,55,39,0,0,1,0,3,1,0,0,0,0,1,231,0,21,276
FRANKLIN1-1 ANNEX,197,2,90,8,67,0,149,0,0,0,3,39,0,1,101,0,380,646,0,0,5,0,46,1,0,3,0,4,9,1350,0,289,2064
FRANKLIN2-1 CLARK MEMORIAL,187,4,79,13,85,0,160,0,0,0,1,38,0,1,163,0,438,549,0,0,9,0,52,5,0,1,0,6,7,1590,0,270,2219
FRANKLIN3-1 BROADVIEW,57,1,32,3,21,3,81,0,0,0,1,11,0,0,72,0,163,156,0,0,0,0,16,0,0,3,0,1,5,624,0,90,805
FRANKLIN3-2 HUNTLAND,64,0,15,3,35,0,63,0,0,0,2,4,0,1,41,0,162,147,0,0,0,0,6,0,0,0,0,2,0,571,0,79,726
FRANKLIN3-3 WALNUT GROVE,47,2,17,1,12,1,30,0,0,0,0,4,0,0,16,0,77,96,1,0,0,0,5,0,0,0,0,0,0,280,0,66,382
FRANKLIN4-1 BELVIDERE,29,0,14,0,20,0,45,0,0,0,0,9,0,1,16,0,97,82,0,0,0,0,11,0,0,0,0,0,0,331,0,43,424
FRANKLIN4-2 COWAN,96,2,51,4,46,0,89,0,0,0,2,15,0,0,44,0,214,269,1,0,1,0,18,1,0,0,0,4,6,790,0,149,1090
FRANKLIN4-3 LIBERTY,28,1,9,0,25,0,77,1,0,0,0,7,0,1,24,0,114,80,0,0,0,0,7,0,0,0,0,0,1,473,0,38,561
FRANKLIN5-1 KEITH SPRINGS,12,1,5,0,6,0,22,0,0,0,0,2,0,0,5,0,49,38,0,0,0,0,2,0,0,0,0,3,0,127,0,18,170
FRANKLIN5-2 SEWANEE,303,1,237,6,11,0,45,0,0,1,0,33,1,0,76,1,70,827,0,0,2,0,25,3,1,1,0,0,15,311,0,541,1185
FRANKLIN5-3 SHERWOOD,12,0,1,0,0,0,11,0,0,0,0,2,0,0,3,0,39,19,0,0,0,0,0,0,0,0,0,1,0,98,0,13,118
FRANKLIN6-1 ALTO/OAK GROVE,85,1,43,0,12,0,46,0,0,0,0,9,0,0,33,0,152,176,0,0,2,0,6,1,0,0,0,0,2,458,0,129,645
FRANKLIN6-2 CAPITOL HILL,60,0,32,1,16,0,68,0,0,1,3,10,0,0,28,0,164,145,0,0,1,0,18,1,0,1,0,2,2,555,0,92,725
FRANKLIN6-3 UTSI,40,0,18,0,19,0,74,1,0,0,1,10,0,0,41,0,93,142,0,0,2,0,12,0,0,0,0,2,2,529,0,58,689
FRANKLIN7-1 NORTH LAKE,88,0,45,4,68,1,165,1,1,1,1,22,0,1,86,1,228,257,0,0,1,0,34,1,0,1,0,5,4,1010,0,133,1313
FRANKLIN7-2 CG/WINCHESTER SPRINGS,80,2,39,4,55,0,138,0,0,0,3,24,1,0,94,0,260,217,0,0,0,0,17,0,0,2,0,4,4,1016,0,121,1260
FRANKLIN8-1 DECHERD,106,2,34,2,16,1,49,0,1,0,0,7,0,1,26,0,122,271,0,0,0,0,15,0,0,1,0,1,5,475,0,142,768
FRANKLIN8-2 ESTILL SPRINGS,102,4,50,4,42,1,136,0,0,0,2,15,1,1,80,2,251,257,0,0,5,0,29,3,0,0,0,1,4,944,0,156,1243
GIBSON1-1 MEDINA,47,0,46,4,121,2,319,0,0,0,1,39,0,1,119,0,341,310,2,0,2,0,37,0,0,12,0,4,8,2174,0,93,2549
GIBSON1-2 SITKA,23,0,12,1,32,0,96,0,0,0,0,2,1,0,39,0,98,89,0,0,2,0,11,1,0,4,0,2,2,541,0,35,652
GIBSON11-2 MOORE'S CHAPEL,42,1,15,2,33,0,67,0,0,0,1,7,0,2,40,0,129,98,0,0,2,0,13,1,0,0,0,1,5,534,0,58,654
GIBSON11-5 SKULLBONE,15,0,9,2,20,1,47,0,0,0,1,9,0,1,20,1,83,48,0,0,0,0,6,0,0,0,0,2,2,427,0,24,485
GIBSON12 MILAN CPC,56,0,15,2,74,1,99,0,0,0,1,17,0,0,65,1,167,140,1,0,0,0,22,1,0,4,0,2,2,778,0,71,950
GIBSON13 MILAN POLK CLARK,143,0,15,2,14,1,18,0,0,0,0,2,0,0,10,0,32,407,1,0,1,0,6,0,0,0,0,0,1,168,0,158,584
GIBSON14 MILAN 1STASSEMBLY,67,1,14,0,16,0,54,0,0,0,0,7,0,1,22,0,79,216,0,0,3,0,11,1,0,0,0,2,2,413,0,82,648
GIBSON15 MILAN MUNICIPAL,53,1,25,4,42,2,96,0,0,0,1,23,0,0,73,0,133,205,0,0,1,0,19,1,0,2,0,1,8,644,1,79,882
GIBSON16 RUTHERFORD,34,0,15,3,25,2,71,0,0,0,1,8,0,0,32,0,130,155,0,0,2,0,6,2,0,0,0,1,6,528,0,49,700
GIBSON16-1 YORKVILLE,28,1,13,0,23,2,86,0,0,0,1,7,0,0,36,0,110,78,0,0,0,0,1,0,0,1,0,0,0,396,0,42,476
GIBSON16-2 KENTON,37,1,14,1,23,1,58,0,0,0,0,7,0,0,12,0,76,104,0,0,2,0,4,0,0,0,0,2,1,354,0,52,467
GIBSON17-1 BRADFORD,57,0,17,2,23,0,79,0,1,0,2,5,0,2,34,0,96,153,0,0,2,0,12,1,0,1,0,0,3,539,0,74,711
GIBSON18-1 LANEVIEW,12,0,12,1,7,0,40,0,0,0,0,1,0,0,18,0,63,54,0,0,0,0,5,0,0,0,0,2,5,242,0,24,308
GIBSON18-2 GOOD LUCK,23,0,5,0,11,0,27,0,0,0,0,3,0,0,24,1,80,50,0,0,0,0,0,0,0,0,0,0,0,298,0,28,348
GIBSON19-1 DYER,105,1,24,5,26,0,104,0,1,1,0,10,0,1,39,0,175,332,0,0,4,0,23,2,0,0,0,7,4,763,0,130,1135
GIBSON19-2 CURRIE,26,0,14,0,13,1,38,0,0,0,0,5,0,0,32,0,70,62,0,0,1,0,13,0,0,0,0,0,0,297,0,40,373
GIBSON2 HUMBOLDT CHURCH,54,0,12,0,30,0,94,0,0,2,0,7,0,0,57,0,151,177,0,0,0,0,22,3,0,1,0,0,0,596,0,66,799
GIBSON4 ST JAMES BAPTIST,123,0,5,0,8,0,9,0,0,0,0,1,0,0,7,0,8,546,1,0,0,0,4,0,0,0,0,1,0,89,0,128,641
GIBSON5 LANE CHAPEL CHURCH,122,0,10,2,5,0,11,0,0,0,0,3,0,0,3,0,25,486,1,0,0,0,4,1,0,0,0,2,3,114,0,132,611
GIBSON6-4 GIBSON,31,0,5,0,25,1,58,0,0,0,0,5,0,0,29,0,82,76,0,0,0,0,12,1,0,1,0,2,0,361,0,36,453
GIBSON7-2 FRUITLAND,64,0,14,1,24,0,73,0,0,0,0,11,0,0,32,0,110,193,1,0,2,0,3,1,0,0,0,0,2,561,0,78,763
GIBSON8-1 EDISON,33,0,9,0,11,0,24,0,0,0,1,4,0,0,17,0,52,109,0,0,0,0,8,1,0,0,0,1,2,219,0,42,340
GIBSON8-2 BRAZIL,25,0,6,1,15,0,45,0,1,0,0,3,0,2,23,0,98,68,0,0,0,0,8,0,0,0,0,0,1,358,0,31,435
GIBSON9 COURTHOUSE,59,0,22,3,27,0,53,0,0,0,1,5,0,0,37,0,94,157,0,0,0,0,11,0,0,0,0,0,2,508,0,81,678
GILES1A ARDMORE,64,0,27,1,36,1,98,0,0,1,1,10,0,0,44,0,187,203,0,0,2,0,8,1,0,3,0,1,2,751,0,91,971
