precinct,gen_dem_CLINTON,gen_grn_STEIN,gen_ind_WRITE-INS,gen_lib_JOHNSON,gen_rep_TRUMP,gen_rep_VOTES,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_PLEDGE,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,pri_rep_UNCOMMITTED,pri_rep_VOTES,gen_total,rep_pri_total,dem_pri_total
AUTAUGA_10 JONES COMMUNITY CTR,135,1,4,0,218,0,67,0,0,9,0,14,0,25,0,1,6,2,0,0,14,0,75,2,2,358,141,76
AUTAUGA_100 TRINITY METHODIST,285,8,15,60,1801,16,64,1,0,36,3,228,0,291,1,0,0,43,5,0,205,1,572,12,9,2185,1370,101
AUTAUGA_110 CENTRAL AL ELECTRIC,203,0,1,2,120,6,120,1,0,6,1,10,0,16,0,0,0,4,0,0,8,0,46,1,3,332,89,127
AUTAUGA_140 AUTAUGAVILLE VFD,406,0,4,6,312,7,223,1,0,15,4,30,0,49,0,0,0,9,0,0,25,0,103,4,6,735,230,239
AUTAUGA_150 PRATTMONT BAPTIST CH,287,8,13,43,824,8,83,0,1,29,1,64,0,89,0,1,1,14,1,0,71,0,275,7,3,1183,527,113
AUTAUGA_170 CAMELLIA BAPTIST CH,418,4,11,42,1013,4,163,0,1,48,5,111,1,148,0,0,1,27,0,0,91,1,309,12,5,1492,711,212
AUTAUGA_180 OLD KINGSTON VFD,294,2,3,17,400,6,183,0,1,20,1,25,0,42,0,0,1,6,0,0,22,0,133,3,5,722,238,204
AUTAUGA_220 UPPER KINGSTON,228,2,16,22,931,9,77,0,0,25,4,97,0,144,0,0,0,23,0,0,92,0,296,12,4,1208,672,102
AUTAUGA_30 BILLINGSLEY GOVT_ BLDG,35,1,0,1,374,1,18,1,0,0,3,32,1,56,0,0,0,3,1,0,33,0,131,8,2,412,270,19
AUTAUGA_40 E_MEMORIAL CHRISTIAN,765,20,30,95,1998,12,253,0,0,76,6,206,1,314,3,0,4,60,4,0,294,0,490,11,3,2920,1396,329
AUTAUGA_50 WHITE CITY VFD,138,2,2,9,356,1,66,1,0,5,0,29,0,76,0,0,0,1,0,0,33,0,97,2,2,508,240,72
AUTAUGA_60 MARBURY MIDDLE SCH,76,9,7,11,641,3,30,0,0,14,2,48,0,67,1,0,1,5,1,0,19,1,201,6,2,747,354,44
AUTAUGA_70 PINE LEVEL CULTURAL CT,346,7,18,46,2487,20,107,1,0,66,9,249,1,340,0,0,6,32,2,0,224,2,778,17,7,2924,1667,174
AUTAUGA_80 INDEPENDENCE VFD,201,1,1,1,210,1,117,0,0,12,1,4,0,28,1,0,1,6,0,0,6,0,87,5,5,415,144,129
AUTAUGA_90 BOOTH VFD,161,1,6,13,547,7,92,0,0,10,3,51,0,55,0,0,0,22,1,0,31,0,182,3,4,735,352,102
AUTAUGA_ABSENTEE,250,3,12,33,972,4,26,0,0,4,4,17,0,39,0,0,1,13,0,0,40,0,80,3,3,1274,200,30
AUTAUGA_PROVISIONAL,20,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0
BALDWIN_ABSENTEE,946,13,46,138,3349,15,29,0,0,24,10,28,3,93,0,0,1,42,2,0,124,0,219,2,11,4507,535,53
BALDWIN_BARNWELL VFD,232,5,14,34,1508,9,53,0,1,45,5,71,1,207,2,1,2,61,3,0,225,0,546,11,8,1802,1143,99
BALDWIN_BAY MINETTE CIVIC CENTER,704,17,18,75,2734,29,285,0,0,70,15,172,1,370,1,1,8,53,9,0,328,1,1006,42,10,3577,2017,355
BALDWIN_BROMLEY VFD SUBST,196,0,12,17,621,12,77,0,1,19,2,46,1,109,0,0,0,17,0,0,85,0,196,4,2,858,462,97
BALDWIN_CLEAR SPG FELLOWSHIP,8,0,0,0,139,0,2,0,0,5,2,3,0,11,0,0,0,2,0,0,22,0,48,0,1,147,89,7
BALDWIN_CROSSROADS DURANT,126,8,4,6,414,5,51,0,0,12,3,12,0,40,0,0,2,5,0,0,36,0,166,8,2,563,274,63
BALDWIN_DAPHNE CIVIC CENTER,2782,55,153,325,6293,43,899,1,2,353,25,404,6,869,1,0,8,353,9,0,1094,3,1848,79,22,9651,4721,1255
BALDWIN_DAPHNE HIGH SCHOOL,514,23,38,102,1662,12,142,0,1,102,2,116,1,232,1,0,1,80,3,0,260,1,474,18,7,2351,1196,245
"BALDWIN_DOUGLASVILLE, BOYKIN CTR",395,0,1,3,23,8,175,0,0,11,1,3,0,7,1,0,0,1,0,0,2,0,7,0,1,430,23,186
BALDWIN_ELBERTA CIVIC CENTER,210,8,12,48,1377,10,45,0,1,65,7,77,0,116,0,2,3,19,3,0,112,1,537,19,5,1665,901,111
BALDWIN_ELSANOR COMMUNITY,62,1,4,18,868,6,15,0,0,15,0,30,2,100,1,1,2,8,3,0,72,0,333,10,0,959,562,30
BALDWIN_FAIRHOPE CIVIC CENTER,2026,36,102,240,5021,49,566,1,1,334,20,352,3,727,1,3,7,475,12,0,1035,4,1515,85,36,7474,4275,902
BALDWIN_FOLEY CIVIC CENTER,1270,26,46,120,4016,37,357,1,1,195,13,266,2,428,1,1,4,140,3,0,443,4,1449,52,27,5515,2833,554
BALDWIN_FT_ MORGAN VFD #1,79,1,3,9,305,5,26,0,1,13,3,16,1,40,0,0,0,14,0,0,47,0,134,7,0,402,262,40
BALDWIN_GATESWOOD VFD,13,0,1,1,231,1,4,0,0,3,1,7,0,28,0,0,1,4,0,0,16,0,83,4,1,247,145,7
BALDWIN_JOSEPHINE VFD,51,6,7,16,391,0,13,0,0,19,2,24,1,39,0,0,1,16,3,0,67,1,147,3,0,471,304,32
BALDWIN_LILLIAN COMMUNITY,538,13,23,59,2438,7,167,2,6,108,13,119,1,251,4,0,2,90,7,0,312,2,940,30,8,3078,1779,283
BALDWIN_LITTLE RIVER VFD,34,1,0,0,116,2,25,0,0,2,0,6,1,20,1,0,0,0,0,0,4,0,57,1,1,153,91,27
BALDWIN_LOTTIE VFD,11,0,4,0,156,4,5,0,0,3,0,3,0,17,0,0,1,1,0,0,13,0,50,0,2,175,87,8
BALDWIN_LOXLEY TOWN HALL,141,8,10,29,871,6,33,0,0,22,4,62,0,107,0,0,3,23,2,0,79,1,315,9,3,1065,608,55
BALDWIN_MARLOW VFD,298,10,20,43,1400,7,106,0,0,54,3,92,1,170,0,0,2,38,2,0,140,1,508,15,7,1778,979,160
BALDWIN_NEW LIFE ASSEMBLY OF GOD,758,21,40,142,2693,16,233,1,1,125,7,188,4,356,3,0,5,93,5,0,441,0,792,26,10,3670,1930,360
BALDWIN_PERDIDO BEACH VFD,85,3,2,11,491,2,20,0,0,20,1,18,1,43,0,0,1,16,1,0,56,0,196,5,1,594,339,40
BALDWIN_PINEGROVE VFD #1,185,3,4,12,744,4,70,0,0,14,4,26,0,76,1,0,0,4,3,0,83,0,287,9,1,952,494,84
BALDWIN_PROVISIONAL,49,3,0,16,103,0,17,0,1,15,1,30,0,53,0,0,0,18,2,0,58,0,138,2,0,171,302,33
BALDWIN_PT CLEAR ST FRANCIS,345,4,20,16,847,11,103,0,1,37,1,42,0,95,0,0,0,88,2,0,181,1,248,13,5,1243,676,141
BALDWIN_RABUN VFD,38,3,0,5,502,4,11,1,0,9,1,21,0,55,0,0,1,6,2,0,26,0,195,7,3,552,317,21
BALDWIN_ROBERTSDALE CITY HALL,385,12,17,64,2225,16,100,0,0,66,13,148,2,256,0,1,7,48,5,0,203,1,712,26,9,2719,1431,166
BALDWIN_ROSINTON METHODIST,115,8,10,34,1257,2,35,2,0,20,1,61,0,157,0,0,0,18,0,0,118,2,436,12,3,1426,808,57
BALDWIN_SEMINOLE VFD,51,4,5,7,516,0,20,0,0,8,1,29,1,69,1,0,1,10,0,0,37,1,176,4,1,583,331,28
BALDWIN_STAPLETON VFD,64,4,9,26,921,3,19,0,0,13,4,52,1,112,0,0,2,27,1,0,74,0,323,11,3,1027,610,32
BALDWIN_STOCKTON CIVIC BUILDING,26,0,1,3,412,4,14,0,0,6,1,15,0,53,0,0,2,7,0,0,30,0,197,2,0,446,307,20
BALDWIN_SUMMERDALE COMM_,223,6,9,42,1571,8,51,1,0,37,4,98,2,163,0,0,3,25,1,0,171,0,562,21,6,1859,1056,89
BALDWIN_TENSAW VFD,96,0,2,0,40,3,58,0,1,3,0,1,0,2,0,0,0,2,0,0,8,0,20,0,0,141,33,62
BARBOUR_ABSENTEE,353,0,3,4,316,7,135,1,1,7,2,3,0,9,0,0,0,3,0,0,13,0,32,0,0,683,62,144
BARBOUR_BAKERHILL TOWN HALL,152,0,1,2,240,0,85,0,1,8,0,7,0,23,0,0,0,4,0,0,7,0,99,3,3,395,146,94
BARBOUR_BEVILL CENTER,197,4,5,17,783,9,96,0,0,13,1,83,0,71,0,1,0,9,0,0,68,0,259,9,3,1015,504,109
BARBOUR_BLUE SPRINGS CITY HALL,38,0,0,1,209,2,16,0,0,2,0,28,1,43,0,0,2,3,1,0,8,0,61,0,2,250,149,18
BARBOUR_CLAYTON COURTHOUSE,542,3,1,4,306,7,270,0,0,32,0,12,0,45,0,0,2,3,0,0,35,0,102,4,6,863,209,302
BARBOUR_CLIO CITY HALL,233,2,2,2,244,4,104,0,0,10,2,24,0,26,0,1,0,1,0,0,17,0,80,8,3,487,162,114
BARBOUR_ELAMVILLE VOL_ FIRE,65,0,0,0,190,3,33,0,0,0,0,19,0,38,0,0,0,3,0,0,24,0,66,0,2,258,152,33
BARBOUR_EUFAULA COMMUNITY CENTER,472,2,2,9,665,7,266,0,0,26,2,45,1,76,0,1,1,13,1,0,59,0,247,8,2,1157,456,292
BARBOUR_EUFAULA WATER BOARD,486,1,0,5,289,6,269,0,0,21,1,24,2,32,0,0,0,26,0,0,47,0,78,3,1,787,214,290
BARBOUR_FELLOWSHIP BAPTIST,284,1,1,13,792,8,157,0,2,17,0,49,2,77,1,0,0,9,0,0,52,0,248,4,1,1099,443,176
BARBOUR_GREENS CROSSROADS,54,0,0,2,73,2,29,0,2,4,0,9,0,14,0,0,1,0,0,0,13,0,21,3,0,131,61,35
BARBOUR_LOUISVILLE CITY HALL,318,0,2,2,233,0,161,1,0,14,1,16,0,28,0,0,1,5,0,0,31,0,70,1,4,555,157,176
BARBOUR_MCCOO SCHOOL,772,2,4,12,284,15,427,0,1,28,1,30,0,25,0,0,0,9,0,0,34,0,88,3,5,1089,195,456
BARBOUR_MT_ ANDREW COMMUNITY CTR_,127,0,0,3,25,2,90,0,0,5,0,0,0,5,0,0,0,0,0,0,2,0,6,0,0,157,13,95
BARBOUR_PROVISIONAL,23,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0
BARBOUR_SANFORD AVENUE GYM,467,3,7,12,448,3,255,0,1,24,0,39,0,47,0,1,2,32,0,0,71,0,153,6,6,940,357,280
BARBOUR_SPRINGHILL VFD,218,0,4,5,130,0,133,0,0,9,0,9,0,11,0,0,0,3,0,0,10,0,30,1,0,357,64,142
BARBOUR_TEXASVILLE COMMUNITY CTR_,70,0,1,0,204,0,41,1,0,2,0,20,0,39,0,0,0,0,1,0,7,0,70,1,3,275,141,44
BIBB_ABSENTEE,44,0,1,1,194,1,4,0,0,4,3,4,0,18,0,0,0,2,0,0,5,0,21,1,0,241,54,8
BIBB_ALTERNATIVE SCHOOL,342,3,13,35,1439,4,194,0,2,45,5,77,0,192,0,0,6,14,1,0,90,0,416,13,4,1836,818,241
BIBB_BRENT CITY HALL,580,1,5,6,293,0,360,0,1,34,0,20,0,46,0,0,1,4,1,0,18,0,92,11,2,885,195,395
BIBB_CENTREVILLE ROCK BLDG_,235,0,10,13,849,4,128,2,0,35,3,60,0,133,1,0,2,14,3,0,73,0,243,7,8,1111,547,165
BIBB_EOLINE FIRE DEPARTMENT,71,2,2,10,523,1,27,0,0,17,3,30,1,75,2,0,0,13,0,0,26,0,181,4,2,609,337,44
BIBB_GREENPOND FIRE DEPT_,116,3,16,37,1528,7,36,0,0,40,1,97,1,248,0,1,1,14,1,0,83,1,413,12,2,1707,875,76
BIBB_LAWLEY COMMUNITY CTR_,55,2,1,1,376,2,23,0,0,14,0,9,0,68,0,0,1,2,0,0,36,0,119,5,6,437,246,37
BIBB_NATIONAL GUARD ARMORY,277,4,9,15,886,4,111,2,7,38,2,62,1,142,0,0,4,12,0,0,70,0,285,14,5,1195,597,158
BIBB_PROVISIONAL,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
BIBB_SIX MILE COMMUNITY CENTER,154,2,9,6,645,8,59,0,0,19,0,34,0,89,0,0,0,9,0,0,43,0,189,9,1,824,374,78
BLOUNT_ABSENTEE,102,0,3,10,630,8,7,0,1,4,2,6,0,39,0,0,2,3,2,0,25,1,51,6,3,753,140,12
BLOUNT_ALLGOOD TOWN HALL,40,3,1,4,434,4,7,0,0,6,4,36,2,62,0,0,0,9,0,0,44,0,165,6,3,486,331,13
BLOUNT_BLOUNT SPRINGS,27,4,2,7,272,0,3,0,0,11,0,9,0,72,0,0,1,0,0,0,21,0,91,1,0,312,195,14
BLOUNT_BLOUNTSVILLE,158,12,12,18,1322,3,55,1,0,21,2,96,1,186,0,1,3,18,1,0,95,0,478,11,10,1525,902,77
BLOUNT_BROOKSVILLE,33,0,2,9,409,2,5,0,0,1,0,28,0,53,0,0,2,3,0,0,31,0,179,3,3,455,302,6
BLOUNT_CLEVELAND,121,4,5,18,1007,9,23,0,0,23,1,82,1,182,0,0,3,21,0,0,81,1,356,28,8,1164,764,46
BLOUNT_DALLAS-SELFVILLE,71,1,1,12,1187,2,22,0,0,12,3,59,2,173,0,0,2,6,0,0,64,0,442,12,2,1274,765,34
BLOUNT_HAYDEN,192,5,16,33,2418,10,69,2,2,33,7,164,1,435,4,0,4,23,1,0,155,1,683,15,4,2674,1497,106
BLOUNT_HOLLY SPRINGS,19,0,1,1,346,3,7,0,0,5,3,24,0,63,0,0,4,0,0,0,24,1,109,5,0,370,233,12
BLOUNT_LOCUST FORK,96,6,4,18,1372,13,41,0,0,31,1,79,0,249,0,0,6,8,2,0,91,0,471,8,7,1509,922,72
BLOUNT_MT_ HIGH,104,4,19,25,1747,7,19,0,1,30,3,120,0,324,0,0,9,25,2,0,115,0,497,7,3,1906,1105,50
BLOUNT_MURPHREE VALLEY,79,1,1,15,593,6,13,0,0,6,4,37,1,84,0,0,5,8,1,0,50,0,219,12,0,695,421,19
BLOUNT_NECTAR,62,4,2,16,997,7,21,0,0,17,0,59,0,155,1,1,2,8,1,0,69,1,342,2,3,1088,644,38
BLOUNT_ONEONTA,384,11,25,41,2014,19,122,0,0,57,12,176,3,334,1,1,8,58,2,0,317,1,590,32,12,2494,1547,179
BLOUNT_PINE MOUNTAIN,28,1,6,8,391,4,3,0,0,14,1,33,0,87,0,0,0,11,0,0,26,0,135,3,0,438,296,17
BLOUNT_PROVISIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLOUNT_REMLAP,91,2,9,23,965,4,21,0,0,20,2,63,0,180,0,0,4,15,2,0,70,1,320,5,2,1094,664,41
BLOUNT_ROCK SPRINGS,40,3,0,3,483,5,14,0,0,8,0,23,0,60,0,0,2,4,1,0,25,0,202,4,8,534,329,22
BLOUNT_ROSA,58,4,6,20,647,11,5,0,0,10,2,46,0,113,0,1,5,18,1,0,50,1,245,4,7,746,493,15
BLOUNT_ROYAL,39,2,1,1,353,1,7,0,0,10,1,26,0,59,0,0,1,9,0,0,36,1,122,9,4,397,268,17
BLOUNT_SMOKE RISE,95,10,9,17,1095,6,32,0,0,25,1,70,0,194,3,0,5,27,3,0,100,1,332,6,3,1232,745,57
BLOUNT_SNEAD COMMUNITY CTR,78,4,6,12,1025,2,10,0,0,15,4,88,0,117,0,0,0,20,1,0,87,3,371,8,8,1127,707,25
BLOUNT_ST_ MOUNTAIN,66,4,4,13,1478,7,13,0,0,17,2,83,1,277,0,0,3,19,1,0,134,0,459,15,5,1572,999,30
BLOUNT_SUGAR CREEK BANGOR,25,0,4,6,475,6,11,0,0,7,0,36,0,79,1,0,3,5,0,0,41,0,148,5,3,516,321,18
BLOUNT_SUMMIT,49,3,3,2,386,3,18,0,0,7,0,27,0,41,0,0,3,3,2,0,30,0,95,2,0,446,203,25
BLOUNT_SUSAN MOORE,93,1,4,5,762,10,16,0,1,5,1,53,0,80,0,0,1,16,2,0,62,0,288,17,5,875,525,22
BULLOCK_ABERFOIL,139,0,1,0,67,0,100,2,0,2,0,1,0,7,0,0,0,1,0,0,1,0,10,3,4,207,27,104
BULLOCK_ABSENTEE,266,0,2,4,48,3,179,0,0,8,0,0,0,0,0,0,0,2,0,0,1,0,2,2,20,323,27,187
BULLOCK_CORINTH,18,0,0,0,34,0,9,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,16,0,0,52,22,10
BULLOCK_CORNERSTONE,192,0,0,3,76,1,141,0,0,9,0,2,0,6,0,0,0,3,1,0,1,0,17,2,9,272,41,150
BULLOCK_FITZPATRICK,69,0,1,4,148,3,51,0,0,5,2,8,0,13,0,0,0,2,1,0,13,0,47,2,4,225,92,56
BULLOCK_GUERRYTON/SEHOY PLANT RD,72,0,0,0,4,0,50,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,76,2,53
BULLOCK_INDIAN CREEK,73,0,0,0,39,1,51,0,1,2,0,0,0,0,0,0,1,0,0,0,5,0,8,1,1,113,16,54
BULLOCK_INVERNESS,40,0,0,1,53,2,28,0,0,6,0,1,0,5,0,0,0,1,0,0,0,0,27,2,10,96,46,34
BULLOCK_MIDWAY,449,2,1,0,27,5,360,0,1,16,0,1,0,0,0,0,0,0,0,0,0,0,2,0,8,484,11,377
BULLOCK_PEACHBURG,78,1,0,1,21,2,52,0,0,9,1,0,0,0,0,0,0,0,0,0,2,0,6,2,1,103,12,61
BULLOCK_PEROTE,55,1,0,0,68,1,39,1,0,2,1,3,0,5,0,0,0,5,0,0,7,0,19,2,3,125,45,42
BULLOCK_POST OAK,83,0,0,1,187,1,65,0,0,6,1,13,0,20,0,0,0,1,0,0,9,0,50,7,2,272,103,71
BULLOCK_PROVISIONAL,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
BULLOCK_SARDIS,101,0,0,0,22,2,74,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,9,0,2,125,19,74
BULLOCK_THOMPSON,78,0,0,0,29,0,46,0,2,4,0,1,0,8,0,0,0,2,0,0,2,0,9,1,1,107,24,52
BULLOCK_THREE NOTCH US HWY 82 E,115,0,0,1,16,0,79,0,0,4,1,1,0,0,0,0,0,0,0,0,4,0,3,0,1,132,10,83
BULLOCK_UNION SPRINGS ARMORY,1702,6,3,7,300,11,1127,4,5,101,1,16,0,20,0,0,0,6,0,0,15,0,88,18,34,2029,198,1237
BUTLER_ABSENTEE,168,0,0,2,78,0,170,0,0,6,2,3,0,5,0,0,0,0,0,0,11,0,21,2,2,248,46,176
BUTLER_BOLLING-VOTING HOUSE,38,0,0,2,82,0,19,0,0,2,0,7,0,5,0,0,0,1,0,0,6,0,23,0,0,122,42,21
BUTLER_CENTER HILL-VOTING HOUSE,73,0,0,0,54,0,53,0,0,2,0,0,0,3,0,0,0,1,0,0,2,0,22,3,1,127,32,55
BUTLER_CENTRAL VOL_ FIRE DEPT_,218,0,0,4,231,0,138,0,0,14,1,10,1,18,0,0,0,1,0,0,20,0,98,0,2,453,151,152
BUTLER_CHAPMAN POST OFFICE,25,0,2,2,120,0,11,0,1,6,1,10,0,4,0,0,0,1,0,0,6,0,47,0,2,149,71,18
BUTLER_DUNBAR COMMUNITY CTR_,803,2,6,4,162,5,470,1,0,23,0,14,0,16,0,0,0,3,0,0,18,1,60,0,1,982,113,494
BUTLER_FRIENDSHIP OLD SCHOOL,9,0,0,1,117,0,0,0,0,1,0,3,0,16,0,0,0,2,0,0,6,0,67,2,0,127,96,1
BUTLER_GARLAND-VOTING HOUSE,80,1,0,0,185,0,40,0,0,1,1,13,0,26,0,0,0,1,0,0,3,0,55,2,3,266,104,41
BUTLER_GREENVILLE POLICE DEPART_,634,0,8,6,580,5,359,0,0,24,3,59,0,72,0,0,1,19,0,0,84,1,177,4,3,1233,423,383
BUTLER_HARRISON - VOTING HOUSE,24,0,0,1,205,0,14,0,0,3,2,12,0,20,0,0,0,3,0,0,6,1,79,0,1,230,124,17
BUTLER_HEALTH DEPARTMENT,415,4,5,21,749,14,210,0,2,18,2,61,0,114,0,0,0,24,2,0,101,0,239,8,8,1208,559,230
BUTLER_INDUSTRY,4,0,0,0,132,1,1,0,0,2,0,4,0,11,0,0,0,1,0,0,17,0,57,2,1,137,93,3
BUTLER_MANNINGHAM - VOTING HOUSE,110,0,1,1,115,1,70,0,0,7,0,7,0,23,0,0,0,1,0,0,15,0,33,2,0,228,81,77
BUTLER_MCKENZIE TOWN HALL,94,0,0,3,253,1,58,0,0,6,1,30,1,14,0,0,1,0,0,0,9,0,98,1,1,351,156,64
BUTLER_MCLAINS - VOTING HOUSE,99,0,0,4,399,4,57,1,0,7,1,29,0,32,0,0,0,9,0,0,21,0,134,3,0,506,229,65
BUTLER_MIDWAY - VOTING HOUSE,71,1,0,5,149,4,50,0,1,4,1,11,0,27,0,0,0,2,0,0,9,0,55,0,2,230,107,55
BUTLER_PROVIDENCE-VOTING HOUSE,120,0,1,1,308,4,75,1,0,6,2,20,0,19,0,0,0,5,0,0,16,0,128,0,3,434,193,82
BUTLER_PROVISIONAL,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
BUTLER_ROCKY CREEK-VOTING HOUSE,40,2,2,0,237,2,20,0,0,7,1,19,0,39,0,0,0,5,1,0,20,0,76,2,6,283,169,27
BUTLER_SEARCY - VOLUNTEER FIRE,60,0,1,2,142,1,34,0,0,2,0,11,0,22,0,0,3,2,0,0,15,0,46,0,0,206,99,36
BUTLER_SR_ MUTLI PURPOSE CTR_,561,2,1,2,324,3,303,0,1,13,2,28,0,26,0,1,0,5,0,0,17,0,96,8,4,893,187,317
BUTLER_STEINER'S STORE,20,1,0,2,144,3,12,0,0,1,1,17,0,9,0,0,1,0,0,0,13,0,63,2,1,170,107,13
CALHOUN_ABSENTEE,423,6,17,34,961,10,31,0,1,13,8,13,0,42,0,0,0,16,1,0,40,1,64,4,1,1451,190,45
CALHOUN_ALEXANDRIA CIVITAN CLUB,325,10,18,40,1843,12,128,0,0,32,8,172,1,261,5,0,5,37,1,0,189,0,454,13,9,2248,1155,160
CALHOUN_ANGEL FIRE STATION,118,1,4,12,586,0,39,0,1,16,0,40,0,91,0,1,3,10,0,0,68,0,171,5,0,721,389,56
CALHOUN_ANNISTON CARVER CENTER,301,0,2,2,3,2,167,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,310,7,179
CALHOUN_ANNISTON GOLDEN SPRINGS,803,13,35,63,1831,17,315,0,2,73,9,147,2,269,1,0,6,103,4,0,333,1,590,15,4,2762,1484,390
CALHOUN_ASBERRY BAPTIST CHURCH,91,5,3,19,875,1,29,0,2,19,5,66,0,101,0,0,5,14,2,0,55,1,232,7,0,994,488,50
CALHOUN_BETTA VIEW CHURCH CHRIST,295,11,18,32,1303,4,117,0,0,47,5,91,1,188,0,1,0,32,2,0,105,1,407,7,0,1663,840,164
CALHOUN_EAGLEPOINT CHURCH,493,15,22,50,860,5,172,1,0,82,2,67,2,103,1,0,0,27,0,0,126,1,198,7,3,1445,537,255
CALHOUN_EULATON UNITED METHODIST,123,3,2,7,543,9,48,0,0,13,2,39,0,57,0,0,0,7,0,0,27,0,176,9,1,687,318,61
CALHOUN_FRIENDSHIP BAPTIST CHURCH,96,4,11,15,776,5,35,0,0,21,2,53,1,107,0,1,2,21,2,0,92,0,193,5,1,907,480,56
CALHOUN_FRIENDSHIP COMM_ CENTER,266,4,11,28,1228,7,124,2,0,34,4,98,1,169,1,0,5,37,1,0,156,0,357,13,4,1544,846,160
CALHOUN_GOD'S COVENANT MINISTRY,205,1,5,11,377,2,84,0,0,11,1,23,0,24,0,0,1,2,0,0,23,1,128,3,0,601,206,95
CALHOUN_HOBSON CITY - CITY HALL,318,0,1,2,42,1,158,0,0,10,0,3,0,8,0,0,0,0,0,0,8,0,6,0,1,364,26,168
CALHOUN_JACKSONVILLE 1ST BAPTIST,382,19,20,73,899,10,113,0,0,102,3,79,0,141,0,0,2,66,4,0,183,0,246,9,10,1403,743,215
CALHOUN_OXFORD CHEAHA CLUBHOUSE,168,7,5,11,533,6,54,2,0,19,4,39,0,67,0,0,2,13,1,0,50,1,171,4,2,730,354,75
CALHOUN_OXFORD PUBLIC LIBRARY,150,6,9,14,365,5,52,0,0,25,1,17,0,41,1,0,1,14,0,0,23,0,109,4,5,549,216,77
CALHOUN_PIEDMONT FIRE STATION,322,7,6,18,1230,18,133,0,0,38,1,100,2,107,0,0,4,26,1,0,85,0,348,10,9,1601,693,171
CALHOUN_PROVISIONAL,44,0,0,2,59,1,6,0,0,6,1,2,0,5,0,0,0,0,0,0,3,0,12,0,0,106,23,12
CALHOUN_SAKS HIGH SCHOOL,820,11,22,66,1782,19,324,1,1,85,6,177,1,210,2,0,6,62,4,0,179,3,542,24,6,2720,1222,411
CALHOUN_THE DONOHO SCHOOL,185,11,9,26,573,9,59,0,0,21,3,31,1,74,1,0,2,92,1,0,131,1,194,10,2,813,543,80
CALHOUN_WEBSTERS CHAPEL FIRE DEPT,77,3,7,18,824,7,21,0,0,18,5,49,0,98,0,0,0,14,3,0,63,0,236,7,2,936,477,39
CALHOUN_WEST PARK HEIGHTS BAPTIST,149,6,3,20,1060,4,42,1,1,27,4,56,0,92,0,1,1,10,1,0,61,1,354,1,2,1242,584,71
CALHOUN_WHITE PLAINS 1ST BAPTIST,96,6,4,14,782,7,32,0,0,19,5,72,0,115,3,2,0,25,0,0,66,0,213,5,1,909,507,51
CHAMBERS_ABSENTEE,195,0,2,4,332,2,16,0,0,2,2,2,0,7,0,0,1,0,0,0,9,0,34,4,1,535,60,18
CHAMBERS_BUFFALO,118,1,0,1,152,3,69,0,1,8,1,15,0,24,0,0,0,3,0,0,6,0,42,7,9,275,107,78
CHAMBERS_CUSSETA,83,2,0,5,187,4,34,0,0,1,0,7,0,26,1,0,1,4,1,0,11,0,60,4,1,281,116,35
CHAMBERS_FIVE POINTS,163,2,2,0,89,0,108,0,0,4,0,6,0,9,0,0,0,1,0,0,6,0,26,1,3,256,52,112
CHAMBERS_FREDONIA,68,5,5,4,266,0,43,0,1,8,1,22,1,37,0,0,0,6,1,0,22,0,76,2,0,348,168,52
CHAMBERS_HUGULEY,417,6,4,30,1138,8,201,0,0,32,0,75,0,112,0,0,4,29,3,0,91,0,291,8,2,1603,615,233
CHAMBERS_LAFAYETTE,899,2,2,9,449,2,508,3,1,42,4,32,3,55,0,0,0,13,0,0,25,0,120,13,12,1363,277,554
CHAMBERS_LAKEVIEW,67,4,1,4,246,1,29,0,0,5,5,30,1,21,0,1,1,4,0,0,19,0,61,2,3,323,148,34
CHAMBERS_LANETT,1508,5,9,25,927,16,746,2,0,36,6,64,1,122,0,0,0,33,2,0,104,1,271,9,10,2490,623,784
CHAMBERS_MILLTOWN,54,0,3,0,124,1,32,0,0,2,1,3,1,19,0,0,0,0,0,0,5,0,49,0,2,182,80,34
