precinct,gen_dem_CLINTON,gen_ind_CASTLE,gen_ind_FUENTE,gen_ind_JOHNSON,gen_ind_STEIN,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
BREVARD_12009207 PRECINCT 207,681,9,0,66,13,1035,101,7,63,3,4,0,34,0,0,0,0,11,1,44,1,99,1804,197,171
BREVARD_12009208 PRECINCT 208,598,2,1,41,18,927,163,6,122,5,5,0,72,1,0,0,0,43,1,142,0,269,1587,538,291
BREVARD_12009209 PRECINCT 209,584,6,0,41,12,663,140,3,90,8,4,1,57,0,0,0,1,7,3,43,0,142,1306,266,233
BREVARD_12009210 PRECINCT 210,288,1,2,18,2,357,84,3,68,2,3,0,39,0,0,0,0,12,0,37,1,89,668,183,155
BREVARD_12009211 PRECINCT 211,1115,8,5,78,33,1335,363,11,206,18,7,3,185,1,0,1,3,44,3,161,0,254,2574,680,580
BREVARD_12009212 PRECINCT 212,699,3,2,36,17,516,203,4,68,12,4,0,40,0,0,1,0,35,1,81,0,167,1273,341,275
BREVARD_12009213 PRECINCT 213,344,1,0,11,5,150,106,4,39,2,1,0,7,0,0,0,0,2,1,24,0,38,511,75,149
BREVARD_12009214 PRECINCT 214,942,2,3,49,15,768,254,16,145,11,3,1,65,0,0,1,0,17,0,92,1,167,1779,358,415
BREVARD_12009215 PRECINCT 215,374,2,0,38,8,674,121,2,72,10,3,1,44,0,0,0,0,34,1,97,0,216,1096,406,195
BREVARD_12009216 PRECINCT 216,1792,10,2,142,43,2930,468,30,325,15,20,1,313,2,0,1,0,112,3,421,1,747,4919,1636,823
BREVARD_12009217 PRECINCT 217,889,5,2,84,29,1844,249,12,194,11,5,1,203,1,0,1,0,80,3,224,0,496,2853,1025,455
BREVARD_12009218 PRECINCT 218,178,0,0,14,8,287,46,1,39,2,3,1,23,0,0,0,0,13,0,29,0,91,487,162,86
BREVARD_12009219 PRECINCT 219,1658,12,6,93,24,1487,534,16,261,15,5,1,171,2,0,0,1,48,5,217,0,345,3280,810,811
BREVARD_12009220 PRECINCT 220,200,2,1,12,1,339,55,3,35,1,2,1,25,0,0,2,1,13,0,50,0,80,555,175,93
BREVARD_12009221 PRECINCT 221,919,2,1,51,10,1411,277,9,142,10,7,0,120,0,1,0,1,65,0,224,1,461,2394,890,428
BREVARD_12009222 PRECINCT 222,1056,2,2,81,26,1501,284,8,193,11,12,1,123,1,0,0,1,79,1,220,1,447,2668,897,485
BREVARD_12009223 PRECINCT 223,203,4,1,28,13,287,27,0,20,0,0,1,32,1,0,0,0,6,1,40,0,58,536,139,47
BREVARD_12009224 PRECINCT 224,1530,9,2,152,38,2005,463,12,249,9,9,0,286,1,1,1,0,70,0,313,2,429,3736,1121,724
BREVARD_12009225 PRECINCT 225,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
BREVARD_12009226 PRECINCT 226,916,4,3,66,29,1380,241,7,199,14,6,1,104,1,0,0,0,47,2,165,0,340,2398,680,447
BREVARD_12009227 PRECINCT 227,51,0,1,2,3,84,21,1,9,0,1,0,16,0,0,0,0,7,0,8,0,23,141,55,31
BREVARD_12009228 PRECINCT 228,327,1,0,26,10,503,82,7,63,3,7,0,71,0,0,0,0,12,0,51,0,107,867,251,152
BREVARD_12009229 PRECINCT 229,118,0,0,17,3,280,27,0,12,2,1,0,36,0,0,0,0,20,0,56,0,96,418,211,39
BREVARD_12009230 PRECINCT 230,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,2,0
BREVARD_12009231 PRECINCT 231,523,0,2,7,7,202,127,2,38,3,4,0,11,0,0,0,0,3,0,16,0,36,741,73,167
BREVARD_12009233 PRECINCT 233,428,1,0,5,3,34,160,1,33,0,0,0,2,0,0,0,0,0,0,7,0,10,471,19,194
BREVARD_12009234 PRECINCT 234,94,2,0,3,5,115,29,1,13,1,4,0,15,0,0,0,0,3,0,15,1,24,219,63,43
BREVARD_12009235 PRECINCT 235,607,3,0,54,22,1241,142,11,114,13,3,0,122,0,0,0,0,38,1,153,1,356,1927,687,267
BREVARD_12009236 PRECINCT 236,195,0,0,7,6,304,42,1,34,2,0,0,26,0,0,0,0,9,0,45,0,106,512,188,77
BREVARD_12009237 PRECINCT 237,10,0,0,1,0,30,3,0,3,0,1,0,1,0,0,0,0,0,0,8,0,5,41,15,6
BREVARD_12009238 PRECINCT 238,9,0,0,0,0,26,1,0,4,0,0,0,5,0,0,0,0,0,0,4,0,9,35,18,5
BREVARD_12009300 PRECINCT 300,1071,6,2,34,23,571,331,6,109,4,4,0,53,0,0,0,0,19,2,85,1,150,1707,318,446
BREVARD_12009301 PRECINCT 301,512,6,0,64,12,1222,122,8,88,10,5,0,177,0,0,0,0,42,4,161,0,301,1816,700,218
BREVARD_12009302 PRECINCT 302,738,7,2,63,18,1940,183,12,147,7,7,0,244,0,0,0,0,66,1,197,0,491,2768,1013,342
BREVARD_12009303 PRECINCT 303,2372,15,5,142,66,2415,561,23,342,22,17,2,237,0,0,2,2,69,1,238,1,576,5015,1167,926
BREVARD_12009304 PRECINCT 304,1225,7,4,63,16,2246,398,32,204,15,10,1,123,1,0,0,0,66,3,181,0,578,3561,978,634
BREVARD_12009305 PRECINCT 305,834,3,0,67,30,1240,213,4,172,11,8,0,139,0,0,1,0,83,2,216,0,319,2174,779,389
BREVARD_12009306 PRECINCT 306,723,0,2,15,7,203,263,2,51,0,0,0,16,0,0,0,0,10,0,22,0,36,950,84,316
BREVARD_12009307 PRECINCT 307,403,2,0,27,9,688,97,6,50,6,10,0,67,0,0,1,0,33,0,100,0,169,1129,386,153
BREVARD_12009308 PRECINCT 308,1066,10,4,93,40,1419,253,9,187,13,5,0,153,1,0,1,0,35,0,162,1,335,2632,706,449
BREVARD_12009309 PRECINCT 309,3086,32,9,251,59,4270,651,38,499,44,32,3,517,1,0,0,5,166,5,616,0,958,7707,2347,1188
BREVARD_12009310 PRECINCT 310,827,7,2,72,30,1032,190,8,177,14,9,0,132,0,0,0,0,33,0,163,0,259,1970,610,375
BREVARD_12009311 PRECINCT 311,790,1,0,50,23,1226,213,6,135,2,3,1,123,1,1,0,1,65,2,199,0,398,2090,796,354
BREVARD_12009312 PRECINCT 312,582,0,0,40,17,1177,185,10,105,13,4,1,61,0,1,0,0,27,2,97,1,348,1816,555,300
BREVARD_12009313 PRECINCT 313,2495,15,7,143,51,2913,714,17,274,22,10,3,322,1,0,0,1,63,1,301,0,647,5624,1371,1005
BREVARD_12009314 PRECINCT 314,1103,8,3,87,28,1348,263,15,165,8,8,0,161,1,0,0,0,32,1,142,0,295,2577,648,443
BREVARD_12009315 PRECINCT 315,1545,12,3,92,34,1459,427,13,189,14,14,1,150,1,0,0,1,53,0,160,0,287,3145,681,629
BREVARD_12009316 PRECINCT 316,1161,13,5,74,36,1315,303,9,185,7,5,1,142,1,0,1,2,17,2,100,0,278,2604,556,497
BREVARD_12009317 PRECINCT 317,1797,11,2,114,30,1955,464,18,231,15,9,1,209,1,0,1,1,89,1,252,1,456,3909,1036,713
BREVARD_12009318 PRECINCT 318,963,2,1,64,15,1527,253,8,168,8,1,1,140,1,0,0,1,83,2,240,0,500,2572,977,429
BREVARD_12009319 PRECINCT 319,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0
BREVARD_12009320 PRECINCT 320,24,0,0,0,2,50,11,0,3,0,0,0,11,0,0,0,0,0,0,15,0,9,76,35,14
BREVARD_12009321 PRECINCT 321,133,3,1,9,1,119,35,1,24,3,0,1,8,0,0,0,0,6,0,11,0,26,266,55,60
BREVARD_12009322 PRECINCT 322,1700,10,9,87,35,1636,476,14,231,14,11,0,161,0,0,0,0,18,2,186,0,375,3477,767,721
BREVARD_12009323 PRECINCT 323,147,0,0,15,7,131,29,1,39,1,0,0,18,0,0,0,0,9,0,20,1,34,300,83,69
BREVARD_12009324 PRECINCT 324,226,2,0,17,3,407,50,0,43,1,0,1,34,1,0,0,0,12,1,46,0,125,655,221,93
BREVARD_12009400 PRECINCT 400,1500,5,10,132,33,1770,340,14,252,10,6,1,189,2,0,1,1,55,0,231,1,383,3450,880,606
BREVARD_12009402 PRECINCT 402,1084,12,4,110,34,1781,282,17,245,17,9,0,181,0,0,2,0,49,4,217,2,430,3025,911,544
BREVARD_12009403 PRECINCT 403,311,6,1,47,9,607,83,2,85,3,2,0,60,2,0,1,0,11,0,72,0,134,981,285,170
BREVARD_12009404 PRECINCT 404,1659,6,4,166,50,2741,401,22,378,22,9,1,306,2,0,1,0,135,3,455,0,780,4626,1714,801
BREVARD_12009405 PRECINCT 405,1426,3,3,156,35,2381,363,17,296,17,11,2,283,1,0,0,3,135,6,417,0,654,4004,1529,676
BREVARD_12009406 PRECINCT 406,1749,7,3,130,32,2823,422,8,263,24,8,1,327,0,0,0,1,133,3,449,1,737,4744,1684,693
BREVARD_12009407 PRECINCT 407,88,0,0,6,4,212,16,1,17,0,0,0,27,0,0,0,0,5,0,22,0,58,310,112,34
BREVARD_12009408 PRECINCT 408,428,2,2,36,26,578,86,1,104,4,1,0,61,0,0,0,0,12,1,76,0,119,1072,274,191
BREVARD_12009409 PRECINCT 409,1647,5,4,170,41,2896,157,9,101,6,6,0,92,1,0,0,1,30,0,127,0,239,4763,502,267
BREVARD_12009410 PRECINCT 410,211,2,2,17,8,412,49,2,38,4,1,0,45,0,0,0,0,13,1,42,0,88,652,194,89
BREVARD_12009411 PRECINCT 411,364,1,0,32,8,444,84,1,73,2,2,0,36,0,1,0,0,21,1,65,0,116,849,244,158
BREVARD_12009412 PRECINCT 412,331,0,0,34,5,546,76,4,45,3,1,0,66,1,0,0,0,22,1,108,1,158,916,361,125
BREVARD_12009414 PRECINCT 414,1401,11,4,139,37,1864,317,19,255,12,14,1,224,1,0,2,0,54,0,249,0,405,3456,962,591
BREVARD_12009415 PRECINCT 415,840,8,4,118,19,1422,212,11,168,6,8,0,155,0,0,0,0,63,1,220,0,376,2411,829,391
BREVARD_12009416 PRECINCT 416,459,7,1,35,6,1063,90,4,65,10,4,0,67,1,0,1,0,33,2,132,0,213,1571,463,159
BREVARD_12009417 PRECINCT 417,1430,6,3,101,16,1983,375,11,211,14,10,0,224,0,0,1,2,79,2,292,0,516,3539,1140,597
BREVARD_12009418 PRECINCT 418,809,3,2,68,19,1510,169,4,99,3,5,0,132,0,0,0,1,39,0,253,0,382,2411,815,272
BREVARD_12009419 PRECINCT 419,686,0,1,50,12,1274,68,1,21,6,2,0,57,0,0,0,1,50,0,96,2,148,2023,362,90
BREVARD_12009420 PRECINCT 420,944,3,0,69,13,1493,218,10,138,24,5,0,171,0,0,0,1,76,0,259,0,434,2522,970,366
BREVARD_12009421 PRECINCT 421,1096,3,0,78,8,2127,272,9,130,16,8,3,240,2,1,0,0,126,5,459,0,614,3312,1474,411
BREVARD_12009422 PRECINCT 422,1379,10,4,163,28,2609,302,15,240,14,10,0,349,1,0,0,1,93,7,427,0,646,4193,1548,557
BREVARD_12009424 PRECINCT 424,1050,7,1,107,18,1587,205,7,135,5,3,1,164,0,0,0,0,72,0,299,1,398,2770,943,347
BREVARD_12009425 PRECINCT 425,220,1,0,14,3,337,83,2,24,4,0,0,39,0,0,0,0,19,0,79,0,107,575,248,109
BREVARD_12009426 PRECINCT 426,404,1,2,42,6,1035,108,3,68,2,6,0,133,0,0,0,0,49,2,165,0,304,1490,661,179
BREVARD_12009427 PRECINCT 427,1182,8,4,135,22,2214,283,4,179,8,11,2,306,1,0,0,3,91,3,372,0,541,3565,1338,466
BREVARD_12009428 PRECINCT 428,1483,10,3,106,23,2390,369,12,219,12,12,2,302,2,0,1,1,118,2,418,1,585,4015,1456,600
BREVARD_12009429 PRECINCT 429,812,1,1,27,4,1275,307,5,107,10,2,3,110,1,0,1,1,70,1,274,0,476,2120,949,419
BREVARD_12009430 PRECINCT 430,242,0,0,15,3,550,59,4,24,10,4,0,61,0,0,0,0,30,0,108,0,165,810,378,87
BREVARD_12009431 PRECINCT 431,427,5,0,26,14,726,117,5,68,7,4,2,81,0,1,0,1,22,1,113,0,199,1198,431,190
BREVARD_12009432 PRECINCT 432,43,0,1,1,1,88,12,2,2,0,0,0,7,1,0,0,0,5,0,12,0,28,134,53,16
BREVARD_12009433 PRECINCT 433,6,0,0,0,0,17,6,0,2,0,0,0,0,0,0,0,0,0,0,1,0,8,23,9,8
BREVARD_12009434 PRECINCT 434,3,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,2,0
BREVARD_12009435 PRECINCT 435,22,0,0,7,0,36,7,0,6,1,1,0,5,0,0,0,0,1,0,2,0,8,65,18,13
BREVARD_12009436 PRECINCT 436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BREVARD_12009437 PRECINCT 437,155,3,1,25,6,274,22,0,33,1,0,1,24,0,0,0,0,10,1,28,0,57,464,122,55
BREVARD_12009500 PRECINCT 500,508,7,0,22,8,704,125,6,105,4,3,0,52,0,0,0,1,20,0,85,0,183,1249,348,236
BREVARD_12009501 PRECINCT 501,207,2,0,22,4,252,69,4,60,5,1,0,47,0,0,0,0,8,0,44,1,57,487,163,133
BREVARD_12009502 PRECINCT 502,834,8,4,103,25,1345,191,10,217,8,3,1,131,1,0,1,1,37,2,157,0,300,2319,642,418
BREVARD_12009503 PRECINCT 503,957,5,3,86,18,1497,232,12,162,20,14,0,213,0,1,0,0,65,1,223,0,380,2566,917,406
BREVARD_12009504 PRECINCT 504,212,3,0,8,4,408,68,0,29,3,0,1,27,0,0,0,0,8,0,37,1,125,635,202,97
BREVARD_12009505 PRECINCT 505,969,1,3,86,23,1754,229,7,173,8,6,1,175,2,0,0,0,101,2,294,0,476,2836,1065,409
BREVARD_12009506 PRECINCT 506,769,1,1,62,22,1142,205,9,134,6,5,1,132,1,0,0,0,50,1,191,0,306,1997,693,348
BREVARD_12009507 PRECINCT 507,1177,18,5,126,46,1937,200,14,211,13,9,0,145,0,0,1,1,39,1,149,0,380,3309,738,425
BREVARD_12009508 PRECINCT 508,561,1,3,64,17,934,156,8,86,8,1,0,75,0,0,1,0,45,2,161,0,278,1580,571,250
BREVARD_12009509 PRECINCT 509,274,2,0,17,11,268,79,4,76,3,3,0,27,0,0,0,1,7,0,37,0,55,572,133,159
BREVARD_12009510 PRECINCT 510,2613,23,4,145,53,3183,744,18,397,16,12,0,469,1,0,0,4,92,1,415,1,700,6021,1711,1159
BREVARD_12009511 PRECINCT 511,554,10,0,76,14,1382,152,8,118,12,8,1,157,0,0,0,0,51,1,222,0,352,2036,804,278
BREVARD_12009512 PRECINCT 512,596,5,2,49,18,1706,183,14,125,9,14,0,231,0,0,0,1,48,0,197,0,388,2376,888,322
BREVARD_12009513 PRECINCT 513,163,1,0,4,2,271,59,2,32,4,2,0,21,0,0,0,0,4,0,35,0,85,441,151,93
BREVARD_12009515 PRECINCT 515,961,2,3,65,22,1548,223,5,155,7,3,1,124,0,0,0,1,65,2,262,1,439,2601,905,383
BREVARD_12009516 PRECINCT 516,2070,14,3,98,47,2066,514,12,276,7,10,1,184,1,0,0,2,28,1,187,0,420,4298,841,802
BREVARD_12009517 PRECINCT 517,1943,6,8,111,38,1999,543,12,230,15,10,1,222,0,0,0,0,29,1,195,1,402,4105,876,785
BREVARD_12009518 PRECINCT 518,996,10,3,83,18,1597,220,16,179,10,6,1,187,1,1,1,2,49,6,209,2,375,2707,850,415
BREVARD_12009519 PRECINCT 519,2155,14,9,93,47,2074,632,20,222,11,11,0,213,1,0,0,2,30,3,204,1,445,4392,921,874
BREVARD_12009520 PRECINCT 520,1476,14,3,96,30,1602,412,13,189,13,8,0,150,2,0,0,4,16,2,151,0,310,3221,656,614
BREVARD_12009521 PRECINCT 521,1577,12,1,112,38,1781,415,13,198,11,10,2,214,1,0,1,2,29,1,182,0,345,3521,798,626
BREVARD_12009522 PRECINCT 522,122,0,0,10,1,187,45,2,16,0,0,0,16,0,0,0,0,4,0,9,0,38,320,67,63
BREVARD_12009523 PRECINCT 523,284,3,0,19,10,352,72,2,66,4,3,1,53,0,0,0,0,9,0,57,0,79,668,206,140
BREVARD_12009524 PRECINCT 524,4,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2
BREVARD_12009525 PRECINCT 525,229,2,0,18,2,401,40,0,15,2,2,0,41,1,0,0,1,6,0,53,0,69,652,175,55
BREVARD_12009527 PRECINCT 527,690,2,1,50,9,917,200,4,71,9,3,2,107,0,0,0,0,10,2,82,0,156,1669,371,275
BREVARD_12009528 PRECINCT 528,339,4,0,29,9,388,84,8,75,3,2,0,44,0,0,2,0,6,0,33,0,72,769,162,167
BREVARD_12009529 PRECINCT 529,488,7,0,45,19,674,100,5,121,13,2,0,76,0,0,0,2,23,0,93,0,152,1233,361,226
BREVARD_12009530 PRECINCT 530,245,2,1,19,2,410,66,0,51,4,1,0,40,0,0,0,0,10,0,42,0,95,679,192,117
BREVARD_12009999 PRECINCT 999,238,2,3,33,8,373,42,0,27,10,6,1,36,0,0,0,0,14,0,62,0,69,657,198,69
BROWARD_12011A001 A001 1,1224,2,2,69,24,1859,296,9,160,3,8,0,86,0,0,1,1,67,4,154,0,551,3180,875,465
BROWARD_12011A002 A002 2,528,1,3,24,9,412,107,2,64,2,2,0,14,1,0,0,0,3,2,19,1,85,977,129,173
BROWARD_12011A003 A003 3,669,0,0,8,4,636,236,6,119,1,0,0,10,0,0,0,0,8,0,57,0,128,1317,204,361
BROWARD_12011A004 A004 4,582,3,0,26,10,467,109,5,66,0,2,0,13,0,0,0,0,4,0,40,0,98,1088,157,180
BROWARD_12011A005 A005 5,552,0,0,18,14,686,123,1,49,2,1,0,31,0,0,0,1,29,0,67,0,187,1270,318,173
BROWARD_12011A006 A006 6,1058,1,3,32,14,446,218,3,106,3,2,0,20,0,0,0,0,6,1,34,1,63,1554,130,327
BROWARD_12011A007 A007 7,672,1,0,16,12,571,128,3,68,3,0,0,24,0,0,0,1,17,0,63,0,151,1272,259,199
BROWARD_12011A008 A008 8,303,2,0,1,2,27,95,1,16,0,0,0,0,0,0,0,0,1,0,4,0,3,335,8,112
BROWARD_12011A009 A009 9,1236,2,2,15,6,906,435,7,189,6,0,1,24,2,0,0,0,12,1,40,1,218,2167,305,631
BROWARD_12011A010 A010 10,359,1,1,17,14,437,71,1,61,1,1,1,15,1,0,0,0,13,0,41,0,117,829,190,133
BROWARD_12011A011 A011 11,1321,0,0,9,3,40,493,3,67,1,2,0,2,0,0,0,0,1,0,1,0,3,1373,10,563
BROWARD_12011A012 A012 12,831,1,1,16,10,606,234,4,93,3,0,0,22,1,0,0,1,23,0,56,0,136,1465,242,331
BROWARD_12011A013 A013 13,1219,0,3,43,18,1044,236,9,128,6,1,0,48,1,0,0,0,40,0,97,0,233,2327,426,373
BROWARD_12011A014 A014 14,1341,5,1,46,19,821,287,3,122,5,2,0,54,0,0,0,0,7,0,68,1,138,2233,275,412
BROWARD_12011A015 A015 15,1234,0,1,10,6,86,320,1,56,2,3,0,3,0,0,0,0,1,0,9,1,7,1337,26,377
BROWARD_12011A016 A016 16,817,0,0,15,7,605,165,1,93,5,1,0,34,0,0,1,0,41,0,53,0,145,1444,280,259
BROWARD_12011A017 A017 17,154,1,0,4,1,144,40,0,15,0,0,0,6,1,0,0,0,3,0,9,0,33,304,52,55
BROWARD_12011A018 A018 18,766,0,0,3,1,136,174,2,46,2,1,0,7,0,0,0,0,0,0,16,0,20,906,46,222
BROWARD_12011A019 A019 19,674,0,0,14,15,545,129,1,91,0,2,0,31,0,0,0,0,19,0,49,0,127,1248,228,221
BROWARD_12011A020 A020 20,791,4,0,12,9,511,160,4,73,2,2,0,29,0,0,0,1,5,0,35,1,100,1327,175,237
BROWARD_12011A021 A021 21,889,3,0,18,16,238,133,1,69,1,2,0,21,0,0,0,0,3,0,12,0,26,1164,65,203
BROWARD_12011A022 A022 22,877,0,0,7,4,85,172,1,45,3,0,0,1,0,0,0,0,1,0,9,0,15,973,29,218
BROWARD_12011A023 A023 23,502,1,0,9,6,83,80,0,26,1,2,0,8,0,0,0,0,0,0,8,0,10,601,29,106
BROWARD_12011A024 A024 24,678,1,1,7,7,109,90,2,47,1,1,0,9,1,0,0,1,3,0,13,0,19,803,48,139
BROWARD_12011B001 B001 25,201,1,0,13,2,744,39,2,25,2,0,0,39,0,0,0,0,30,1,78,0,269,961,419,66
BROWARD_12011B002 B002 26,491,0,1,24,3,898,108,3,52,9,2,0,39,0,0,0,0,33,1,103,0,272,1417,459,163
BROWARD_12011B003 B003 27,328,1,0,12,1,642,74,3,50,4,2,0,33,0,0,0,0,30,0,76,0,185,984,330,127
BROWARD_12011B004 B004 28,583,2,0,32,3,1323,137,5,75,5,1,0,81,0,0,0,0,55,0,147,1,435,1943,725,217
BROWARD_12011B005 B005 29,266,0,0,14,2,310,56,2,24,5,1,0,8,0,0,0,0,3,0,36,0,64,592,117,82
BROWARD_12011B006 B006 30,217,0,0,6,1,355,52,3,30,1,0,0,15,0,0,0,2,21,0,46,0,94,579,179,85
BROWARD_12011C001 C001 31,988,1,1,27,9,1279,248,6,120,4,5,1,54,0,0,0,2,31,1,124,0,372,2305,594,374
BROWARD_12011C002 C002 32,282,0,0,10,3,461,58,0,37,4,3,0,26,0,0,0,0,14,0,46,0,129,756,222,95
BROWARD_12011C003 C003 33,331,1,3,10,3,366,52,2,31,2,3,0,26,0,0,0,0,10,1,33,0,80,714,155,85
BROWARD_12011C004 C004 34,477,0,0,17,9,644,120,6,61,4,2,0,30,0,0,1,0,23,0,57,1,173,1147,291,187
BROWARD_12011C005 C005 35,1590,1,0,7,5,37,569,1,84,0,1,0,1,0,0,0,0,1,0,1,0,2,1640,6,654
BROWARD_12011C006 C006 36,2020,3,0,15,5,113,509,0,63,3,1,1,8,0,0,0,0,2,0,2,0,12,2156,29,572
BROWARD_12011C007 C007 37,156,1,0,9,4,217,28,5,33,1,0,0,27,0,0,0,1,3,0,17,0,52,387,101,66
BROWARD_12011C008 C008 38,370,1,0,16,1,477,94,2,37,3,1,0,10,1,0,0,0,15,0,38,0,134,865,202,133
BROWARD_12011C009 C009 39,193,0,0,4,3,74,29,0,6,1,0,0,1,0,0,0,0,2,0,0,0,21,274,25,35
BROWARD_12011C010 C010 40,818,2,1,30,15,784,165,8,106,4,2,0,36,0,0,0,0,19,0,66,0,173,1650,300,279
BROWARD_12011C011 C011 41,580,0,0,22,3,721,180,8,67,4,0,0,22,0,0,0,0,27,0,80,0,192,1326,325,255
BROWARD_12011C012 C012 42,539,0,0,9,6,632,144,1,62,3,2,0,24,0,0,2,0,28,0,52,0,177,1186,288,207
BROWARD_12011C013 C013 43,388,2,0,6,4,419,103,3,46,3,1,0,11,2,0,0,0,19,0,33,0,126,819,195,152
BROWARD_12011C014 C014 44,359,0,3,10,10,469,59,2,49,3,0,0,24,0,0,0,0,12,1,35,0,135,851,210,110
BROWARD_12011C015 C015 45,1513,3,0,10,12,98,336,0,45,0,1,0,0,0,0,0,0,0,1,5,0,13,1636,20,381
BROWARD_12011C016 C016 46,952,2,0,40,14,1252,220,4,114,12,1,0,64,1,0,0,1,28,0,83,0,333,2260,523,338
BROWARD_12011C017 C017 47,343,0,0,7,3,550,78,3,40,1,0,0,27,0,0,1,1,20,0,50,0,149,903,249,121
BROWARD_12011C018 C018 48,517,2,1,11,7,694,130,5,49,2,2,0,31,1,0,0,1,29,0,52,0,190,1232,308,184
BROWARD_12011C019 C019 49,413,2,0,21,10,680,109,3,60,4,1,1,34,0,0,1,0,22,0,67,0,177,1126,307,172
BROWARD_12011C020 C020 50,557,2,0,8,6,85,69,0,22,0,1,0,3,0,0,0,0,0,0,3,0,13,658,20,91
BROWARD_12011C021 C021 51,750,0,1,20,7,515,181,6,93,4,1,0,33,0,0,0,0,18,0,50,0,119,1293,225,280
BROWARD_12011C022 C022 52,413,0,1,29,4,738,87,1,61,5,3,0,35,0,0,0,0,15,0,60,0,222,1185,340,149
BROWARD_12011C023 C023 53,2608,2,1,43,30,1415,796,15,243,12,4,1,74,0,0,0,0,50,1,159,0,361,4099,662,1054
BROWARD_12011C024 C024 54,1196,3,0,17,10,641,382,4,118,2,0,1,34,0,0,0,0,24,3,61,0,142,1867,267,504
BROWARD_12011C025 C025 55,475,1,0,2,0,54,58,0,10,0,0,0,0,0,0,0,0,1,0,2,0,6,532,9,68
BROWARD_12011C026 C026 56,260,0,0,5,3,87,22,0,14,0,0,0,6,0,0,0,0,0,0,5,0,5,355,16,36
BROWARD_12011C027 C027 57,237,0,1,6,2,65,53,0,21,0,0,0,5,0,0,0,0,1,0,3,0,13,311,22,74
BROWARD_12011C028 C028 58,1815,0,1,8,9,61,554,2,82,0,0,0,2,0,0,0,0,0,0,4,0,8,1894,14,638
BROWARD_12011C029 C029 59,301,0,0,7,1,324,134,6,30,18,2,1,21,1,0,2,0,49,0,83,1,120,633,298,170
BROWARD_12011C030 C030 60,832,1,1,23,8,597,138,1,83,2,1,0,35,0,0,0,0,5,1,37,0,127,1462,208,222
BROWARD_12011C031 C031 61,944,1,3,24,12,536,180,7,79,1,0,0,15,0,0,0,0,8,2,44,0,108,1520,178,266
BROWARD_12011C032 C032 62,256,0,0,3,2,41,33,0,10,0,0,0,1,0,0,0,0,0,0,3,0,4,302,8,43
BROWARD_12011C033 C033 63,369,3,3,8,7,195,49,0,38,0,0,0,5,0,0,0,0,2,1,8,0,40,585,56,87
BROWARD_12011C034 C034 64,1082,2,1,22,10,609,152,3,74,1,3,0,27,0,0,0,0,11,1,40,0,123,1726,206,229
BROWARD_12011C035 C035 65,833,0,0,4,7,115,115,1,35,1,0,0,4,1,0,0,0,3,0,11,0,18,959,38,151
BROWARD_12011C036 C036 66,189,0,2,2,2,53,35,0,4,1,0,0,3,0,0,0,0,2,0,3,0,5,248,14,39
BROWARD_12011C037 C037 67,346,1,0,8,2,347,118,4,24,4,0,1,14,0,0,0,0,8,0,20,0,98,704,145,146
BROWARD_12011C038 C038 68,64,0,0,2,0,83,20,0,8,1,0,0,6,0,0,0,0,1,0,10,0,24,149,42,28
BROWARD_12011D001 D001 69,680,2,2,20,3,443,197,4,70,0,0,0,42,0,0,0,2,20,0,34,0,108,1150,206,271
BROWARD_12011D002 D002 70,820,2,0,13,10,338,205,6,79,3,0,0,15,0,0,0,1,11,0,22,0,73,1183,125,290
BROWARD_12011D003 D003 71,795,2,0,21,11,506,284,3,116,2,2,1,27,1,0,0,0,20,0,80,0,129,1335,262,403
BROWARD_12011D004 D004 72,706,2,0,14,3,303,241,5,86,2,1,0,21,0,0,0,0,9,0,31,1,67,1028,132,332
BROWARD_12011D005 D005 73,1309,0,2,18,13,243,340,5,102,1,0,0,18,0,0,0,0,9,0,25,0,48,1585,101,447
BROWARD_12011D006 D006 74,733,0,1,20,6,376,254,4,92,2,1,0,16,0,0,0,1,12,0,37,0,90,1136,159,350
BROWARD_12011D007 D007 75,698,1,1,7,3,82,209,1,42,1,0,0,2,0,0,0,0,1,0,10,0,14,792,28,252
BROWARD_12011D008 D008 76,756,1,0,22,2,395,193,8,91,5,2,0,18,1,0,0,0,13,1,38,0,94,1176,172,292
BROWARD_12011D009 D009 77,1673,1,2,21,23,265,480,6,152,2,0,0,9,1,0,0,1,11,0,17,0,40,1985,81,638
